Gene1	Gene2	Age	Gene1_GC	Gene2_GC	Class
Zm00001d002168	Zm00001d002172	5.32243401668	0.617106314948	0.532661782662	Syntenic
Zm00001d002172	Zm00001d002173	8.50375268825	0.532661782662	0.590785907859	Syntenic
Zm00001d002173	Zm00001d002174	8.50375268825	0.590785907859	0.478395061728	Syntenic
Zm00001d002174	Zm00001d002178	2.95997367236	0.478395061728	0.471996386631	Syntenic
Zm00001d002178	Zm00001d002181	1.34182269347	0.471996386631	0.464912280702	Syntenic
Zm00001d002179	Zm00001d002182	11.7280300757	0.452485380117	0.475268817204	Syntenic
Zm00001d002192	Zm00001d002193	0.560159634486	0.700779727096	0.702169625247	Syntenic
Zm00001d002198	Zm00001d002199	11.7309021064	0.60251572327	0.611922141119	Syntenic
Zm00001d002202	Zm00001d002208	7.61007222979e-05	0.643192488263	0.624309392265	Syntenic
Zm00001d002203	Zm00001d002209	1.27848015908	0.576388888889	0.574652777778	Syntenic
Zm00001d002204	Zm00001d002205	3.06776829845	0.625942684766	0.458059810357	Syntenic
Zm00001d002205	Zm00001d002211	0.174798344921	0.458059810357	0.455409356725	Syntenic
Zm00001d002208	Zm00001d002214	0.93071699592	0.624309392265	0.622467771639	Syntenic
Zm00001d002209	Zm00001d002215	1.27848015908	0.574652777778	0.576388888889	Syntenic
Zm00001d002211	Zm00001d002216	11.7543912513	0.455409356725	0.596453900709	Syntenic
Zm00001d002214	Zm00001d002221	11.8329031035	0.622467771639	0.624309392265	Syntenic
Zm00001d002215	Zm00001d002223	0.825838824346	0.576388888889	0.576388888889	Syntenic
Zm00001d002216	Zm00001d002217	11.7543912513	0.596453900709	0.481607243916	Syntenic
Zm00001d002217	Zm00001d002224	3.06776829845	0.481607243916	0.62443438914	Syntenic
Zm00001d002221	Zm00001d002228	3.56233658563e-05	0.624309392265	0.640845070423	Syntenic
Zm00001d002223	Zm00001d002229	1.22091631526	0.576388888889	0.576388888889	Syntenic
Zm00001d002224	Zm00001d002225	3.06776829845	0.62443438914	0.458059810357	Syntenic
Zm00001d002225	Zm00001d002230	5.20933430056	0.458059810357	0.634482758621	Syntenic
Zm00001d002230	Zm00001d002231	5.20933430056	0.634482758621	0.450549450549	Syntenic
Zm00001d002231	Zm00001d002232	0.625293864671	0.450549450549	0.454678362573	Syntenic
Zm00001d002254	Zm00001d002255	11.7318454319	0.731343283582	0.737913486005	Syntenic
Zm00001d002260	Zm00001d002261	11.7262133209	0.51642208246	0.575	Syntenic
Zm00001d002393	Zm00001d002394	11.7368840812	0.75	0.72972972973	Syntenic
Zm00001d002399	Zm00001d002402	11.7323394133	0.64417989418	0.638278388278	Syntenic
Zm00001d002410	Zm00001d002412	7.97088967597	0.697841726619	0.628762541806	Syntenic
Zm00001d002412	Zm00001d026250	11.7270631724	0.628762541806	0.693430656934	Syntenic
Zm00001d002434	Zm00001d002435	7.79153636043	0.683683683684	0.685858585859	Syntenic
Zm00001d002435	Zm00001d002436	0.730139765056	0.685858585859	0.639393939394	Syntenic
Zm00001d002446	Zm00001d002447	11.7126612549	0.488646684832	0.518086347725	Syntenic
Zm00001d002473	Zm00001d002474	11.7418061351	0.49186128804	0.48828125	Syntenic
Zm00001d002514	Zm00001d002515	2.94086402878	0.665796344648	0.486148346738	Syntenic
Zm00001d002520	Zm00001d002521	11.7297297254	0.70297029703	0.701149425287	Syntenic
Zm00001d002521	Zm00001d002522	11.7297297254	0.701149425287	0.66339869281	Syntenic
Zm00001d002522	Zm00001d002523	6.98918840338	0.66339869281	0.671834625323	Syntenic
Zm00001d002523	Zm00001d002530	2.53594239392	0.671834625323	0.677631578947	Syntenic
Zm00001d002530	Zm00001d026026	6.98918840338	0.677631578947	0.697722567288	Syntenic
Zm00001d002543	Zm00001d002546	11.7317960499	0.666666666667	0.673076923077	Syntenic
Zm00001d002556	Zm00001d002557	11.8184737794	0.69696969697	0.675287356322	Syntenic
Zm00001d002568	Zm00001d002576	11.7261359688	0.703225806452	0.738317757009	Syntenic
Zm00001d002570	Zm00001d002572	0.629163437042	0.560416666667	0.524102564103	Syntenic
Zm00001d002618	Zm00001d002620	11.8150517326	0.73692077728	0.749608763693	Syntenic
Zm00001d002625	Zm00001d002631	3.83598879954	0.604590505999	0.498599439776	Syntenic
Zm00001d002626	Zm00001d002629	0.00654238026953	0.567204301075	0.596318211703	Syntenic
Zm00001d002698	Zm00001d002699	11.7268294315	0.65135608049	0.643442622951	Syntenic
Zm00001d002705	Zm00001d002708	0.60152540718	0.529411764706	0.495	Syntenic
Zm00001d002727	Zm00001d002728	4.34470743362	0.55403348554	0.554285714286	Syntenic
Zm00001d002728	Zm00001d002729	11.7299941193	0.554285714286	0.604426002766	Syntenic
Zm00001d002744	Zm00001d002747	11.73187158	0.74358974359	0.694334650856	Syntenic
Zm00001d002747	Zm00001d002748	9.20499842702	0.694334650856	0.766004415011	Syntenic
Zm00001d002748	Zm00001d026182	9.44549592109	0.766004415011	0.749593495935	Syntenic
Zm00001d002772	Zm00001d002773	0.00186210286045	0.716049382716	0.673076923077	Syntenic
Zm00001d002812	Zm00001d002814	11.7327172614	0.574931880109	0.528838951311	Syntenic
Zm00001d002847	Zm00001d002848	10.7320561765	0.603174603175	0.578125	Syntenic
Zm00001d002848	Zm00001d025922	10.7320561765	0.578125	0.61858974359	Syntenic
Zm00001d002888	Zm00001d002893	0.109876629863	0.617777777778	0.664907651715	Syntenic
Zm00001d002897	Zm00001d002898	3.51994348288	0.68401826484	0.691011235955	Syntenic
Zm00001d002898	Zm00001d002899	6.63483747169	0.691011235955	0.70315581854	Syntenic
Zm00001d002899	Zm00001d002901	6.93256153378	0.70315581854	0.702415458937	Syntenic
Zm00001d002901	Zm00001d002902	6.93256153378	0.702415458937	0.674046740467	Syntenic
Zm00001d002958	Zm00001d002959	11.3090077737	0.665130568356	0.663956639566	Syntenic
Zm00001d002959	Zm00001d025900	6.4590891435	0.663956639566	0.660329531052	Syntenic
Zm00001d002972	Zm00001d002974	9.32115779662	0.522964984084	0.556473829201	Syntenic
Zm00001d002974	Zm00001d025887	7.16390686489	0.556473829201	0.589707927677	Syntenic
Zm00001d003015	Zm00001d003016	5.73721561616	0.682960893855	0.66582278481	Syntenic
Zm00001d003019	Zm00001d003021	4.75826703622	0.544590079671	0.530004380201	Syntenic
Zm00001d003020	Zm00001d003022	11.728183912	0.654761904762	0.654761904762	Syntenic
Zm00001d003021	Zm00001d003023	0.0611305142521	0.530004380201	0.527814279457	Syntenic
Zm00001d003022	Zm00001d003024	11.516684415	0.654761904762	0.633053221289	Syntenic
Zm00001d003044	Zm00001d003045	11.7213975741	0.433333333333	0.425516224189	Syntenic
Zm00001d003045	Zm00001d003046	11.7213975741	0.425516224189	0.430609597925	Syntenic
Zm00001d003058	Zm00001d003059	10.2734536305	0.547169811321	0.56836461126	Syntenic
Zm00001d003066	Zm00001d003067	0.787850739494	0.504580690627	0.47668997669	Syntenic
Zm00001d003140	Zm00001d003142	11.7409324976	0.649446494465	0.620825147348	Syntenic
Zm00001d003142	Zm00001d003144	0.062902895259	0.620825147348	0.621072088725	Syntenic
Zm00001d003151	Zm00001d003155	0.126968405969	0.521140609636	0.521140609636	Syntenic
Zm00001d003173	Zm00001d003174	0.354164839694	0.658813263525	0.71186440678	Syntenic
Zm00001d003183	Zm00001d003184	10.7771138696	0.670166229221	0.679083094556	Syntenic
Zm00001d003184	Zm00001d003185	10.7771138696	0.679083094556	0.686387686388	Syntenic
Zm00001d003185	Zm00001d003186	9.62753953811	0.686387686388	0.678070175439	Syntenic
Zm00001d003186	Zm00001d003187	11.7159910762	0.678070175439	0.670016750419	Syntenic
Zm00001d003188	Zm00001d003190	11.7524093524	0.66902237927	0.682087781732	Syntenic
Zm00001d003190	Zm00001d003191	8.3407731365	0.682087781732	0.669030732861	Syntenic
Zm00001d003217	Zm00001d003219	4.10979227591	0.621966794381	0.620320855615	Syntenic
Zm00001d003219	Zm00001d025741	11.7411224098	0.620320855615	0.587398373984	Syntenic
Zm00001d003277	Zm00001d003280	11.7900114032	0.520859149112	0.456549935149	Syntenic
Zm00001d003294	Zm00001d003295	11.7817710124	0.570158730159	0.678733031674	Syntenic
Zm00001d003341	Zm00001d003342	6.59464378197	0.661028893587	0.6534914361	Syntenic
Zm00001d003353	Zm00001d003355	11.7201770371	0.61	0.602040816327	Syntenic
Zm00001d003355	Zm00001d003356	2.32820093843	0.602040816327	0.586466165414	Syntenic
Zm00001d003356	Zm00001d003357	11.7201770371	0.586466165414	0.579075425791	Syntenic
Zm00001d003357	Zm00001d003358	11.7201770371	0.579075425791	0.622807017544	Syntenic
Zm00001d003358	Zm00001d003363	1.10877396933	0.622807017544	0.686131386861	Syntenic
Zm00001d003363	Zm00001d003364	1.4484224781	0.686131386861	0.641891891892	Syntenic
Zm00001d003364	Zm00001d003365	3.58108984673	0.641891891892	0.67701863354	Syntenic
Zm00001d003396	Zm00001d003397	1.55304640839	0.511340206186	0.511340206186	Syntenic
Zm00001d003432	Zm00001d003434	11.7183860049	0.660377358491	0.651909722222	Syntenic
Zm00001d003434	Zm00001d003436	3.1571507384	0.651909722222	0.650092081031	Syntenic
Zm00001d003468	Zm00001d003469	11.7335970578	0.686118479222	0.676394293126	Syntenic
Zm00001d003469	Zm00001d003471	8.00028566096	0.676394293126	0.686977299881	Syntenic
Zm00001d003471	Zm00001d003473	2.73162842363	0.686977299881	0.522303325223	Syntenic
Zm00001d003473	Zm00001d025572	0.368595389949	0.522303325223	0.713254593176	Syntenic
Zm00001d003482	Zm00001d003485	11.8029083837	0.673913043478	0.687242798354	Syntenic
Zm00001d003483	Zm00001d003488	11.7204923984	0.671390013495	0.680327868852	Syntenic
Zm00001d003497	Zm00001d003499	11.7137677902	0.715079365079	0.739502999143	Syntenic
Zm00001d003501	Zm00001d003504	4.72435686919	0.638981173865	0.593055555556	Syntenic
Zm00001d003524	Zm00001d003525	0.014248520657	0.662626262626	0.491228070175	Syntenic
Zm00001d003525	Zm00001d025528	0.0133437235268	0.491228070175	0.55652173913	Syntenic
Zm00001d003566	Zm00001d003567	3.70896924584	0.451116243264	0.451116243264	Syntenic
Zm00001d003605	Zm00001d003606	11.7087188259	0.427402862986	0.469483568075	Syntenic
Zm00001d003606	Zm00001d003607	1.00762147531	0.469483568075	0.470125786164	Syntenic
Zm00001d003661	Zm00001d003662	5.20297196199	0.477564102564	0.498039215686	Syntenic
Zm00001d003719	Zm00001d003722	11.7184329351	0.657869012708	0.590953785644	Syntenic
Zm00001d003757	Zm00001d003760	11.7569462184	0.725	0.686781609195	Syntenic
Zm00001d003786	Zm00001d003791	4.94819133896	0.441604543841	0.437567861021	Syntenic
Zm00001d003791	Zm00001d003794	9.31464614711	0.437567861021	0.439739413681	Syntenic
Zm00001d003850	Zm00001d003852	2.43852128086	0.764179104478	0.761329305136	Syntenic
Zm00001d003852	Zm00001d025310	5.47401970436	0.761329305136	0.746376811594	Syntenic
Zm00001d003859	Zm00001d003861	11.7144208859	0.484660033167	0.616368286445	Syntenic
Zm00001d003866	Zm00001d003867	11.7356721013	0.609238451935	0.653746770026	Syntenic
Zm00001d003939	Zm00001d003941	11.7132116423	0.556956704498	0.505329457364	Syntenic
Zm00001d003949	Zm00001d003950	11.723998683	0.504215851602	0.518456375839	Syntenic
Zm00001d003950	Zm00001d003954	11.2729143964	0.518456375839	0.644387317909	Syntenic
Zm00001d003961	Zm00001d003962	11.7070782632	0.652582159624	0.680952380952	Syntenic
Zm00001d004025	Zm00001d004033	11.8332622416	0.460754332314	0.462793068298	Syntenic
Zm00001d004301	Zm00001d004305	11.7241272319	0.642412935323	0.580270793037	Syntenic
Zm00001d004305	Zm00001d004306	11.7241272319	0.580270793037	0.560792349727	Syntenic
Zm00001d004306	Zm00001d004308	2.37361399585	0.560792349727	0.571895424837	Syntenic
Zm00001d004322	Zm00001d004326	11.7811533028	0.635555555556	0.594594594595	Syntenic
Zm00001d004328	Zm00001d004331	11.8102092217	0.471544715447	0.505050505051	Syntenic
Zm00001d004355	Zm00001d004364	0.713951288458	0.587209302326	0.579004329004	Syntenic
Zm00001d004364	Zm00001d004371	11.7028712727	0.579004329004	0.583333333333	Syntenic
Zm00001d004387	Zm00001d004389	11.732856243	0.600948509485	0.585034013605	Syntenic
Zm00001d004414	Zm00001d004417	11.7494485862	0.615384615385	0.582781456954	Syntenic
Zm00001d004718	Zm00001d004719	0.00371802572867	0.652733118971	0.652733118971	Syntenic
Zm00001d004721	Zm00001d004725	6.46655039321	0.52358490566	0.507692307692	Syntenic
Zm00001d004725	Zm00001d004728	8.86922308196	0.507692307692	0.53264604811	Syntenic
Zm00001d004728	Zm00001d004729	11.7174776108	0.53264604811	0.523316062176	Syntenic
Zm00001d004729	Zm00001d004730	5.48648586937	0.523316062176	0.528497409326	Syntenic
Zm00001d004753	Zm00001d004754	11.7238750133	0.708994708995	0.698148148148	Syntenic
Zm00001d004754	Zm00001d004758	6.49468153087	0.698148148148	0.68549905838	Syntenic
Zm00001d004839	Zm00001d004841	11.7571768223	0.521367521368	0.518803418803	Syntenic
Zm00001d004942	Zm00001d004945	4.07143308791	0.560224089636	0.536130536131	Syntenic
Zm00001d004945	Zm00001d004949	0.340284622918	0.536130536131	0.536130536131	Syntenic
Zm00001d004977	Zm00001d004978	11.735449596	0.550759392486	0.51598173516	Syntenic
Zm00001d004994	Zm00001d004995	11.7229450309	0.646390916464	0.663082437276	Syntenic
Zm00001d005001	Zm00001d005002	1.07381049048	0.503042596349	0.534791252485	Syntenic
Zm00001d005012	Zm00001d005013	11.7160994783	0.497641509434	0.492134831461	Syntenic
Zm00001d005038	Zm00001d005039	11.740271836	0.684895833333	0.731231231231	Syntenic
Zm00001d005189	Zm00001d005190	11.7175710147	0.672884283247	0.682239525399	Syntenic
Zm00001d005283	Zm00001d005284	7.83519785761	0.742028985507	0.742028985507	Syntenic
Zm00001d005300	Zm00001d005307	11.7383613005	0.706293706294	0.619369369369	Syntenic
Zm00001d005374	Zm00001d005379	2.13003428364	0.722943722944	0.706666666667	Syntenic
Zm00001d005375	Zm00001d005381	0.0107712048236	0.679166666667	0.686586985392	Syntenic
Zm00001d005377	Zm00001d005378	0.232094024925	0.638453500522	0.622596153846	Syntenic
Zm00001d005378	Zm00001d005383	11.722234822	0.622596153846	0.630303030303	Syntenic
Zm00001d005379	Zm00001d005380	0.141687673731	0.706666666667	0.706666666667	Syntenic
Zm00001d005380	Zm00001d005389	2.13003428364	0.706666666667	0.725490196078	Syntenic
Zm00001d005381	Zm00001d005391	11.8243099931	0.686586985392	0.688	Syntenic
Zm00001d005383	Zm00001d005392	0.1341213678	0.630303030303	0.635606060606	Syntenic
Zm00001d005410	Zm00001d005421	1.41096355377	0.68524970964	0.703071672355	Syntenic
Zm00001d005436	Zm00001d005437	11.7479430209	0.659367396594	0.649350649351	Syntenic
Zm00001d005678	Zm00001d005680	11.8271081944	0.730123997082	0.716374269006	Syntenic
Zm00001d005688	Zm00001d005690	5.60523579702	0.673520249221	0.680089485459	Syntenic
Zm00001d005693	Zm00001d005694	11.7423799665	0.711500974659	0.649425287356	Syntenic
Zm00001d005716	Zm00001d005717	11.7251853992	0.638694638695	0.686956521739	Syntenic
Zm00001d005717	Zm00001d005719	5.46221079133	0.686956521739	0.691441441441	Syntenic
Zm00001d005719	Zm00001d005722	3.39139498618	0.691441441441	0.673423423423	Syntenic
Zm00001d005782	Zm00001d005783	11.7350052334	0.682976554536	0.470628415301	Syntenic
Zm00001d005786	Zm00001d005787	7.91161988954	0.68115942029	0.68115942029	Syntenic
Zm00001d005821	Zm00001d005822	11.7186797068	0.626223091977	0.619691119691	Syntenic
Zm00001d005822	Zm00001d005823	11.7186797068	0.619691119691	0.657692307692	Syntenic
Zm00001d005859	Zm00001d005860	11.7104886061	0.697571743929	0.66966966967	Syntenic
Zm00001d005878	Zm00001d005879	11.7943689619	0.717391304348	0.717391304348	Syntenic
Zm00001d005905	Zm00001d005909	5.99101600309	0.722379603399	0.666666666667	Syntenic
Zm00001d005909	Zm00001d005910	11.731093532	0.666666666667	0.696138211382	Syntenic
Zm00001d005933	Zm00001d005934	8.18888927545	0.695266272189	0.706261510129	Syntenic
Zm00001d005934	Zm00001d005935	8.18888927545	0.706261510129	0.677304964539	Syntenic
Zm00001d005973	Zm00001d005974	11.7238499316	0.539985845718	0.551102204409	Syntenic
Zm00001d006013	Zm00001d006014	3.6841734192	0.681055155875	0.668803418803	Syntenic
Zm00001d006137	Zm00001d006140	0.000941064391219	0.723389355742	0.687074829932	Syntenic
Zm00001d006140	Zm00001d006145	0.078374290559	0.687074829932	0.651324965132	Syntenic
Zm00001d006142	Zm00001d006147	0.0232452396792	0.486678507993	0.486678507993	Syntenic
Zm00001d006143	Zm00001d006148	5.54767518539	0.536398467433	0.536398467433	Syntenic
Zm00001d006144	Zm00001d006149	0.0844525306584	0.754082612872	0.754082612872	Syntenic
Zm00001d006193	Zm00001d006199	9.27756165642	0.723013048636	0.645627876397	Syntenic
Zm00001d006199	Zm00001d006203	5.21735500519	0.645627876397	0.642951251647	Syntenic
Zm00001d006260	Zm00001d006263	11.7097600903	0.717444717445	0.714499252616	Syntenic
Zm00001d006298	Zm00001d006306	0.0127445124536	0.525925925926	0.530303030303	Syntenic
Zm00001d006300	Zm00001d006301	0.539231678252	0.428638497653	0.39400921659	Syntenic
Zm00001d006301	Zm00001d006307	0.664930689983	0.39400921659	0.445759368836	Syntenic
Zm00001d006312	Zm00001d006313	1.08239889844	0.753681392236	0.751054852321	Syntenic
Zm00001d006340	Zm00001d006341	11.7392710883	0.517598343685	0.533083645443	Syntenic
Zm00001d006341	Zm00001d006342	9.58622155423	0.533083645443	0.534615384615	Syntenic
Zm00001d006446	Zm00001d006449	11.733529131	0.647975077882	0.663201663202	Syntenic
Zm00001d006449	Zm00001d006450	0.00316551079113	0.663201663202	0.680113234253	Syntenic
Zm00001d006493	Zm00001d006494	1.53778920538	0.671920607122	0.642018779343	Syntenic
Zm00001d006505	Zm00001d006506	6.80214830955	0.706214689266	0.706214689266	Syntenic
Zm00001d006515	Zm00001d006516	11.7401217312	0.705982905983	0.730015082956	Syntenic
Zm00001d006525	Zm00001d006526	11.7247632857	0.709985315712	0.666666666667	Syntenic
Zm00001d006527	Zm00001d006531	9.06972330504	0.594917787743	0.484346224678	Syntenic
Zm00001d006531	Zm00001d006535	9.06972330504	0.484346224678	0.650505050505	Syntenic
Zm00001d006776	Zm00001d006777	0.736769118825	0.695	0.695	Syntenic
Zm00001d006778	Zm00001d006779	0.390616223077	0.534979423868	0.529619805482	Syntenic
Zm00001d006933	Zm00001d006936	1.50017595366	0.649503161698	0.574369189907	Syntenic
Zm00001d006936	Zm00001d006937	0.000167333154088	0.574369189907	0.622103386809	Syntenic
Zm00001d006947	Zm00001d006948	0.255149531606	0.659735349716	0.662264150943	Syntenic
Zm00001d007125	Zm00001d007127	11.725672799	0.588599752169	0.591315453384	Syntenic
Zm00001d007127	Zm00001d007129	0.200429502648	0.591315453384	0.586121437423	Syntenic
Zm00001d007257	Zm00001d007258	11.7302341876	0.695485110471	0.741054613936	Syntenic
Zm00001d007272	Zm00001d007274	11.731713312	0.664983164983	0.766488413547	Syntenic
Zm00001d007334	Zm00001d007337	11.730147669	0.63801780875	0.648058252427	Syntenic
Zm00001d007341	Zm00001d007343	11.7147516041	0.569369369369	0.550724637681	Syntenic
Zm00001d007347	Zm00001d007349	7.38796853209	0.649509803922	0.654205607477	Syntenic
Zm00001d007367	Zm00001d007368	4.40901902862	0.663599182004	0.687285223368	Syntenic
Zm00001d007400	Zm00001d007403	6.93666632449	0.690419635788	0.699834162521	Syntenic
Zm00001d007456	Zm00001d007457	2.84925160976	0.411845730028	0.436114044351	Syntenic
Zm00001d007474	Zm00001d007477	0.0880230674322	0.544237207078	0.434740417273	Syntenic
Zm00001d007531	Zm00001d007534	1.49064472175	0.466666666667	0.460154241645	Syntenic
Zm00001d007534	Zm00001d007548	3.22885324576	0.460154241645	0.464621676892	Syntenic
Zm00001d007548	Zm00001d007555	4.44584038098	0.464621676892	0.465030674847	Syntenic
Zm00001d007549	Zm00001d007560	0.00670031848271	0.565693430657	0.567632850242	Syntenic
Zm00001d007553	Zm00001d007567	6.17044853357	0.666666666667	0.689223057644	Syntenic
Zm00001d007555	Zm00001d007559	4.44584038098	0.465030674847	0.465770171149	Syntenic
Zm00001d007602	Zm00001d007603	11.7241642356	0.554340622929	0.537799043062	Syntenic
Zm00001d007604	Zm00001d007616	0.0561005966221	0.623366013072	0.621732026144	Syntenic
Zm00001d007616	Zm00001d007618	0.0002401475738	0.621732026144	0.62091503268	Syntenic
Zm00001d007618	Zm00001d007620	0.0561005966221	0.62091503268	0.623366013072	Syntenic
Zm00001d007620	Zm00001d007623	0.000131948400827	0.623366013072	0.618933969769	Syntenic
Zm00001d007632	Zm00001d007635	10.1742489078	0.514814814815	0.48463356974	Syntenic
Zm00001d007661	Zm00001d007665	0.781011866842	0.527646129542	0.460784313725	Syntenic
Zm00001d007665	Zm00001d007667	0.376436986698	0.460784313725	0.47018572825	Syntenic
Zm00001d007667	Zm00001d007670	0.100534185669	0.47018572825	0.549189814815	Syntenic
Zm00001d007670	Zm00001d007672	0.324199736647	0.549189814815	0.552178318136	Syntenic
Zm00001d007672	Zm00001d007675	0.324199736647	0.552178318136	0.453405017921	Syntenic
Zm00001d007755	Zm00001d007757	5.87700215103	0.529320987654	0.520864756159	Syntenic
Zm00001d007762	Zm00001d007764	11.737661914	0.580512820513	0.603222557905	Syntenic
Zm00001d007810	Zm00001d007815	6.70522737705	0.548463356974	0.512605042017	Syntenic
Zm00001d007815	Zm00001d007819	6.70522737705	0.512605042017	0.539267015707	Syntenic
Zm00001d007831	Zm00001d007832	11.727877614	0.774725274725	0.758680555556	Syntenic
Zm00001d007918	Zm00001d007924	11.7432419493	0.716516516517	0.692456479691	Syntenic
Zm00001d008260	Zm00001d008261	0.151117821543	0.684782608696	0.640522875817	Syntenic
Zm00001d008299	Zm00001d008300	5.1639263355	0.627680311891	0.543314500942	Syntenic
Zm00001d008314	Zm00001d008318	3.49544789012	0.494791666667	0.589285714286	Syntenic
Zm00001d008331	Zm00001d008332	0.980864368653	0.484756097561	0.509146341463	Syntenic
Zm00001d008399	Zm00001d008403	11.8106177337	0.675020885547	0.61919504644	Syntenic
Zm00001d008412	Zm00001d008413	11.7304957339	0.421895424837	0.429833169774	Syntenic
Zm00001d008450	Zm00001d008452	6.21984180132	0.778666666667	0.765060240964	Syntenic
Zm00001d008457	Zm00001d008458	11.7313056583	0.543887991384	0.458333333333	Syntenic
Zm00001d008458	Zm00001d008460	11.7313056583	0.458333333333	0.494577006508	Syntenic
Zm00001d008460	Zm00001d008461	1.20794033522	0.494577006508	0.454545454545	Syntenic
Zm00001d008461	Zm00001d008462	0.682270371855	0.454545454545	0.458272327965	Syntenic
Zm00001d008462	Zm00001d008465	2.39460820172	0.458272327965	0.435163086714	Syntenic
Zm00001d008465	Zm00001d008466	2.39460820172	0.435163086714	0.470164609053	Syntenic
Zm00001d008466	Zm00001d008467	2.39460820172	0.470164609053	0.449691991786	Syntenic
Zm00001d008467	Zm00001d008468	1.73415657271	0.449691991786	0.451206140351	Syntenic
Zm00001d008468	Zm00001d008477	2.39460820172	0.451206140351	0.463725490196	Syntenic
Zm00001d008477	Zm00001d008478	2.39460820172	0.463725490196	0.459393939394	Syntenic
Zm00001d008478	Zm00001d008479	0.424965315719	0.459393939394	0.458100558659	Syntenic
Zm00001d008479	Zm00001d008485	2.39460820172	0.458100558659	0.461688628599	Syntenic
Zm00001d008485	Zm00001d008487	0.682270371855	0.461688628599	0.448043184885	Syntenic
Zm00001d008487	Zm00001d008488	0.682270371855	0.448043184885	0.456140350877	Syntenic
Zm00001d008488	Zm00001d008489	2.39460820172	0.456140350877	0.450109649123	Syntenic
Zm00001d008494	Zm00001d008495	11.7250471238	0.671620665251	0.694888178914	Syntenic
Zm00001d008529	Zm00001d008530	11.7844984268	0.566225165563	0.676506765068	Syntenic
Zm00001d008601	Zm00001d008602	11.7591199583	0.577777777778	0.664444444444	Syntenic
Zm00001d008632	Zm00001d008633	11.7372385399	0.588793922127	0.556803995006	Syntenic
Zm00001d008634	Zm00001d008635	0.0190280933282	0.74297188755	0.720430107527	Syntenic
Zm00001d008645	Zm00001d008646	2.68892642804	0.575870646766	0.66796875	Syntenic
Zm00001d008769	Zm00001d008772	11.7219915084	0.624254473161	0.644194756554	Syntenic
Zm00001d008903	Zm00001d008905	11.7417956054	0.574712643678	0.71768707483	Syntenic
Zm00001d008925	Zm00001d008927	11.7476391822	0.690763052209	0.64857881137	Syntenic
Zm00001d008927	Zm00001d008928	1.50570513924	0.64857881137	0.653153153153	Syntenic
