Cluster_ID	Genes	Gene1	Gene2	Total_Divergence	Ti_Tv	dNdS	dN	dN_SE	dS	dS_Se
Anc_Cluster_0004	Sb06g013020.1,Zm00001d025174,Zm00001d025175	Zm00001d025175	Zm00001d025174	4.1401	2.1096	1.0795	1.4081	1.3636	1.3044	0.8308
Anc_Cluster_0005	Sb06g011300.1,Zm00001d025185,Zm00001d025193	Zm00001d025185	Sb06g011300.1	0.2605	2.2136	0.3147	0.0563	0.0088	0.1790	0.0297
Anc_Cluster_0005	Sb06g011300.1,Zm00001d025185,Zm00001d025193	Zm00001d025193	Sb06g011300.1	0.2582	2.2136	0.3917	0.0620	0.0093	0.1584	0.0275
Anc_Cluster_0005	Sb06g011300.1,Zm00001d025185,Zm00001d025193	Zm00001d025193	Zm00001d025185	0.0808	2.2136	0.0740	0.0065	0.0029	0.0881	0.0199
Anc_Cluster_0006	Sb06g013710.1,Zm00001d025190,Zm00001d025188	Zm00001d025190	Sb06g013710.1	2.6530	2.7638	0.3235	0.5693	0.0880	1.7596	0.6793
Anc_Cluster_0006	Sb06g013710.1,Zm00001d025190,Zm00001d025188	Zm00001d025188	Sb06g013710.1	10.2815	2.7638	0.8453	3.2833	2.8671	3.8840	22.7651
Anc_Cluster_0006	Sb06g013710.1,Zm00001d025190,Zm00001d025188	Zm00001d025188	Zm00001d025190	4.9377	2.7638	0.4195	1.2229	0.2110	2.9150	3.0827
Anc_Cluster_0007	Sb08g004910.1,Zm00001d023587,Zm00001d023588	Zm00001d023587	Sb08g004910.1	0.0801	1.9254	0.0000	-0.0000	0.0000	0.1546	0.0737
Anc_Cluster_0007	Sb08g004910.1,Zm00001d023587,Zm00001d023588	Zm00001d023588	Sb08g004910.1	46.2871	1.9254	0.0134	1.3286	0.2663	99.0000	0.0737
Anc_Cluster_0007	Sb08g004910.1,Zm00001d023587,Zm00001d023588	Zm00001d023588	Zm00001d023587	44.3049	1.9254	0.0131	1.2952	0.2471	99.0000	0.0737
Anc_Cluster_0008	Sb06g014340.1,Zm00001d025253,Zm00001d025255	Zm00001d025253	Sb06g014340.1	0.7343	1.6781	0.4501	0.1859	0.0153	0.4130	0.0453
Anc_Cluster_0008	Sb06g014340.1,Zm00001d025253,Zm00001d025255	Zm00001d025255	Sb06g014340.1	0.6952	1.6781	0.4602	0.1780	0.0149	0.3868	0.0429
Anc_Cluster_0008	Sb06g014340.1,Zm00001d025253,Zm00001d025255	Zm00001d025255	Zm00001d025253	0.4089	1.6781	0.6142	0.1169	0.0117	0.1904	0.0262
Anc_Cluster_0009	Sb06g014410.1,Zm00001d025265,Zm00001d025267	Zm00001d025265	Sb06g014410.1	2.5880	2.6108	0.8845	0.8310	0.0775	0.9395	0.1470
Anc_Cluster_0009	Sb06g014410.1,Zm00001d025265,Zm00001d025267	Zm00001d025267	Sb06g014410.1	0.3086	2.6108	0.4319	0.0745	0.0144	0.1725	0.0385
Anc_Cluster_0009	Sb06g014410.1,Zm00001d025265,Zm00001d025267	Zm00001d025267	Zm00001d025265	2.6620	2.6108	0.9888	0.8844	0.0837	0.8944	0.1403
Anc_Cluster_0011	Sb06g015060.1,Zm00001d025310,Zm00001d025319	Zm00001d025310	Sb06g015060.1	1.0721	2.1173	0.2235	0.2257	0.0202	1.0098	0.1998
Anc_Cluster_0011	Sb06g015060.1,Zm00001d025310,Zm00001d025319	Zm00001d025319	Sb06g015060.1	1.3569	2.1173	0.2047	0.2681	0.0226	1.3097	0.2823
Anc_Cluster_0011	Sb06g015060.1,Zm00001d025310,Zm00001d025319	Zm00001d025319	Zm00001d025310	1.3238	2.1173	0.2107	0.2668	0.0225	1.2663	0.2846
Anc_Cluster_0013	OS04T0413500-01,Zm00001d025354,Zm00001d025355	Zm00001d025354	OS04T0413500-01	0.9597	1.7596	0.0522	0.0920	0.0082	1.7617	0.4942
Anc_Cluster_0013	OS04T0413500-01,Zm00001d025354,Zm00001d025355	Zm00001d025355	OS04T0413500-01	2.0899	1.7596	0.0651	0.2594	0.0150	3.9833	6.1928
Anc_Cluster_0013	OS04T0413500-01,Zm00001d025354,Zm00001d025355	Zm00001d025355	Zm00001d025354	2.1505	1.7596	0.0658	0.2636	0.0152	4.0064	6.2883
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025390	Sb06g016350.1	3.3736	2.8543	0.0825	0.2831	0.0177	3.4316	16.6127
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025396	Sb06g016350.1	1.5231	2.8543	0.2461	0.2793	0.0175	1.1346	0.1049
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025396	Zm00001d025390	0.0266	2.8543	0.4594	0.0070	0.0023	0.0151	0.0062
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025391	Sb06g016350.1	1.5154	2.8543	0.2432	0.2758	0.0174	1.1344	0.1049
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025391	Zm00001d025390	0.0392	2.8543	0.5360	0.0108	0.0029	0.0202	0.0072
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025391	Zm00001d025396	0.0124	2.8543	0.7697	0.0039	0.0017	0.0050	0.0035
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025393	Sb06g016350.1	1.5258	2.8543	0.2421	0.2770	0.0175	1.1440	0.1062
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025393	Zm00001d025390	0.0446	2.8543	0.5431	0.0124	0.0031	0.0228	0.0077
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025393	Zm00001d025396	0.0177	2.8543	0.7167	0.0054	0.0020	0.0075	0.0044
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025393	Zm00001d025391	0.0053	2.8543	0.6155	0.0015	0.0011	0.0025	0.0025
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025383	Sb06g016350.1	0.6177	2.8543	0.1667	0.0885	0.0089	0.5310	0.0590
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025383	Zm00001d025390	1.5423	2.8543	0.1944	0.2556	0.0162	1.3149	0.2488
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025383	Zm00001d025396	1.5587	2.8543	0.1923	0.2567	0.0163	1.3351	0.2607
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025383	Zm00001d025391	1.5714	2.8543	0.1889	0.2558	0.0163	1.3546	0.2709
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025383	Zm00001d025393	1.5818	2.8543	0.1873	0.2563	0.0163	1.3686	0.2779
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025388	Sb06g016350.1	0.7546	2.8543	0.1103	0.0806	0.0084	0.7312	0.0906
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025388	Zm00001d025390	1.4981	2.8543	0.1882	0.2478	0.0158	1.3169	0.2449
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025388	Zm00001d025396	1.4948	2.8543	0.1867	0.2462	0.0158	1.3189	0.2503
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025388	Zm00001d025391	1.5065	2.8543	0.1835	0.2454	0.0157	1.3375	0.2596
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025388	Zm00001d025393	1.5170	2.8543	0.1817	0.2458	0.0157	1.3525	0.2668
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025388	Zm00001d025383	0.2103	2.8543	0.1657	0.0317	0.0050	0.1911	0.0253
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025394	Sb06g016350.1	1.5502	2.8543	0.2382	0.2786	0.0175	1.1694	0.1096
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025394	Zm00001d025390	0.0160	2.8543	0.1949	0.0027	0.0014	0.0138	0.0059
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025394	Zm00001d025396	0.0250	2.8543	0.1971	0.0042	0.0018	0.0215	0.0074
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025394	Zm00001d025391	0.0375	2.8543	0.3042	0.0081	0.0025	0.0267	0.0083
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025394	Zm00001d025393	0.0429	2.8543	0.3298	0.0097	0.0027	0.0293	0.0087
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025394	Zm00001d025383	1.6169	2.8543	0.1775	0.2529	0.0161	1.4249	0.3110
Anc_Cluster_0015	Sb06g016350.1,Zm00001d025390,Zm00001d025396,Zm00001d025391,Zm00001d025393,Zm00001d025383,Zm00001d025388,Zm00001d025394	Zm00001d025394	Zm00001d025388	1.5278	2.8543	0.1775	0.2436	0.0157	1.3723	0.2736
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025397	Sb06g016430.1	0.1064	3.4651	0.0535	0.0060	0.0030	0.1124	0.0232
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025392	Sb06g016430.1	0.1064	3.4651	0.0536	0.0060	0.0030	0.1123	0.0232
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025392	Zm00001d025397	0.0196	3.4651	0.1896	0.0030	0.0021	0.0158	0.0079
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025395	Sb06g016430.1	0.1064	3.4651	0.0536	0.0060	0.0030	0.1123	0.0232
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025395	Zm00001d025397	0.0196	3.4651	0.1896	0.0030	0.0021	0.0158	0.0079
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025395	Zm00001d025392	-0.0000	3.4651	99.0000	-0.0000	0.0000	-0.0000	0.0000
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025389	Sb06g016430.1	0.1093	3.4651	0.0678	0.0075	0.0034	0.1112	0.0229
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025389	Zm00001d025397	0.0229	3.4651	0.2861	0.0045	0.0026	0.0158	0.0079
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025389	Zm00001d025392	0.0365	3.4651	0.1409	0.0045	0.0026	0.0320	0.0115
Anc_Cluster_0016	Sb06g016430.1,Zm00001d025397,Zm00001d025392,Zm00001d025395,Zm00001d025389	Zm00001d025389	Zm00001d025395	0.0365	3.4651	0.1409	0.0045	0.0026	0.0320	0.0115
Anc_Cluster_0018	Sb08g005100.1,Zm00001d023608,Zm00001d023611	Zm00001d023608	Sb08g005100.1	2.6189	1.6899	0.3757	0.6087	0.0365	1.6201	0.3982
Anc_Cluster_0018	Sb08g005100.1,Zm00001d023608,Zm00001d023611	Zm00001d023611	Sb08g005100.1	2.0092	1.6899	0.3472	0.4614	0.0285	1.3290	0.1640
Anc_Cluster_0018	Sb08g005100.1,Zm00001d023608,Zm00001d023611	Zm00001d023611	Zm00001d023608	3.2968	1.6899	0.3502	0.7449	0.0442	2.1268	0.4322
Anc_Cluster_0019	Sb06g017810.1,Zm00001d025491,Zm00001d025504	Zm00001d025491	Sb06g017810.1	0.4099	2.9633	1.1202	0.1406	0.0174	0.1255	0.0275
Anc_Cluster_0019	Sb06g017810.1,Zm00001d025491,Zm00001d025504	Zm00001d025504	Sb06g017810.1	0.4400	2.9633	1.2605	0.1552	0.0184	0.1231	0.0273
Anc_Cluster_0019	Sb06g017810.1,Zm00001d025491,Zm00001d025504	Zm00001d025504	Zm00001d025491	0.1965	2.9633	0.7186	0.0594	0.0108	0.0826	0.0222
Anc_Cluster_0021	Sb06g018080.1,Zm00001d025528,Zm00001d025533	Zm00001d025528	Sb06g018080.1	0.7993	1.6048	0.2622	0.1585	0.0161	0.6044	0.0780
Anc_Cluster_0021	Sb06g018080.1,Zm00001d025528,Zm00001d025533	Zm00001d025533	Sb06g018080.1	2.9554	1.6048	0.0716	0.2807	0.0221	3.9227	5.9501
Anc_Cluster_0021	Sb06g018080.1,Zm00001d025528,Zm00001d025533	Zm00001d025533	Zm00001d025528	3.0493	1.6048	0.0677	0.2681	0.0215	3.9582	6.0914
Anc_Cluster_0022	Sb06g018220.1,Zm00001d025545,Zm00001d025544	Zm00001d025545	Sb06g018220.1	0.3386	2.3582	0.2138	0.0636	0.0125	0.2977	0.0643
Anc_Cluster_0022	Sb06g018220.1,Zm00001d025545,Zm00001d025544	Zm00001d025544	Sb06g018220.1	2.8479	2.3582	0.1089	0.3776	0.0358	3.4693	4.4168
Anc_Cluster_0022	Sb06g018220.1,Zm00001d025545,Zm00001d025544	Zm00001d025544	Zm00001d025545	2.6815	2.3582	0.1090	0.3719	0.0351	3.4132	4.2579
Anc_Cluster_0024	Sb06g018290.1,Zm00001d025552,Zm00001d025558	Zm00001d025552	Sb06g018290.1	0.6973	3.2995	0.2129	0.1601	0.0247	0.7519	0.2241
Anc_Cluster_0024	Sb06g018290.1,Zm00001d025552,Zm00001d025558	Zm00001d025558	Sb06g018290.1	0.5118	3.2995	0.2240	0.1230	0.0211	0.5491	0.2072
Anc_Cluster_0024	Sb06g018290.1,Zm00001d025552,Zm00001d025558	Zm00001d025558	Zm00001d025552	0.2779	3.2995	0.1231	0.0491	0.0129	0.3984	0.1305
Anc_Cluster_0027	Sb06g018540.1,Zm00001d025572,Zm00001d025573	Zm00001d025572	Sb06g018540.1	1.8452	2.0881	0.0476	0.1815	0.0136	3.8176	5.5517
Anc_Cluster_0027	Sb06g018540.1,Zm00001d025572,Zm00001d025573	Zm00001d025573	Sb06g018540.1	2.1707	2.0881	0.0705	0.2722	0.0175	3.8582	5.7024
Anc_Cluster_0027	Sb06g018540.1,Zm00001d025572,Zm00001d025573	Zm00001d025573	Zm00001d025572	2.2859	2.0881	0.0690	0.2698	0.0176	3.9115	5.9064
Anc_Cluster_0028	Sb06g018790.1,Zm00001d025584,Zm00001d025585	Zm00001d025584	Sb06g018790.1	0.2760	4.6874	0.6851	0.0821	0.0076	0.1199	0.0160
Anc_Cluster_0028	Sb06g018790.1,Zm00001d025584,Zm00001d025585	Zm00001d025585	Sb06g018790.1	0.2796	4.6874	0.6825	0.0831	0.0077	0.1218	0.0162
Anc_Cluster_0028	Sb06g018790.1,Zm00001d025584,Zm00001d025585	Zm00001d025585	Zm00001d025584	0.0369	4.6874	0.5762	0.0103	0.0026	0.0178	0.0057
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025598	Sb06g018920.1	5.6098	4.5180	1.6262	2.1839	3.5167	1.3429	2.1640
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025606	Sb06g018920.1	5.6098	4.5180	1.6262	2.1839	3.5167	1.3429	2.1640
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025606	Zm00001d025598	nan	4.5180	nan	-0.0000	0.0000	nan	nan
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025611	Sb06g018920.1	5.6098	4.5180	1.6262	2.1839	3.5167	1.3429	2.1640
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025611	Zm00001d025598	nan	4.5180	nan	-0.0000	0.0000	nan	nan
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025611	Zm00001d025606	nan	4.5180	nan	-0.0000	0.0000	nan	nan
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025609	Sb06g018920.1	1.4932	4.5180	0.9330	0.4866	0.4797	0.5215	0.7168
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025609	Zm00001d025598	3.4792	4.5180	1.5106	1.3182	1.1684	0.8727	0.8942
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025609	Zm00001d025606	3.4792	4.5180	1.5106	1.3182	1.1684	0.8727	0.8942
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025609	Zm00001d025611	3.4792	4.5180	1.5106	1.3182	1.1684	0.8727	0.8942
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025605	Sb06g018920.1	5.6098	4.5180	1.6262	2.1839	3.5167	1.3429	2.1640
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025605	Zm00001d025598	nan	4.5180	nan	-0.0000	0.0000	nan	nan
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025605	Zm00001d025606	nan	4.5180	nan	-0.0000	0.0000	nan	nan
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025605	Zm00001d025611	nan	4.5180	nan	-0.0000	0.0000	nan	nan
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025605	Zm00001d025609	3.4792	4.5180	1.5106	1.3182	1.1684	0.8727	0.8942
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025592	Sb06g018920.1	2.4868	4.5180	1.7297	1.0714	1.0112	0.6194	0.5442
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025592	Zm00001d025598	0.4012	4.5180	0.0000	-0.0000	0.0000	0.2871	0.3052
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025592	Zm00001d025606	0.4012	4.5180	0.0000	-0.0000	0.0000	0.2871	0.3052
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025592	Zm00001d025611	0.4012	4.5180	0.0000	-0.0000	0.0000	0.2871	0.3052
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025592	Zm00001d025609	180.3698	4.5180	73.8873	99.0000	0.0000	1.3399	1.9172
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025592	Zm00001d025605	0.4012	4.5180	0.0000	-0.0000	0.0000	0.2871	0.3052
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025597	Sb06g018920.1	2.5353	4.5180	0.9143	0.8169	1.0439	0.8935	1.7092
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025597	Zm00001d025598	164.5540	4.5180	22.6890	99.0000	1.0439	0.8069	0.7289
Anc_Cluster_0030	Sb06g018920.1,Zm00001d025598,Zm00001d025606,Zm00001d025611,Zm00001d025609,Zm00001d025605,Zm00001d025592,Zm00001d025597,Zm00001d025596,Zm00001d025603	Zm00001d025597	Zm00001d025606	164.5540	4.5180	22.6890	99.0000	1.0439	0.8069	0.7289
