Gene	UpstreamTE	DownstreamTE	SameFam	UpstreamBP	DownstreamBP
Zm00001d002013	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	2921132	1644404
Zm00001d002019	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3012972	1551905
Zm00001d002020	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3060918	1503806
Zm00001d002014	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	2964178	1602281
Zm00001d002015	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	2967511	1598951
Zm00001d002016	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	2973183	1593276
Zm00001d002017	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	2976516	1589946
Zm00001d002018	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	2982187	1579659
Zm00001d002055	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3621807	944538
Zm00001d002057	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3624025	942293
Zm00001d002066	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3849037	716849
Zm00001d002067	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3870098	695673
Zm00001d002069	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3946136	620500
Zm00001d002071	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3987577	579062
Zm00001d002072	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	3994996	571335
Zm00001d002074	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	4029966	536616
Zm00001d002093	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	4451918	114550
Zm00001d002094	ST00021B73v400002_NA_TSDlen22_TSDmismat2	ST00253B73v400002_NA_TSDlen12_TSDmismat2	0	4454023	112259
Zm00001d002132	ST00253B73v400002_NA_TSDlen12_TSDmismat2	ST00294B73v400001_NA_TSDlen12_TSDmismat2	0	451152	387009
Zm00001d002133	ST00253B73v400002_NA_TSDlen12_TSDmismat2	ST00294B73v400001_NA_TSDlen12_TSDmismat2	0	457108	380990
Zm00001d002137	ST00253B73v400002_NA_TSDlen12_TSDmismat2	ST00294B73v400001_NA_TSDlen12_TSDmismat2	0	522847	314968
Zm00001d002138	ST00253B73v400002_NA_TSDlen12_TSDmismat2	ST00294B73v400001_NA_TSDlen12_TSDmismat2	0	534274	304029
Zm00001d002158	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	62108	2101132
Zm00001d002159	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	64431	2098794
Zm00001d002160	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	69049	2094215
Zm00001d002161	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	71439	2091747
Zm00001d002168	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	263750	1896093
Zm00001d002172	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	285881	1868716
Zm00001d002173	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	367994	1793386
Zm00001d002174	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	415328	1739204
Zm00001d002178	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	475809	1683586
Zm00001d002181	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	574916	1586600
Zm00001d002179	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	554023	1608116
Zm00001d002182	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	580021	1582358
Zm00001d002192	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	908575	1252758
Zm00001d002193	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	908613	1252940
Zm00001d002198	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1008703	1150019
Zm00001d002199	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1302892	856434
Zm00001d002202	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1408397	753747
Zm00001d002208	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1431222	730679
Zm00001d002214	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1487718	674184
Zm00001d002221	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1549612	612289
Zm00001d002228	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1581314	580588
Zm00001d002203	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1413053	749658
Zm00001d002209	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1457392	705319
Zm00001d002215	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1491908	670803
Zm00001d002223	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1563194	599517
Zm00001d002229	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1585461	577250
Zm00001d002204	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1416991	745853
Zm00001d002205	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1420747	741389
Zm00001d002211	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1474581	687558
Zm00001d002216	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1495802	660952
Zm00001d002217	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1506214	654529
Zm00001d002224	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1567114	595730
Zm00001d002225	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1570869	591267
Zm00001d002230	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1606677	556395
Zm00001d002231	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1619848	542294
Zm00001d002232	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1625181	536958
Zm00001d002207	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1430526	732420
Zm00001d002220	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1548952	614030
Zm00001d002227	ST00294B73v400001_NA_TSDlen12_TSDmismat2	ST00482B73v400001_NA_TSDlen15_TSDmismat2	0	1580654	582328
Zm00001d002254	ST00482B73v400001_NA_TSDlen15_TSDmismat2	ST00031B73v400002_NA_TSDlen10_TSDmismat0	0	58434	558307
Zm00001d002255	ST00482B73v400001_NA_TSDlen15_TSDmismat2	ST00031B73v400002_NA_TSDlen10_TSDmismat0	0	58462	558288
Zm00001d002260	ST00482B73v400001_NA_TSDlen15_TSDmismat2	ST00031B73v400002_NA_TSDlen10_TSDmismat0	0	101498	512197
Zm00001d002261	ST00482B73v400001_NA_TSDlen15_TSDmismat2	ST00031B73v400002_NA_TSDlen10_TSDmismat0	0	105928	507016
Zm00001d002349	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	1068494	3076284
Zm00001d002350	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	1080589	3065744
Zm00001d002351	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	1109980	3030933
Zm00001d002393	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2223070	1926624
Zm00001d002394	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2250427	1899273
Zm00001d002397	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2351384	1795049
Zm00001d002400	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2378094	1768338
Zm00001d002398	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2352641	1796642
Zm00001d002401	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2379351	1769932
Zm00001d002399	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2362004	1783782
Zm00001d002402	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2388763	1757323
Zm00001d002410	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2515837	1632674
Zm00001d002412	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2570946	1577769
Zm00001d002434	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2958873	1188429
Zm00001d002435	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	2991183	1157289
Zm00001d002436	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	3032173	1115041
Zm00001d002446	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	3268619	878384
Zm00001d002447	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	3294848	850524
Zm00001d002473	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	3921554	226544
Zm00001d002474	ST00031B73v400002_NA_TSDlen10_TSDmismat0	ST00092B73v400001_NA_TSDlen10_TSDmismat0	0	3964598	183412
Zm00001d002514	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	688582	6831053
Zm00001d002515	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	762081	6756291
Zm00001d002520	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	921666	6600201
Zm00001d002521	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	929145	6592764
Zm00001d002522	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	932908	6588956
Zm00001d002523	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	968692	6552447
Zm00001d002530	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1033605	6486550
Zm00001d002543	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1312152	6209706
Zm00001d002546	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1378416	6143278
Zm00001d002556	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1558807	5963033
Zm00001d002557	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1560314	5961508
Zm00001d002568	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1832928	5688777
Zm00001d002576	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	2125490	5396038
Zm00001d002570	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1885521	5635187
Zm00001d002572	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	1909657	5608509
Zm00001d002618	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	3203979	4317522
Zm00001d002620	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	3217859	4303672
Zm00001d002625	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	3393442	4124355
Zm00001d002631	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	3796303	3719981
Zm00001d002626	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	3434724	4084739
Zm00001d002629	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	3570536	3947815
Zm00001d002698	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	5745235	1774649
Zm00001d002699	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	5753576	1766398
Zm00001d002705	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	6058068	1457658
Zm00001d002708	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	6155394	1358447
Zm00001d002727	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	6778545	741258
Zm00001d002728	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	6798578	721256
Zm00001d002729	ST00092B73v400001_NA_TSDlen10_TSDmismat0	ST00010B73v400014_NA_TSDlen13_TSDmismat3	0	6835142	685747
Zm00001d002744	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	36745	2049895
Zm00001d002747	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	101875	1984669
Zm00001d002748	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	107890	1978960
Zm00001d002760	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	571425	1514807
Zm00001d002761	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	614798	1471557
Zm00001d002762	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	684063	1402400
Zm00001d002772	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	892110	1194121
Zm00001d002773	ST00010B73v400014_NA_TSDlen13_TSDmismat3	ST00566B73v400001_NA_TSDlen15_TSDmismat2	0	934844	1151143
Zm00001d002812	ST00566B73v400001_NA_TSDlen15_TSDmismat2	ST00305B73v400001_NA_TSDlen11_TSDmismat1	0	31612	2143792
Zm00001d002814	ST00566B73v400001_NA_TSDlen15_TSDmismat2	ST00305B73v400001_NA_TSDlen11_TSDmismat1	0	96751	2060735
Zm00001d002847	ST00566B73v400001_NA_TSDlen15_TSDmismat2	ST00305B73v400001_NA_TSDlen11_TSDmismat1	0	1110252	1064434
Zm00001d002848	ST00566B73v400001_NA_TSDlen15_TSDmismat2	ST00305B73v400001_NA_TSDlen11_TSDmismat1	0	1154880	1019120
Zm00001d002886	ST00305B73v400001_NA_TSDlen11_TSDmismat1	ST00359B73v400001_NA_TSDlen14_TSDmismat4	0	208936	215124
Zm00001d002887	ST00305B73v400001_NA_TSDlen11_TSDmismat1	ST00359B73v400001_NA_TSDlen14_TSDmismat4	0	233068	188673
Zm00001d002888	ST00305B73v400001_NA_TSDlen11_TSDmismat1	ST00359B73v400001_NA_TSDlen14_TSDmismat4	0	323953	101508
Zm00001d002893	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	72724	1260933
Zm00001d002897	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	151054	1183838
Zm00001d002898	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	154806	1180167
Zm00001d002899	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	172126	1163408
Zm00001d002901	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	210745	1124768
Zm00001d002902	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	224589	1107546
Zm00001d002907	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	371502	964138
Zm00001d002915	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	435568	897155
Zm00001d002912	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	423314	912505
Zm00001d002916	ST00359B73v400001_NA_TSDlen14_TSDmismat4	ST00280B73v400001_NA_TSDlen13_TSDmismat3	0	442468	893360
Zm00001d002958	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	786523	2182458
Zm00001d002959	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	790508	2178434
Zm00001d002972	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	1116673	1850048
Zm00001d002974	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	1185412	1779975
Zm00001d003015	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2158294	809160
Zm00001d003016	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2228536	738324
Zm00001d003019	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2317889	644420
Zm00001d003021	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2356626	609559
Zm00001d003023	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2396826	569364
Zm00001d003020	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2333700	635668
Zm00001d003022	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2367130	602239
Zm00001d003024	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2424512	544628
Zm00001d003044	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2833842	130858
Zm00001d003045	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00121B73v400001_NA_TSDlen11_TSDmismat1	0	2898784	60439
Zm00001d003046	ST00280B73v400001_NA_TSDlen13_TSDmismat3	ST00014B73v400010_NA_TSDlen13_TSDmismat3	0	2962750	1234711
Zm00001d003058	ST00121B73v400001_NA_TSDlen11_TSDmismat1	ST00014B73v400010_NA_TSDlen13_TSDmismat3	0	428031	805514
Zm00001d003059	ST00121B73v400001_NA_TSDlen11_TSDmismat1	ST00014B73v400010_NA_TSDlen13_TSDmismat3	0	432417	800537
Zm00001d003066	ST00121B73v400001_NA_TSDlen11_TSDmismat1	ST00014B73v400010_NA_TSDlen13_TSDmismat3	0	753990	478041
Zm00001d003067	ST00121B73v400001_NA_TSDlen11_TSDmismat1	ST00014B73v400010_NA_TSDlen13_TSDmismat3	0	787924	444292
Zm00001d003069	ST00121B73v400001_NA_TSDlen11_TSDmismat1	ST00014B73v400010_NA_TSDlen13_TSDmismat3	0	829103	405187
Zm00001d003070	ST00121B73v400001_NA_TSDlen11_TSDmismat1	ST00014B73v400010_NA_TSDlen13_TSDmismat3	0	833413	400738
