Gene	UpstreamTE	DownstreamTE	SameFam	UpstreamBP	DownstreamBP
Zm00001d002211	LC00002B73v402378_ji_LTRsimilarity96.22	LX18866B73v400001_NA_LTRsimilarity96.71	0	3838	11525
Zm00001d002216	LC00002B73v402378_ji_LTRsimilarity96.22	LG00913B73v400003_NA_LTRsimilarity92.89	0	25059	7112
Zm00001d002217	LC00002B73v402378_ji_LTRsimilarity96.22	LG00913B73v400003_NA_LTRsimilarity92.89	0	35471	689
Zm00001d002224	LC00004B73v402065_opie_LTRsimilarity98.27	LC00002B73v402380_ji_LTRsimilarity96.29	0	27471	29311
Zm00001d002225	LC00004B73v402065_opie_LTRsimilarity98.27	LC00002B73v402380_ji_LTRsimilarity96.29	0	31226	24848
Zm00001d002230	LC00002B73v402380_ji_LTRsimilarity96.29	LC00002B73v402381_ji_LTRsimilarity92.48	1	1472	561
Zm00001d002231	LC00002B73v402381_ji_LTRsimilarity92.48	LC00002B73v413811_ji_LTRsimilarity91.96	1	3276	38951
Zm00001d002232	LX13914B73v400001_NA_LTRsimilarity97.86	LC00002B73v413811_ji_LTRsimilarity91.96	0	2757	33615
Zm00001d002207	LC00004B73v402064_opie_LTRsimilarity98.78	LG00003B73v401844_huck_LTRsimilarity99.66	0	33850	3893
Zm00001d002220	LC00004B73v402065_opie_LTRsimilarity98.27	LX18865B73v400001_NA_LTRsimilarity98.01	0	9309	10588
Zm00001d002227	LC00004B73v402065_opie_LTRsimilarity98.27	LC00002B73v402380_ji_LTRsimilarity96.29	0	41011	15909
Zm00001d002254	LG00001B73v402797_cinful-zeon_LTRsimilarity95.69	LX13911B73v400001_NA_LTRsimilarity98.53	0	8144	2994
Zm00001d002255	LG00001B73v402797_cinful-zeon_LTRsimilarity95.69	LX13911B73v400001_NA_LTRsimilarity98.53	0	8172	2975
Zm00001d002260	LG00011B73v400200_milt_LTRsimilarity98.78	LC00158B73v400024_NA_LTRsimilarity87.92	0	17060	6044
Zm00001d002261	LG00011B73v400200_milt_LTRsimilarity98.78	LC00158B73v400024_NA_LTRsimilarity87.92	0	21490	863
Zm00001d002349	LC00004B73v402076_opie_LTRsimilarity87.12	LX20367B73v400001_NA_LTRsimilarity86.34	0	26308	9465
Zm00001d002350	LC00004B73v402076_opie_LTRsimilarity87.12	LC00004B73v409587_opie_LTRsimilarity95.64	1	38403	1131
Zm00001d002351	LC00002B73v402402_ji_LTRsimilarity96.33	LC00030B73v400289_name_LTRsimilarity97.78	0	8450	3389
Zm00001d002393	LG00005B73v400758_xilon-diguus_LTRsimilarity98.36	LG00003B73v401853_huck_LTRsimilarity93.91	0	25386	13094
Zm00001d002394	LG00292B73v4S0200_NA_SoloLTR	LX13900B73v400001_NA_LTRsimilarity97.93	0	3489	16688
Zm00001d002397	LC00026B73v400081_NA_LTRsimilarity96.02	LX17845B73v400001_NA_LTRsimilarity99.12	0	47116	8382
Zm00001d002400	LC00026B73v400081_NA_LTRsimilarity96.02	LC00002B73v402410_ji_LTRsimilarity99.27	0	73826	11849
Zm00001d002398	LC00026B73v400081_NA_LTRsimilarity96.02	LX17845B73v400001_NA_LTRsimilarity99.12	0	48373	9975
Zm00001d002401	LC00026B73v400081_NA_LTRsimilarity96.02	LC00002B73v402410_ji_LTRsimilarity99.27	0	75083	13443
Zm00001d002399	LC00026B73v400081_NA_LTRsimilarity96.02	LC00002B73v402410_ji_LTRsimilarity99.27	0	57736	27293
Zm00001d002402	LC00026B73v400081_NA_LTRsimilarity96.02	LC00002B73v402410_ji_LTRsimilarity99.27	0	84495	834
Zm00001d002410	LG00008B73v400506_doke_LTRsimilarity94.26	LG00053B73v400023_milt_LTRsimilarity96.12	0	16077	385
Zm00001d002412	LC00014B73v400191_ji_LTRsimilarity97.93	LG13899B73v400001_NA_LTRsimilarity92.49	0	1799	1118
Zm00001d002434	LG00011B73v400202_milt_LTRsimilarity99.3	LC13898B73v400001_NA_LTRsimilarity93.22	0	29557	1004
Zm00001d002435	LG00003B73v401857_huck_LTRsimilarity95.37	LC00002B73v411371_ji_LTRsimilarity95.56	0	3155	14851
Zm00001d002436	LC00002B73v402412_ji_LTRsimilarity98.93	LC23768B73v400001_NA_LTRsimilarity85.78	0	2867	20604
Zm00001d002446	LG13894B73v400001_NA_LTRsimilarity95.27	LC00125B73v400023_NA_LTRsimilarity97.53	0	8791	1369
Zm00001d002447	LG00001B73v402802_cinful-zeon_LTRsimilarity99.39	LG00008B73v400507_doke_LTRsimilarity98	0	11640	12965
Zm00001d002473	LC00002B73v402417_ji_LTRsimilarity96.31	LC00004B73v409593_opie_LTRsimilarity95.6	0	6566	10318
Zm00001d002474	LC00013B73v400176_ruda_LTRsimilarity93.05	LC00002B73v402418_ji_LTRsimilarity99.09	0	7306	36528
Zm00001d002514	LX13888B73v400001_NA_LTRsimilarity96.25	LC00002B73v402425_ji_LTRsimilarity99.1	0	2721	5689
Zm00001d002515	LG00007B73v400488_grande_LTRsimilarity99.84	LX13887B73v400001_NA_LTRsimilarity94.74	0	9334	5168
Zm00001d002520	LC00205B73v400004_NA_LTRsimilarity100	LG00001B73v402806_cinful-zeon_LTRsimilarity100	0	6040	25774
Zm00001d002521	LC00205B73v400004_NA_LTRsimilarity100	LG00001B73v402806_cinful-zeon_LTRsimilarity100	0	13519	18337
Zm00001d002522	LC00205B73v400004_NA_LTRsimilarity100	LG00001B73v402806_cinful-zeon_LTRsimilarity100	0	17282	14529
Zm00001d002523	LG00001B73v402806_cinful-zeon_LTRsimilarity100	LG00008B73v402489_doke_LTRsimilarity94.33	0	11357	1480
Zm00001d002530	LC00002B73v402427_ji_LTRsimilarity97.9	LG00018B73v400508_puck_LTRsimilarity86.16	0	18782	6830
Zm00001d002543	LC00002B73v402430_ji_LTRsimilarity99.33	LC00013B73v400177_ruda_LTRsimilarity99.22	0	10255	9714
Zm00001d002546	LC00004B73v402092_opie_LTRsimilarity99.92	LC00013B73v400869_ruda_LTRsimilarity96.26	0	8253	3896
Zm00001d002556	LC00004B73v402094_opie_LTRsimilarity97.17	LG00003B73v412450_huck_LTRsimilarity89.39	0	14011	8870
Zm00001d002557	LC00004B73v402094_opie_LTRsimilarity97.17	LG00003B73v412450_huck_LTRsimilarity89.39	0	15518	7345
Zm00001d002568	LC00002B73v402435_ji_LTRsimilarity94.57	LC00002B73v402436_ji_LTRsimilarity93.58	1	9903	1741
Zm00001d002576	LX04028B73v400001_NA_LTRsimilarity96.48	LC00703B73v400003_NA_LTRsimilarity92.47	0	14935	3712
Zm00001d002570	LG00266B73v4S0009_NA_SoloLTR	LG00003B73v401867_huck_LTRsimilarity91.69	0	10750	3342
Zm00001d002572	LG00292B73v4S0201_NA_SoloLTR	LG00011B73v400203_milt_LTRsimilarity88.81	0	8895	1278
Zm00001d002618	LX13878B73v400001_NA_LTRsimilarity95.17	LX13877B73v400001_NA_LTRsimilarity98.51	0	15672	2043
Zm00001d002620	LX13877B73v400001_NA_LTRsimilarity98.51	LC00002B73v413822_ji_LTRsimilarity91.25	0	632	15900
Zm00001d002625	LG00005B73v400759_xilon-diguus_LTRsimilarity99.7	LG00011B73v400205_milt_LTRsimilarity96.44	0	8365	5452
Zm00001d002631	LC13876B73v400001_NA_LTRsimilarity96.24	LG00003B73v401873_huck_LTRsimilarity96.24	0	818	4318
Zm00001d002626	LC00002B73v402449_ji_LTRsimilarity98.63	LG00003B73v409315_huck_LTRsimilarity93.08	0	1230	2188
Zm00001d002629	LC00002B73v402451_ji_LTRsimilarity99.77	LG00003B73v401872_huck_LTRsimilarity94.1	0	10478	22014
Zm00001d002698	LC00004B73v402114_opie_LTRsimilarity92.39	LG00005B73v403562_xilon-diguus_LTRsimilarity97.25	0	18131	12178
Zm00001d002699	LC00004B73v402114_opie_LTRsimilarity92.39	LG00005B73v403562_xilon-diguus_LTRsimilarity97.25	0	26472	3927
Zm00001d002705	LG00001B73v402822_cinful-zeon_LTRsimilarity98.06	LG00001B73v402823_cinful-zeon_LTRsimilarity98.82	1	8733	5895
Zm00001d002708	LG00003B73v401885_huck_LTRsimilarity92.97	LC00004B73v402116_opie_LTRsimilarity95.7	0	14506	2841
Zm00001d002727	LC00002B73v402477_ji_LTRsimilarity99.4	LC00004B73v409601_opie_LTRsimilarity94.36	0	1364	26500
Zm00001d002728	LC00002B73v402477_ji_LTRsimilarity99.4	LC00004B73v409601_opie_LTRsimilarity94.36	0	21397	6498
Zm00001d002729	LG00010B73v400178_NA_LTRsimilarity96.24	LG00003B73v409324_huck_LTRsimilarity87.08	0	2427	8537
Zm00001d002744	LC00004B73v402124_opie_LTRsimilarity99.22	LG00053B73v400024_milt_LTRsimilarity89.4	0	26437	554
Zm00001d002747	LG00005B73v400767_xilon-diguus_LTRsimilarity97.37	LG23752B73v400001_NA_LTRsimilarity91.46	0	5492	29156
Zm00001d002748	LG00005B73v400767_xilon-diguus_LTRsimilarity97.37	LG23752B73v400001_NA_LTRsimilarity91.46	0	11507	23447
Zm00001d002760	LG00001B73v402829_cinful-zeon_LTRsimilarity97.75	LG00003B73v409327_huck_LTRsimilarity97.9	0	14234	4704
Zm00001d002761	LG00003B73v409327_huck_LTRsimilarity97.9	LG00085B73v400016_NA_LTRsimilarity85.08	0	15551	5250
Zm00001d002762	LC00004B73v402128_opie_LTRsimilarity98.4	LC00014B73v400195_ji_LTRsimilarity98.92	0	33533	5532
Zm00001d002772	LC00032B73v400064_ebel_LTRsimilarity93.96	LC00093B73v400006_NA_LTRsimilarity93.76	0	3746	2706
Zm00001d002773	LC00004B73v402131_opie_LTRsimilarity95.13	LC00004B73v402132_opie_LTRsimilarity99.69	1	19495	902
Zm00001d002812	LG00001B73v402833_cinful-zeon_LTRsimilarity99.25	LC00002B73v402488_ji_LTRsimilarity94.03	0	14371	20954
Zm00001d002814	LG00005B73v4S0055_xilon-diguus_SoloLTR	LG00003B73v409336_huck_LTRsimilarity91.18	0	11087	6444
Zm00001d002847	LX20318B73v4S0002_NA_SoloLTR	LC00137B73v400004_NA_LTRsimilarity89.08	0	3159	2359
Zm00001d002848	LC00004B73v402146_opie_LTRsimilarity91.57	LX17686B73v400001_NA_LTRsimilarity87.92	0	4530	1806
Zm00001d002886	LC00019B73v400098_giepum_LTRsimilarity98.29	LX18863B73v400001_NA_LTRsimilarity99	0	383	3123
Zm00001d002887	LX04023B73v400001_NA_LTRsimilarity92.19	LX04023B73v400002_NA_LTRsimilarity92.19	1	7336	9083
Zm00001d002888	LX18862B73v400001_NA_LTRsimilarity90.08	LC00002B73v402509_ji_LTRsimilarity94.14	0	9902	5762
Zm00001d002893	LC00004B73v402156_opie_LTRsimilarity97.65	LG00012B73v400720_NA_LTRsimilarity91.84	0	16922	4070
Zm00001d002897	LG00003B73v401913_huck_LTRsimilarity89.88	LC00004B73v402157_opie_LTRsimilarity99.84	0	26521	6656
Zm00001d002898	LG00003B73v401913_huck_LTRsimilarity89.88	LC00004B73v402157_opie_LTRsimilarity99.84	0	30273	2985
Zm00001d002899	LC00004B73v402157_opie_LTRsimilarity99.84	LG00003B73v409342_huck_LTRsimilarity96.22	0	3897	7178
Zm00001d002901	LX13846B73v400001_NA_LTRsimilarity99.46	LC00004B73v402158_opie_LTRsimilarity94.63	0	18657	952
Zm00001d002902	LC00004B73v402158_opie_LTRsimilarity94.63	LC00004B73v402159_opie_LTRsimilarity93.5	1	3247	3761
Zm00001d002907	LX13844B73v400001_NA_LTRsimilarity97.44	LX04198B73v400002_NA_LTRsimilarity93.03	0	376	1159
Zm00001d002915	LX13843B73v400001_NA_LTRsimilarity98.83	LG00011B73v400214_milt_LTRsimilarity95.91	0	12850	7700
Zm00001d002912	LX13843B73v400001_NA_LTRsimilarity98.83	LC00002B73v415132_ji_LTRsimilarity85.25	0	596	3026
Zm00001d002916	LX13843B73v400001_NA_LTRsimilarity98.83	LG00011B73v400214_milt_LTRsimilarity95.91	0	19750	3905
Zm00001d002958	LG00541B73v400002_bobobo_LTRsimilarity97.54	LC00070B73v400053_NA_LTRsimilarity99.06	0	20181	5094
Zm00001d002959	LG00541B73v400002_bobobo_LTRsimilarity97.54	LC00070B73v400053_NA_LTRsimilarity99.06	0	24166	1070
Zm00001d002972	LG00003B73v401921_huck_LTRsimilarity93.95	LC00004B73v402174_opie_LTRsimilarity94.53	0	5298	3704
Zm00001d002974	LG00003B73v401922_huck_LTRsimilarity91.16	LC00279B73v400011_NA_LTRsimilarity90.24	0	10627	16409
Zm00001d003015	LC00026B73v400088_NA_LTRsimilarity95.76	LC04022B73v400001_NA_LTRsimilarity86.17	0	12710	7821
Zm00001d003016	LC00046B73v400030_machiavelli_LTRsimilarity87.18	LG00287B73v400003_NA_LTRsimilarity98.13	0	1862	12067
Zm00001d003019	LG23740B73v400001_NA_LTRsimilarity94.81	LC00002B73v402528_ji_LTRsimilarity93.69	0	17	11415
Zm00001d003021	LC00002B73v402528_ji_LTRsimilarity93.69	LC00002B73v402529_ji_LTRsimilarity94.46	1	11336	8929
Zm00001d003023	LC00004B73v402180_opie_LTRsimilarity96.22	LC00002B73v402530_ji_LTRsimilarity91.05	0	11225	3428
Zm00001d003020	LX20357B73v400001_NA_LTRsimilarity85.86	LC00002B73v402528_ji_LTRsimilarity93.69	0	11561	2663
Zm00001d003022	LC00002B73v402528_ji_LTRsimilarity93.69	LC00002B73v402529_ji_LTRsimilarity94.46	1	21840	1609
Zm00001d003024	LC00002B73v402530_ji_LTRsimilarity91.05	LG00012B73v400721_NA_LTRsimilarity85.4	0	3316	33484
Zm00001d003044	LC00126B73v400010_NA_LTRsimilarity90.85	LG00003B73v401934_huck_LTRsimilarity97.04	0	23456	4468
Zm00001d003045	LG00003B73v401935_huck_LTRsimilarity97.14	LG04491B73v400001_NA_LTRsimilarity88.41	0	6644	5870
Zm00001d003046	LX13826B73v400001_NA_LTRsimilarity97.35	LG04020B73v400001_NA_LTRsimilarity98.04	0	6738	3030
Zm00001d003058	LC00004B73v402183_opie_LTRsimilarity94.34	LX00144B73v400002_NA_LTRsimilarity85.98	0	15504	7403
Zm00001d003059	LC00004B73v402183_opie_LTRsimilarity94.34	LX00144B73v400002_NA_LTRsimilarity85.98	0	19890	2426
Zm00001d003066	LC00002B73v402539_ji_LTRsimilarity93.85	LC00045B73v400154_ji_LTRsimilarity86.45	0	13712	4671
Zm00001d003067	LC00002B73v402540_ji_LTRsimilarity93.8	LG00001B73v402859_cinful-zeon_LTRsimilarity97.66	0	3979	14313
Zm00001d003069	LC00002B73v402541_ji_LTRsimilarity91.26	LC00659B73v400001_NA_LTRsimilarity94.92	0	4140	21683
Zm00001d003070	LC00002B73v402541_ji_LTRsimilarity91.26	LC00659B73v400001_NA_LTRsimilarity94.92	0	8450	17234
Zm00001d003140	LX13812B73v400001_NA_LTRsimilarity99.72	LX04017B73v400001_NA_LTRsimilarity92.61	0	9046	2891
Zm00001d003142	LX04017B73v400001_NA_LTRsimilarity92.61	LG00003B73v409364_huck_LTRsimilarity87.53	0	13798	1829
Zm00001d003144	LG00037B73v400039_NA_LTRsimilarity95.34	LG00003B73v409365_huck_LTRsimilarity90.48	0	13257	3477
Zm00001d003151	LC00002B73v402554_ji_LTRsimilarity94.91	LG00007B73v402390_grande_LTRsimilarity97.48	0	4919	10553
Zm00001d003155	LC00002B73v402555_ji_LTRsimilarity99.12	LC00004B73v402203_opie_LTRsimilarity98.93	0	2978	3943
Zm00001d003173	LC00002B73v402556_ji_LTRsimilarity98.14	LX13806B73v400001_NA_LTRsimilarity86.35	0	7421	22213
Zm00001d003174	LC00002B73v402556_ji_LTRsimilarity98.14	LX13806B73v400001_NA_LTRsimilarity86.35	0	28963	669
Zm00001d003183	LG00003B73v401961_huck_LTRsimilarity89.06	LG00007B73v400509_grande_LTRsimilarity97.34	0	10629	2932
Zm00001d003184	LC00002B73v402559_ji_LTRsimilarity98.24	LG00001B73v413536_cinful-zeon_LTRsimilarity90.22	0	9453	1134
