GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00001d001885,Zm00001d001887	1338,9683	3,3	Zm00001d001887	3	3	9683	1338	DHH00003B73v400890,RLX21371B73v400001,RLC09022B73v400001,RLC21264B73v400001,RLG18176B73v400001,DHH00001B73v408858,RLC00074B73v400043,RLG00436B73v400003,RLC00418B73v400005,RLC06854B73v400001,RLC00070B73v400059,RLX20758B73v400001,RLC00070B73v400056,DHH00001B73v404117,RLC00070B73v400050,RLC00002B73v414003,RLC00074B73v400044,RLC12297B73v400001,DHH00007B73v400077,DHH00001B73v409217,DHH01488B73v400001,RLC14899B73v400001,DHH00003B73v401741,DHH00001B73v406701,RLC00070B73v400005,DHH01158B73v400001,RLC00070B73v400027,RLC00475B73v400005,DHH00005B73v401746,RLC00475B73v400003,RLC08656B73v400001,RLC00070B73v400021,RLC07554B73v400001,RLC00070B73v400022,DHH02654B73v400001,DHH00033B73v400005,RLC22103B73v400001,RLC00070B73v400064,RLX22623B73v400001,RLC00418B73v400002,RLC00418B73v400003,RLC00418B73v400004,RLC00070B73v400029,RLC00418B73v400006,RLC10535B73v400001,RLC10387B73v400001,RLC00074B73v400006,RLC00074B73v400007,RLC00074B73v400004,RLC00074B73v400005,RLC00074B73v400002,RLC00074B73v400003,RLC00074B73v400001,RLC00074B73v400054,RLC24851B73v400001,RLC00074B73v400008,RLC00074B73v400009,RLC00002B73v414064,RLG00011B73v401129,RLC03043B73v400001,RLC03043B73v400002,RLC05085B73v400001,RLC00070B73v400011,RLC00070B73v400010,RLC07018B73v400001,RLC00475B73v400002,DHH00032B73v400003,DHH00055B73v400002,DHH01653B73v400001,RLC21448B73v400001,RLC00070B73v400002,RLC00074B73v400014,RLC00074B73v400017,RLC00070B73v400001,RLC00070B73v400006,RLC00070B73v400007,RLC00074B73v400013,RLC00074B73v400012,RLC00070B73v400008,RLC11317B73v400001,RLC00074B73v400019,RLC00074B73v400018,DHH00002B73v401516,RLC00070B73v400019,RLC00074B73v400021,RLC02268B73v400001,RLX19491B73v400001,RLC13693B73v400001,RLX05275B73v400001,RLG00073B73v400019,RLC00002B73v414939,RLC13302B73v400001,RLC00074B73v400028,RLC00074B73v400029,RLC00070B73v400013,RLC00070B73v400015,RLC00070B73v400014,RLC00070B73v400017,RLC00070B73v400016,RLC00074B73v400020,RLC00070B73v400018,RLC00074B73v400022,RLC00074B73v400023,RLC00074B73v400024,RLC00074B73v400025,RLC00074B73v400026,RLC00074B73v400027,RLC02318B73v400002,DHH00247B73v400001,RLC00475B73v400004,RLC00074B73v400011,RLG00211B73v400009,DHH00002B73v408184,RLC00074B73v400048,RLC00074B73v400049,RLC00074B73v400042,RLG00008B73v402805,RLC00074B73v400040,RLC00074B73v400041,RLC00074B73v400046,RLC00074B73v400047,RLC00029B73v400396,RLC00074B73v400045,RLC00070B73v400024,RLC00070B73v400025,RLC00070B73v400026,RLC00074B73v400010,RLC00070B73v400020,RLC00070B73v400004,RLC00074B73v400039,RLC00074B73v400038,RLC00074B73v400037,RLC00418B73v400001,RLC00074B73v400035,RLC00074B73v400034,RLC00070B73v400028,RLC00074B73v400032,RLC00074B73v400031,RLC00418B73v400007,DHH00001B73v404114,RLC00070B73v400044,DHH00010B73v400368,RLC00070B73v400009,RLX24527B73v400001,RLC15326B73v400001,DHH00247B73v400003,RLC00074B73v400058,RLC00074B73v400050,RLC00074B73v400051,RLC06676B73v400001,RLC00074B73v400053,RLC00074B73v400052,RLC20913B73v400001,RLX13944B73v400001,RLX22721B73v400001,RLC00070B73v400039,RLC00070B73v400038,RLC05219B73v400001,DHH00001B73v402308,RLC00070B73v400032,RLC00070B73v400031,RLC00070B73v400037,RLC00070B73v400036,RLC00070B73v400035,RLC00070B73v400034,RLC15409B73v400001,RLC08661B73v400001,RLC04205B73v400002,RLX00961B73v400001,RLC23213B73v400001,DHH00379B73v400002,RLC06480B73v400001,DHH00001B73v409689,RLC04203B73v400001,RLX24721B73v400001,RLC12300B73v400001,RLC00074B73v400060,RLC00074B73v400061,RLC00070B73v400046,RLC00070B73v400047,DHH00005B73v401545,RLC00070B73v400045,RLC00070B73v400042,RLC00070B73v400043,DHH00002B73v405879
Zm00001d001902,Zm00001d001903	3299,2712	7,5	NA	NA	7,5	NA	3299,2712	NA
Zm00001d001908,Zm00001d001909	7956,3412	13,9	NA	NA	13,9	NA	7956,3412	NA
Zm00001d001924,Zm00001d001927	3605,1543	3,3	NA	NA	3,3	NA	3605,1543	NA
Zm00001d001941,Zm00001d001943,Zm00001d001944	3619,2353,2690	5,4,4	NA	NA	5,4,4	NA	3619,2353,2690	NA
Zm00001d001961,Zm00001d001963,Zm00001d001964	710,431,428	1,1,1	NA	NA	1,1,1	NA	710,431,428	NA
Zm00001d002013,Zm00001d002019,Zm00001d002020	1470,2016,2169	2,3,4	NA	NA	2,3,4	NA	1470,2016,2169	NA
Zm00001d002014,Zm00001d002015,Zm00001d002016,Zm00001d002017,Zm00001d002018	434,431,434,431,5047	1,1,1,1,2	Zm00001d002018	2	1,1,1,1	5047	434,431,434,431	DHH00002B73v406855
Zm00001d002055,Zm00001d002057	548,575	1,1	NA	NA	1,1	NA	548,575	NA
Zm00001d002066,Zm00001d002067	1007,1122	1,1	NA	NA	1,1	NA	1007,1122	NA
Zm00001d002069,Zm00001d002071,Zm00001d002072,Zm00001d002074	257,254,562,311	1,1,1,1	NA	NA	1,1,1,1	NA	257,254,562,311	NA
Zm00001d002093,Zm00001d002094	425,611	1,1	NA	NA	1,1	NA	425,611	NA
Zm00001d002132,Zm00001d002133	669,732	2,2	NA	NA	2,2	NA	669,732	NA
Zm00001d002137,Zm00001d002138	1015,527	2,2	NA	NA	2,2	NA	1015,527	NA
Zm00001d002158,Zm00001d002159,Zm00001d002160,Zm00001d002161	266,281,242,320	1,1,1,1	NA	NA	1,1,1,1	NA	266,281,242,320	NA
Zm00001d002168,Zm00001d002172,Zm00001d002173,Zm00001d002174,Zm00001d002178,Zm00001d002181	3663,8909,2126,9179,4111,3236	6,11,4,5,6,6	Zm00001d002174,Zm00001d002178	5,6	6,11,4,6	9179,4111	3663,8909,2126,3236	RLC10199B73v400001,RLC01864B73v400002,RLC01864B73v400001,RLX17410B73v400001,DHH00002B73v409586,RLC01507B73v400003,RLC01507B73v400001
Zm00001d002179,Zm00001d002182	1367,1127	1,2	NA	NA	1,2	NA	1367,1127	NA
Zm00001d002192,Zm00001d002193	2173,1953	2,2	NA	NA	2,2	NA	2173,1953	NA
Zm00001d002198,Zm00001d002199	4784,4180	5,6	NA	NA	5,6	NA	4784,4180	NA
Zm00001d002202,Zm00001d002208,Zm00001d002214,Zm00001d002221,Zm00001d002228	1508,2893,1655,2054,2123	4,4,4,4,4	NA	NA	4,4,4,4,4	NA	1508,2893,1655,2054,2123	NA
Zm00001d002203,Zm00001d002209,Zm00001d002215,Zm00001d002223,Zm00001d002229	2122,2124,2122,2104,2123	3,3,3,3,3	NA	NA	3,3,3,3,3	NA	2122,2124,2122,2104,2123	NA
Zm00001d002204,Zm00001d002205,Zm00001d002211,Zm00001d002216,Zm00001d002217,Zm00001d002224,Zm00001d002225,Zm00001d002230,Zm00001d002231,Zm00001d002232	662,1370,1367,6752,2763,662,1370,434,1364,1367	1,1,1,4,5,1,1,1,1,1	Zm00001d002216	4	1,1,1,5,1,1,1,1,1	6752	662,1370,1367,2763,662,1370,434,1364,1367	RLX18865B73v400001,RLX18866B73v400001,RLX13915B73v400001,RLX17940B73v400001,RLX18867B73v400001
Zm00001d002207,Zm00001d002220,Zm00001d002227	560,524,524	2,2,2	NA	NA	2,2,2	NA	560,524,524	NA
Zm00001d002254,Zm00001d002255	401,392	1,1	NA	NA	1,1	NA	401,392	NA
Zm00001d002260,Zm00001d002261	3447,4198	10,12	NA	NA	10,12	NA	3447,4198	NA
Zm00001d002349,Zm00001d002350,Zm00001d002351	5143,3588,9008	14,9,10	Zm00001d002351	10	14,9	9008	5143,3588	RLX20367B73v400001
Zm00001d002393,Zm00001d002394	227,221	1,1	NA	NA	1,1	NA	227,221	NA
Zm00001d002397,Zm00001d002400	3488,3489	4,4	NA	NA	4,4	NA	3488,3489	NA
Zm00001d002398,Zm00001d002401	638,638	1,1	NA	NA	1,1	NA	638,638	NA
Zm00001d002399,Zm00001d002402	4135,3835	4,4	Zm00001d002399	4	4	4135	3835	RLX17845B73v400001
Zm00001d002410,Zm00001d002412	1410,1206	3,3	NA	NA	3,3	NA	1410,1206	NA
Zm00001d002434,Zm00001d002435,Zm00001d002436	2619,1449,2707	2,3,4	NA	NA	2,3,4	NA	2619,1449,2707	NA
Zm00001d002446,Zm00001d002447	2918,4549	3,5	NA	NA	3,5	NA	2918,4549	NA
Zm00001d002473,Zm00001d002474	1823,1911	3,3	NA	NA	3,3	NA	1823,1911	NA
Zm00001d002514,Zm00001d002515	2534,3797	2,2	NA	NA	2,2	NA	2534,3797	NA
Zm00001d002520,Zm00001d002521,Zm00001d002522,Zm00001d002523,Zm00001d002530	302,260,305,1030,2014	1,1,1,2,2	NA	NA	1,1,1,2,2	NA	302,260,305,1030,2014	NA
Zm00001d002543,Zm00001d002546	311,827	1,2	NA	NA	1,2	NA	311,827	NA
Zm00001d002556,Zm00001d002557	329,347	1,1	NA	NA	1,1	NA	329,347	NA
Zm00001d002568,Zm00001d002576	464,641	1,1	NA	NA	1,1	NA	464,641	NA
Zm00001d002570,Zm00001d002572	1809,4003	5,8	NA	NA	5,8	NA	1809,4003	NA
Zm00001d002618,Zm00001d002620	668,638	1,1	NA	NA	1,1	NA	668,638	NA
Zm00001d002625,Zm00001d002631	4372,5885	6,8	Zm00001d002625	6	8	4372	5885	DHH00002B73v406904
Zm00001d002626,Zm00001d002629	2706,3865	9,8	NA	NA	9,8	NA	2706,3865	NA
Zm00001d002698,Zm00001d002699	2285,2195	1,1	NA	NA	1,1	NA	2285,2195	NA
Zm00001d002705,Zm00001d002708	6443,8328	6,6	Zm00001d002705	6	6	6443	8328	RLX17161B73v400001
Zm00001d002727,Zm00001d002728,Zm00001d002729	2366,2335,1465	5,4,5	NA	NA	5,4,5	NA	2366,2335,1465	NA
Zm00001d002744,Zm00001d002747,Zm00001d002748	662,758,452	1,1,1	NA	NA	1,1,1	NA	662,758,452	NA
Zm00001d002760,Zm00001d002761,Zm00001d002762	1070,947,839	1,1,1	NA	NA	1,1,1	NA	1070,947,839	NA
Zm00001d002772,Zm00001d002773	1071,1315	2,2	NA	NA	2,2	NA	1071,1315	NA
Zm00001d002812,Zm00001d002814	3052,20970	4,6	Zm00001d002814	6	4	20970	3052	DHH00040B73v400019
Zm00001d002847,Zm00001d002848	3770,4456	5,5	NA	NA	5,5	NA	3770,4456	NA
Zm00001d002886,Zm00001d002887	3450,5769	6,6	Zm00001d002887	6	6	5769	3450	RLX18863B73v400001
Zm00001d002888,Zm00001d002893	2049,2890	4,3	NA	NA	4,3	NA	2049,2890	NA
Zm00001d002897,Zm00001d002898,Zm00001d002899,Zm00001d002901,Zm00001d002902	1655,1574,1013,1034,4412	3,3,1,1,3	Zm00001d002902	3	3,3,1,1	4412	1655,1574,1013,1034	RLX13845B73v400001
Zm00001d002907,Zm00001d002915	982,3824	3,4	NA	NA	3,4	NA	982,3824	NA
Zm00001d002912,Zm00001d002916	728,719	1,1	NA	NA	1,1	NA	728,719	NA
Zm00001d002958,Zm00001d002959	1140,1179	2,3	NA	NA	2,3	NA	1140,1179	NA
Zm00001d002972,Zm00001d002974	3400,4734	6,6	Zm00001d002974	6	6	4734	3400	DHH00002B73v401281
Zm00001d003015,Zm00001d003016	2667,3261	2,2	NA	NA	2,2	NA	2667,3261	NA
Zm00001d003019,Zm00001d003021,Zm00001d003023	7812,3936,3931	8,4,4	Zm00001d003019	8	4,4	7812	3936,3931	RLX20357B73v400001
Zm00001d003020,Zm00001d003022,Zm00001d003024	753,752,981	2,2,2	NA	NA	2,2,2	NA	753,752,981	NA
Zm00001d003044,Zm00001d003045,Zm00001d003046	6305,11173,10296	12,10,13	Zm00001d003044,Zm00001d003045,Zm00001d003046	12,10,13	NA	6305,11173,10296	NA	DHH00032B73v400037,RLX23738B73v400001,DHH00002B73v408882,DHH00002B73v408098,RLX18861B73v400001,DHH00002B73v410076,RLX20671B73v400001,RLX04733B73v400002,DHH00001B73v406596,RLC00046B73v400002,DHH00016B73v400049,RLX05846B73v400001,RLC00046B73v400049,RLC00046B73v400048,DHH00005B73v401434,RLC00046B73v400045,RLC00046B73v400044,RLC00046B73v400047,RLC00046B73v400046,RLC00046B73v400041,RLC00046B73v400040,RLC00046B73v400043,RLC00046B73v400042,RLC04523B73v400002,RLX01600B73v400001,RLC00046B73v400119,RLC00046B73v400118,RLC00046B73v400117,RLC00046B73v400116,RLC00046B73v400115,RLC00046B73v400114,RLC00046B73v400113,RLX23827B73v400001,RLC00046B73v400111,RLX18728B73v400001,DHH00257B73v400002,RLC00046B73v400035,DHH00001B73v405828,RLC00002B73v415157,RLG00003B73v410395,RLC00046B73v400088,RLX03496B73v400002,RLC00158B73v400022,RLC00158B73v400021,RLX03496B73v400001,RLC00158B73v400024,RLX17851B73v400001,RLG00956B73v400003,DHH00004B73v401871,RLX23852B73v400001,RLC00046B73v400168,RLX08857B73v400001,RLC00046B73v400162,RLG00221B73v400014,RLC00046B73v400160,DHH00002B73v408423,RLC00046B73v400164,RLC00046B73v400127,RLC00046B73v400070,RLC00046B73v400071,RLC00046B73v400072,RLC00046B73v400073,RLC00046B73v400074,RLC00046B73v400075,RLC00046B73v400076,RLC00046B73v400077,DHH00008B73v401065,RLC00046B73v400079,RLG00012B73v401002,DHH00008B73v401199,RLC00046B73v400011,RLX25006B73v400001,RLC00046B73v400112,DHH00002B73v408949,RLC19117B73v400001,RLC00046B73v400006,RLC00203B73v400012,RLC00203B73v400004,RLX13336B73v400001,RLC00002B73v403890,DHH00001B73v401842,DHH00001B73v401317,DHH00005B73v400217,RLC00046B73v400170,RLC00046B73v400173,RLC00046B73v400172,RLC00046B73v400067,RLC00046B73v400066,RLC00046B73v400065,RLC00046B73v400064,RLC00046B73v400063,RLC00046B73v400062,RLC00046B73v400061,RLX00852B73v400004,RLX18604B73v400001,RLC00046B73v400069,RLX06171B73v400001,DHH00002B73v405831,RLC00158B73v400010,RLG00012B73v401028,RLC00046B73v400078,RLC00083B73v400021,RLX11793B73v400001,RLX24352B73v400001,DHH00545B73v400001,RLC00046B73v400012,RLC00046B73v400013,RLC00046B73v400010,RLX03368B73v400001,RLC00046B73v400016,RLC00046B73v400017,RLC00046B73v400014,RLC00046B73v400015,RLC00046B73v400144,RLC00046B73v400145,RLC00046B73v400018,RLC00046B73v400147,RLC00046B73v400140,RLC00046B73v400142,RLC00046B73v400143,DHH00008B73v401124,RLC00046B73v400098,RLC00046B73v400099,RLC00046B73v400092,RLC00046B73v400090,RLC00046B73v400091,RLC00046B73v400096,RLC00046B73v400097,RLC00046B73v400094,RLC00046B73v400095,DHH00018B73v400059,DHH01559B73v400001,DHH00002B73v406911,RLC04494B73v400001,RLC00046B73v400019,RLC06189B73v400001,DHH00005B73v400570,RLX12707B73v400001,DHH00003B73v404259,RLC00046B73v400001,RLC00046B73v400153,RLC00046B73v400003,RLC00067B73v400009,RLC00046B73v400005,RLC00046B73v400004,DHH01243B73v400001,RLC00046B73v400009,RLC00046B73v400008,RLC01718B73v400002,DHH00001B73v408869,RLC00046B73v400089,RLX06116B73v400001,RLX04733B73v400001,RLC00203B73v400009,RLC00046B73v400157,RLC00046B73v400155,RLC00046B73v400154,RLC00046B73v400081,RLC00046B73v400080,RLC00046B73v400083,RLC00046B73v400158,RLC00203B73v400006,RLC00203B73v400007,RLC00046B73v400087,RLC00046B73v400086,RLC00203B73v400005,RLC00158B73v400016,RLX02079B73v400001,RLX02079B73v400002,RLX02079B73v400003,RLC00203B73v400003,RLX07134B73v400001,RLC00158B73v400019,RLG00039B73v400190,RLC00157B73v400009,DHH00002B73v402962,RLC00046B73v400036,RLC00203B73v400001,RLC00046B73v400030,RLC00046B73v400031,RLC00046B73v400032,RLC00046B73v400033,RLC00046B73v400085,RLC00046B73v400038,RLC00046B73v400039,RLC00046B73v400084,RLC00046B73v400126,RLC00203B73v400018,RLC00046B73v400124,RLC00046B73v400125,RLC00046B73v400122,RLC00046B73v400123,RLC00046B73v400120,RLC00046B73v400121,RLC00203B73v400010,RLC00203B73v400013,RLC00046B73v400110,RLC00203B73v400014,RLC00203B73v400017,RLX01682B73v400002,RLC00158B73v400018,DHH00003B73v401058,RLC00158B73v400012,RLX17410B73v400001,DHH00001B73v407345,RLC00158B73v400011,RLX05912B73v400001,RLC00158B73v400017,RLC00158B73v400014,RLC00158B73v400015,RLX11663B73v400001,RLC00046B73v400150,RLC00063B73v400052,RLX03239B73v400001,DHH00004B73v400776,RLX17672B73v400001,RLC00046B73v400051,DHH00005B73v400246,RLC00753B73v400003,RLC00046B73v400029,RLC00046B73v400028,RLX03409B73v400002,RLX03409B73v400001,RLC00046B73v400023,RLC00046B73v400022,RLC00046B73v400027,RLC00046B73v400026,RLC00046B73v400025,RLC00046B73v400024,RLC00046B73v400134,RLG00010B73v401122,RLX03226B73v400001,RLC00046B73v400132,RLG00003B73v412945,RLX04228B73v400002,RLC00046B73v400138,RLC00032B73v400327,RLX04228B73v400001,RLC00158B73v400009,RLC00158B73v400008,RLG00003B73v412089,RLC11654B73v400001,RLC00158B73v400001,RLC00158B73v400003,RLC00158B73v400002,RLC00158B73v400005,RLC19125B73v400001,RLC00158B73v400007,RLC00158B73v400006,RLX18832B73v400001,RLX24731B73v400001,RLC00203B73v400002,DHH00009B73v400557,RLC00158B73v400023,RLC00046B73v400149,RLC00046B73v400058,RLC00046B73v400059,RLC00046B73v400056,RLC00046B73v400057,RLC00046B73v400054,RLC00046B73v400055,RLC00046B73v400052,RLC00046B73v400053,RLC00046B73v400050,DHH00008B73v400120,RLC00046B73v400109,RLC00158B73v400020,RLG00376B73v400006,RLX18031B73v400001,RLC00046B73v400100,RLC00046B73v400101,RLC00046B73v400102,RLC00046B73v400103,DHH01851B73v400001,RLC00046B73v400105,RLG00006B73v403964
Zm00001d003058,Zm00001d003059	3172,3763	9,10	NA	NA	9,10	NA	3172,3763	NA
Zm00001d003066,Zm00001d003067	4686,4501	10,9	NA	NA	10,9	NA	4686,4501	NA
Zm00001d003069,Zm00001d003070	2427,3013	3,3	NA	NA	3,3	NA	2427,3013	NA
Zm00001d003140,Zm00001d003142,Zm00001d003144	2221,2020,1920	3,3,2	NA	NA	3,3,2	NA	2221,2020,1920	NA
Zm00001d003151,Zm00001d003155	3747,3081	7,7	NA	NA	7,7	NA	3747,3081	NA
Zm00001d003173,Zm00001d003174	3289,3291	5,4	NA	NA	5,4	NA	3289,3291	NA
Zm00001d003183,Zm00001d003184,Zm00001d003185,Zm00001d003186,Zm00001d003187	1500,1879,7279,1860,2386	3,3,5,3,3	NA	NA	3,3,5,3,3	NA	1500,1879,7279,1860,2386	NA
Zm00001d003188,Zm00001d003190,Zm00001d003191	1184,1251,422	2,2,1	NA	NA	2,2,1	NA	1184,1251,422	NA
Zm00001d003217,Zm00001d003219	782,560	1,1	NA	NA	1,1	NA	782,560	NA
Zm00001d003232,Zm00001d003234,Zm00001d003235,Zm00001d003237,Zm00001d003240	506,557,497,638,587	1,1,1,1,1	NA	NA	1,1,1,1,1	NA	506,557,497,638,587	NA
Zm00001d003277,Zm00001d003280	4185,4014	14,10	Zm00001d003277,Zm00001d003280	14,10	NA	4185,4014	NA	RLX13779B73v400001,DHH00003B73v403176,RLX13778B73v400001
Zm00001d003294,Zm00001d003295	2165,1574	1,2	NA	NA	1,2	NA	2165,1574	NA
Zm00001d003304,Zm00001d003306	2606,539	3,1	NA	NA	3,1	NA	2606,539	NA
Zm00001d003341,Zm00001d003342	1418,1517	1,1	NA	NA	1,1	NA	1418,1517	NA
