Gene	UpstreamTE	DownstreamTE	SameFam	UpstreamBP	DownstreamBP
Zm00001d053242	TH11637B73v400052_TSDlen3_TIRlen14	TA00291B73v400035_TSDlen8_TIRlen11	0	4476	67750
Zm00001d053244	TH11637B73v400052_TSDlen3_TIRlen14	TA00291B73v400035_TSDlen8_TIRlen11	0	69503	2203
Zm00001d053245	TA00291B73v400035_TSDlen8_TIRlen11	TC00063B73v400009_TSDlen3_TIRlen13	0	80435	187124
Zm00001d053247	TC00063B73v400009_TSDlen3_TIRlen13	TH12289B73v400113_TSDlen3_TIRlen14	0	48142	160180
Zm00001d053249	TC00063B73v400009_TSDlen3_TIRlen13	TH12289B73v400113_TSDlen3_TIRlen14	0	204096	16105
Zm00001d015575	TA00217B73v400041_TSDlen8_TIRlen11	TH00418B73v400014_TSDlen3_TIRlen14	0	47637	240910
Zm00001d041979	TX10308B73v400015_TSDlen3_TIRlen14	TA00156B73v400013_TSDlen8_TIRlen11	0	84319	68565
Zm00001d041975	TM00800B73v400028_TSDlen9_TIRlen40	TA00268B73v400023_TSDlen8_TIRlen11	0	129145	2701
Zm00001d015570	TH00208B73v400075_TSDlen3_TIRlen14	TH12388B73v400008_TSDlen3_TIRlen14	0	413515	30081
Zm00001d041977	TA00268B73v400023_TSDlen8_TIRlen11	TX10308B73v400015_TSDlen3_TIRlen14	0	20334	17517
Zm00001d041976	TM00800B73v400028_TSDlen9_TIRlen40	TX10308B73v400015_TSDlen3_TIRlen14	0	132711	31088
Zm00001d041973	TM00800B73v400028_TSDlen9_TIRlen40	TA00268B73v400023_TSDlen8_TIRlen11	0	69902	60397
Zm00001d041972	TM00800B73v400028_TSDlen9_TIRlen40	TA00268B73v400023_TSDlen8_TIRlen11	0	64263	65786
Zm00001d021318	TA00169B73v400014_TSDlen8_TIRlen11	TH00311B73v400065_TSDlen3_TIRlen14	0	58953	19836
Zm00001d015572	TA00217B73v400041_TSDlen8_TIRlen11	TH00418B73v400014_TSDlen3_TIRlen14	0	2249	286975
Zm00001d021313	TH11637B73v400079_TSDlen3_TIRlen14	TA00169B73v400014_TSDlen8_TIRlen11	0	231226	127540
Zm00001d021312	TH11637B73v400079_TSDlen3_TIRlen14	TA00169B73v400014_TSDlen8_TIRlen11	0	129346	229710
Zm00001d021311	TH11637B73v400079_TSDlen3_TIRlen14	TA00169B73v400014_TSDlen8_TIRlen11	0	127666	232216
Zm00001d015573	TA00217B73v400041_TSDlen8_TIRlen11	TH00418B73v400014_TSDlen3_TIRlen14	0	45024	243335
Zm00001d021316	TH11637B73v400079_TSDlen3_TIRlen14	TA00169B73v400014_TSDlen8_TIRlen11	0	360350	311
Zm00001d021315	TH11637B73v400079_TSDlen3_TIRlen14	TA00169B73v400014_TSDlen8_TIRlen11	0	357634	2259
Zm00001d021314	TH11637B73v400079_TSDlen3_TIRlen14	TA00169B73v400014_TSDlen8_TIRlen11	0	292241	64538
Zm00001d012715	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	56152	97079
Zm00001d012714	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	54419	99156
Zm00001d012717	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	60369	87222
Zm00001d012716	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	58027	94849
Zm00001d012711	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	32450	118741
Zm00001d012710	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	26883	123416
Zm00001d012713	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	48963	100278
Zm00001d012712	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	40243	111236
Zm00001d024644	TX10813B73v400003_TSDlen3_TIRlen14	TH00024B73v400002_TSDlen3_TIRlen14	0	234071	745
Zm00001d012719	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	118472	32380
Zm00001d012718	TH00280B73v400080_TSDlen3_TIRlen14	TH00194B73v400016_TSDlen3_TIRlen14	0	73980	76061
Zm00001d016007	TA00186B73v400003_TSDlen8_TIRlen11	TM00257B73v400198_TSDlen9_TIRlen40	0	442684	136968
Zm00001d016006	TA00186B73v400003_TSDlen8_TIRlen11	TM00257B73v400198_TSDlen9_TIRlen40	0	344930	226982
Zm00001d016001	TA00186B73v400003_TSDlen8_TIRlen11	TM00257B73v400198_TSDlen9_TIRlen40	0	176456	401566
Zm00001d016000	TA00118B73v400024_TSDlen8_TIRlen11	TM00257B73v400198_TSDlen9_TIRlen40	0	258902	557531
Zm00001d016002	TA00186B73v400003_TSDlen8_TIRlen11	TM00257B73v400198_TSDlen9_TIRlen40	0	313450	262245
Zm00001d016009	TM00257B73v400198_TSDlen9_TIRlen40	TA00213B73v400001_TSDlen8_TIRlen11	0	40410	388409
Zm00001d016008	TA00186B73v400003_TSDlen8_TIRlen11	TA00213B73v400001_TSDlen8_TIRlen11	0	580360	423464
Zm00001d024645	TH00409B73v400317_TSDlen3_TIRlen14	TA00284B73v400124_TSDlen8_TIRlen11	0	214	21786
Zm00001d023277	TA11367B73v400001_TSDlen2_TIRlen12	TA00163B73v400041_TSDlen8_TIRlen11	0	206502	46447
Zm00001d014719	TA00285B73v400002_TSDlen8_TIRlen11	TT10647B73v400001_TSDlen2_TIRlen12	0	157645	122241
Zm00001d014718	TA00285B73v400002_TSDlen8_TIRlen11	TT10647B73v400001_TSDlen2_TIRlen12	0	156146	133654
Zm00001d014717	TA00285B73v400002_TSDlen8_TIRlen11	TT10647B73v400001_TSDlen2_TIRlen12	0	153483	135619
Zm00001d014716	TA00285B73v400002_TSDlen8_TIRlen11	TT10647B73v400001_TSDlen2_TIRlen12	0	94168	191613
Zm00001d014715	TA00285B73v400002_TSDlen8_TIRlen11	TT10647B73v400001_TSDlen2_TIRlen12	0	89619	197614
Zm00001d014714	TA00285B73v400002_TSDlen8_TIRlen11	TT10647B73v400001_TSDlen2_TIRlen12	0	11922	278443
Zm00001d014712	TA00106B73v400003_TSDlen8_TIRlen11	TA00285B73v400002_TSDlen8_TIRlen11	0	141202	59644
Zm00001d014711	TA00106B73v400003_TSDlen8_TIRlen11	TA00285B73v400002_TSDlen8_TIRlen11	0	116890	83961
Zm00001d014710	TA00106B73v400003_TSDlen8_TIRlen11	TA00285B73v400002_TSDlen8_TIRlen11	0	100857	99557
Zm00001d020441	TH00437B73v400089_TSDlen3_TIRlen14	TA00169B73v400085_TSDlen8_TIRlen11	0	205341	5982
Zm00001d020442	TA00169B73v400085_TSDlen8_TIRlen11	TA00274B73v400003_TSDlen8_TIRlen11	0	54115	336297
Zm00001d020443	TA00169B73v400085_TSDlen8_TIRlen11	TA00274B73v400003_TSDlen8_TIRlen11	0	66381	323609
Zm00001d020444	TA00169B73v400085_TSDlen8_TIRlen11	TA00274B73v400003_TSDlen8_TIRlen11	0	312686	73588
Zm00001d020445	TA00169B73v400085_TSDlen8_TIRlen11	TA00274B73v400003_TSDlen8_TIRlen11	0	316832	70139
Zm00001d020446	TA00169B73v400085_TSDlen8_TIRlen11	TA00274B73v400003_TSDlen8_TIRlen11	0	322314	67430
Zm00001d020447	TA00169B73v400085_TSDlen8_TIRlen11	TA00274B73v400003_TSDlen8_TIRlen11	0	361680	1300
Zm00001d020448	TA00274B73v400003_TSDlen8_TIRlen11	TH12217B73v400152_TSDlen3_TIRlen14	0	2248	197112
Zm00001d020449	TA00274B73v400003_TSDlen8_TIRlen11	TH12217B73v400152_TSDlen3_TIRlen14	0	163001	37902
Zm00001d010874	TH00358B73v400081_TSDlen3_TIRlen14	TA00322B73v400014_TSDlen8_TIRlen11	0	405702	444434
Zm00001d010875	TH00358B73v400081_TSDlen3_TIRlen14	TA00322B73v400014_TSDlen8_TIRlen11	0	411364	440994
Zm00001d010872	TH00358B73v400081_TSDlen3_TIRlen14	TA00322B73v400014_TSDlen8_TIRlen11	0	350727	499806
Zm00001d010873	TH00358B73v400081_TSDlen3_TIRlen14	TA00322B73v400014_TSDlen8_TIRlen11	0	353562	499037
Zm00001d010870	TH00358B73v400081_TSDlen3_TIRlen14	TA00322B73v400014_TSDlen8_TIRlen11	0	229991	620880
Zm00001d010871	TH00358B73v400081_TSDlen3_TIRlen14	TA00322B73v400014_TSDlen8_TIRlen11	0	300739	551221
Zm00001d025548	TH00058B73v400078_TSDlen3_TIRlen14	TA00364B73v400014_TSDlen8_TIRlen11	0	51329	1228
Zm00001d025549	TA00364B73v400014_TSDlen8_TIRlen11	TA00104B73v400022_TSDlen8_TIRlen11	0	10023	81967
Zm00001d049548	TA00294B73v400017_TSDlen8_TIRlen11	TM00257B73v400193_TSDlen9_TIRlen40	0	127083	151861
Zm00001d017069	TH00233B73v400014_TSDlen3_TIRlen14	TA00217B73v400014_TSDlen8_TIRlen11	0	244022	4977
Zm00001d049544	TH12289B73v400097_TSDlen3_TIRlen14	TA00294B73v400017_TSDlen8_TIRlen11	0	374703	28039
Zm00001d049545	TA00294B73v400017_TSDlen8_TIRlen11	TM00257B73v400193_TSDlen9_TIRlen40	0	27363	259331
Zm00001d049546	TA00294B73v400017_TSDlen8_TIRlen11	TM00257B73v400193_TSDlen9_TIRlen40	0	103433	183284
Zm00001d049547	TA00294B73v400017_TSDlen8_TIRlen11	TM00257B73v400193_TSDlen9_TIRlen40	0	105035	179773
Zm00001d049540	TA00217B73v400094_TSDlen8_TIRlen11	TH12289B73v400097_TSDlen3_TIRlen14	0	196205	17306
Zm00001d049541	TA00217B73v400094_TSDlen8_TIRlen11	TH12289B73v400097_TSDlen3_TIRlen14	0	203441	11795
Zm00001d025544	TT00037B73v400010_TSDlen2_TIRlen12	TH00058B73v400078_TSDlen3_TIRlen14	0	481717	24933
Zm00001d049543	TH12289B73v400097_TSDlen3_TIRlen14	TA00294B73v400017_TSDlen8_TIRlen11	0	238382	132188
Zm00001d038269	TH00226B73v400028_TSDlen3_TIRlen14	TH00351B73v400044_TSDlen3_TIRlen14	0	339816	34645
Zm00001d027944	TM33207B73v400002_TSDlen9_TIRlen40	TA00182B73v400001_TSDlen8_TIRlen11	0	22147	34587
Zm00001d027945	TM33207B73v400002_TSDlen9_TIRlen40	TA00182B73v400001_TSDlen8_TIRlen11	0	26600	27414
Zm00001d027946	TA00182B73v400001_TSDlen8_TIRlen11	TA00151B73v400009_TSDlen8_TIRlen11	0	390	366363
Zm00001d027947	TA00182B73v400001_TSDlen8_TIRlen11	TA00151B73v400009_TSDlen8_TIRlen11	0	46910	320074
Zm00001d027940	TA00208B73v400069_TSDlen8_TIRlen11	TM33207B73v400002_TSDlen9_TIRlen40	0	23906	10213
Zm00001d027941	TA00208B73v400069_TSDlen8_TIRlen11	TM33207B73v400002_TSDlen9_TIRlen40	0	32995	1901
Zm00001d027943	TM33207B73v400002_TSDlen9_TIRlen40	TA00182B73v400001_TSDlen8_TIRlen11	0	11090	38055
Zm00001d027948	TA00182B73v400001_TSDlen8_TIRlen11	TA00151B73v400009_TSDlen8_TIRlen11	0	61383	305407
Zm00001d027949	TA00182B73v400001_TSDlen8_TIRlen11	TA00151B73v400009_TSDlen8_TIRlen11	0	74086	292898
Zm00001d036414	TA00280B73v400001_TSDlen8_TIRlen11	TA00151B73v400002_TSDlen8_TIRlen11	0	229006	57201
Zm00001d036415	TA00280B73v400001_TSDlen8_TIRlen11	TA00151B73v400002_TSDlen8_TIRlen11	0	231162	55933
Zm00001d036416	TA00280B73v400001_TSDlen8_TIRlen11	TA00334B73v400055_TSDlen8_TIRlen11	0	283494	303644
Zm00001d036417	TA00151B73v400002_TSDlen8_TIRlen11	TA00334B73v400055_TSDlen8_TIRlen11	0	153990	147091
Zm00001d036410	TH12217B73v400131_TSDlen3_TIRlen14	TA00151B73v400002_TSDlen8_TIRlen11	0	14799	285321
Zm00001d038263	TH00226B73v400028_TSDlen3_TIRlen14	TH00351B73v400044_TSDlen3_TIRlen14	0	146246	225612
Zm00001d036412	TA00280B73v400001_TSDlen8_TIRlen11	TA00151B73v400002_TSDlen8_TIRlen11	0	164217	118332
Zm00001d036418	TA00151B73v400002_TSDlen8_TIRlen11	TA00334B73v400055_TSDlen8_TIRlen11	0	159343	144891
Zm00001d020998	TC00013B73v400010_TSDlen3_TIRlen13	TH11193B73v400001_TSDlen3_TIRlen13	0	90839	51655
Zm00001d048639	TA00045B73v400003_TSDlen8_TIRlen11	TC00030B73v400063_TSDlen3_TIRlen13	0	36456	26218
Zm00001d048635	TH12289B73v400091_TSDlen3_TIRlen14	TA00045B73v400003_TSDlen8_TIRlen11	0	119622	555633
Zm00001d048634	TH12289B73v400091_TSDlen3_TIRlen14	TA00045B73v400003_TSDlen8_TIRlen11	0	102386	574879
Zm00001d048637	TH12289B73v400091_TSDlen3_TIRlen14	TC00030B73v400063_TSDlen3_TIRlen13	0	677094	55561
Zm00001d048636	TH12289B73v400091_TSDlen3_TIRlen14	TA00045B73v400003_TSDlen8_TIRlen11	0	674510	3142
Zm00001d048631	TH12289B73v400091_TSDlen3_TIRlen14	TA00045B73v400003_TSDlen8_TIRlen11	0	22450	653226
Zm00001d048630	TH12289B73v400091_TSDlen3_TIRlen14	TA00045B73v400003_TSDlen8_TIRlen11	0	20729	657376
Zm00001d048633	TH12289B73v400091_TSDlen3_TIRlen14	TA00045B73v400003_TSDlen8_TIRlen11	0	70875	606845
Zm00001d048632	TH12289B73v400091_TSDlen3_TIRlen14	TA00045B73v400003_TSDlen8_TIRlen11	0	30267	639851
Zm00001d003038	TA00163B73v400472_TSDlen8_TIRlen11	TH00409B73v400219_TSDlen3_TIRlen14	0	400666	50261
Zm00001d003039	TA00163B73v400472_TSDlen8_TIRlen11	TH00409B73v400219_TSDlen3_TIRlen14	0	408867	42193
Zm00001d003033	TA00163B73v400472_TSDlen8_TIRlen11	TH00409B73v400219_TSDlen3_TIRlen14	0	319231	128615
Zm00001d051301	TT13785B73v400001_TSDlen2_TIRlen12	TA00285B73v400006_TSDlen8_TIRlen11	0	7287	23771
Zm00001d003031	TA00163B73v400472_TSDlen8_TIRlen11	TH00409B73v400219_TSDlen3_TIRlen14	0	147220	293444
Zm00001d051307	TA00285B73v400006_TSDlen8_TIRlen11	TH00058B73v400105_TSDlen3_TIRlen14	0	223594	6221
Zm00001d003037	TA00163B73v400472_TSDlen8_TIRlen11	TH00409B73v400219_TSDlen3_TIRlen14	0	385396	64831
Zm00001d003034	TA00163B73v400472_TSDlen8_TIRlen11	TH00409B73v400219_TSDlen3_TIRlen14	0	377776	71288
Zm00001d003035	TA00163B73v400472_TSDlen8_TIRlen11	TH00409B73v400219_TSDlen3_TIRlen14	0	382669	69412
Zm00001d016827	TT00048B73v400050_TSDlen2_TIRlen12	TA00291B73v400043_TSDlen8_TIRlen11	0	12459	209263
Zm00001d016826	TT00048B73v400050_TSDlen2_TIRlen12	TA00291B73v400043_TSDlen8_TIRlen11	0	10541	216120
Zm00001d016825	TT00048B73v400050_TSDlen2_TIRlen12	TA00291B73v400043_TSDlen8_TIRlen11	0	3102	219017
Zm00001d016824	TH12217B73v400119_TSDlen3_TIRlen14	TT00048B73v400050_TSDlen2_TIRlen12	0	618764	170603
Zm00001d016823	TH12217B73v400119_TSDlen3_TIRlen14	TT00048B73v400050_TSDlen2_TIRlen12	0	550906	241347
Zm00001d016822	TH12217B73v400119_TSDlen3_TIRlen14	TT00048B73v400050_TSDlen2_TIRlen12	0	524588	242470
Zm00001d016821	TH12217B73v400119_TSDlen3_TIRlen14	TT00048B73v400050_TSDlen2_TIRlen12	0	512409	268943
Zm00001d016820	TH12217B73v400119_TSDlen3_TIRlen14	TT00048B73v400050_TSDlen2_TIRlen12	0	509550	281834
Zm00001d016828	TT00048B73v400050_TSDlen2_TIRlen12	TA00291B73v400043_TSDlen8_TIRlen11	0	29455	196402
Zm00001d022594	TX10001B73v400055_TSDlen10_TIRlen10	TA00169B73v400034_TSDlen8_TIRlen11	0	32548	119392
Zm00001d022595	TX10001B73v400055_TSDlen10_TIRlen10	TA00169B73v400034_TSDlen8_TIRlen11	0	49663	108955
Zm00001d022596	TX10001B73v400055_TSDlen10_TIRlen10	TA00169B73v400034_TSDlen8_TIRlen11	0	51651	105506
Zm00001d022597	TX10001B73v400055_TSDlen10_TIRlen10	TA00169B73v400034_TSDlen8_TIRlen11	0	56623	101654
Zm00001d022590	TA00217B73v400101_TSDlen8_TIRlen11	TX10001B73v400055_TSDlen10_TIRlen10	0	144699	144667
Zm00001d022591	TA00268B73v400019_TSDlen8_TIRlen11	TX10001B73v400055_TSDlen10_TIRlen10	0	16951	136035
Zm00001d022592	TA00268B73v400019_TSDlen8_TIRlen11	TX10001B73v400055_TSDlen10_TIRlen10	0	21473	133337
Zm00001d022593	TX10001B73v400055_TSDlen10_TIRlen10	TA00169B73v400034_TSDlen8_TIRlen11	0	26052	132243
Zm00001d022598	TX10001B73v400055_TSDlen10_TIRlen10	TA00169B73v400034_TSDlen8_TIRlen11	0	57990	97950
Zm00001d022599	TX10001B73v400055_TSDlen10_TIRlen10	TA00169B73v400034_TSDlen8_TIRlen11	0	136266	13925
Zm00001d008774	TT13098B73v400004_TSDlen8_TIRlen11	TM00257B73v400056_TSDlen9_TIRlen40	0	8999	232332
Zm00001d008777	TT13098B73v400004_TSDlen8_TIRlen11	TM00257B73v400056_TSDlen9_TIRlen40	0	67174	165978
Zm00001d008771	TA00358B73v400013_TSDlen8_TIRlen11	TT13098B73v400004_TSDlen8_TIRlen11	0	15194	6811
Zm00001d035270	TH00098B73v400156_TSDlen3_TIRlen14	TC00118B73v400053_TSDlen3_TIRlen13	0	18694	114639
Zm00001d027295	TH00437B73v400067_TSDlen3_TIRlen14	TA00229B73v400039_TSDlen8_TIRlen11	0	79203	555
Zm00001d027296	TA00229B73v400039_TSDlen8_TIRlen11	TA00291B73v400032_TSDlen8_TIRlen11	0	1807	89597
Zm00001d003784	TH00351B73v400034_TSDlen3_TIRlen14	TA00167B73v400003_TSDlen8_TIRlen11	0	515957	146790
Zm00001d003785	TH00351B73v400034_TSDlen3_TIRlen14	TA00167B73v400003_TSDlen8_TIRlen11	0	601325	61639
Zm00001d003786	TH00351B73v400034_TSDlen3_TIRlen14	TA00167B73v400003_TSDlen8_TIRlen11	0	644778	15502
Zm00001d003780	TH00351B73v400034_TSDlen3_TIRlen14	TA00167B73v400003_TSDlen8_TIRlen11	0	434827	230547
Zm00001d003781	TH00351B73v400034_TSDlen3_TIRlen14	TA00167B73v400003_TSDlen8_TIRlen11	0	470039	193743
Zm00001d003782	TH00351B73v400034_TSDlen3_TIRlen14	TA00167B73v400003_TSDlen8_TIRlen11	0	473826	190223
Zm00001d003783	TH00351B73v400034_TSDlen3_TIRlen14	TA00167B73v400003_TSDlen8_TIRlen11	0	495989	168311
Zm00001d051453	TA00210B73v400086_TSDlen8_TIRlen11	TH00429B73v400006_TSDlen3_TIRlen14	0	17741	33355
Zm00001d003788	TA00167B73v400003_TSDlen8_TIRlen11	TH12401B73v400001_TSDlen3_TIRlen14	0	5308	262917
Zm00001d003789	TA00167B73v400003_TSDlen8_TIRlen11	TH12401B73v400001_TSDlen3_TIRlen14	0	7968	258987
Zm00001d051452	TT00048B73v400037_TSDlen2_TIRlen12	TT10116B73v400002_TSDlen2_TIRlen12	0	76657	972
Zm00001d051451	TT00048B73v400037_TSDlen2_TIRlen12	TT10116B73v400002_TSDlen2_TIRlen12	0	73841	5599
Zm00001d051450	TT00048B73v400037_TSDlen2_TIRlen12	TT10116B73v400002_TSDlen2_TIRlen12	0	38939	40307
Zm00001d044619	TA00163B73v400174_TSDlen8_TIRlen11	TA00155B73v400012_TSDlen8_TIRlen11	0	5297	76295
Zm00001d044618	TA00163B73v400174_TSDlen8_TIRlen11	TM00257B73v400181_TSDlen9_TIRlen40	0	3617	1308
Zm00001d032889	TA00149B73v400005_TSDlen8_TIRlen11	TH00437B73v400054_TSDlen3_TIRlen14	0	2487	564974
Zm00001d032888	TA00149B73v400005_TSDlen8_TIRlen11	TH00437B73v400054_TSDlen3_TIRlen14	0	593	568297
Zm00001d032883	TC00119B73v400114_TSDlen3_TIRlen13	TA00149B73v400005_TSDlen8_TIRlen11	0	38692	119659
Zm00001d032882	TX10017B73v400003_TSDlen3_TIRlen13	TC00119B73v400114_TSDlen3_TIRlen13	0	106336	12733
Zm00001d032881	TX10017B73v400003_TSDlen3_TIRlen13	TC00119B73v400114_TSDlen3_TIRlen13	0	101938	16712
Zm00001d032880	TX10017B73v400003_TSDlen3_TIRlen13	TC00119B73v400114_TSDlen3_TIRlen13	0	68646	49888
Zm00001d032887	TC00119B73v400114_TSDlen3_TIRlen13	TA00149B73v400005_TSDlen8_TIRlen11	0	154544	4897
Zm00001d032886	TC00119B73v400114_TSDlen3_TIRlen13	TA00149B73v400005_TSDlen8_TIRlen11	0	120517	38537
Zm00001d032885	TC00119B73v400114_TSDlen3_TIRlen13	TA00149B73v400005_TSDlen8_TIRlen11	0	83715	75359
Zm00001d032884	TC00119B73v400114_TSDlen3_TIRlen13	TA00149B73v400005_TSDlen8_TIRlen11	0	47395	111567
Zm00001d029106	TT12506B73v400001_TSDlen2_TIRlen12	TA00073B73v400038_TSDlen2_TIRlen12	0	49282	1230
Zm00001d029107	TA00073B73v400038_TSDlen2_TIRlen12	TX11533B73v400007_TSDlen3_TIRlen13	0	985	141045
Zm00001d029104	TA00234B73v400217_TSDlen8_TIRlen11	TT12506B73v400001_TSDlen2_TIRlen12	0	122958	40364
Zm00001d029105	TA00234B73v400217_TSDlen8_TIRlen11	TT12506B73v400001_TSDlen2_TIRlen12	0	143914	21020
Zm00001d029102	TA00234B73v400217_TSDlen8_TIRlen11	TT12506B73v400001_TSDlen2_TIRlen12	0	1262	164633
Zm00001d029103	TA00234B73v400217_TSDlen8_TIRlen11	TT12506B73v400001_TSDlen2_TIRlen12	0	116783	47756
Zm00001d029100	TH00389B73v400093_TSDlen3_TIRlen14	TH12217B73v400009_TSDlen3_TIRlen14	0	28158	33563
Zm00001d029101	TH00389B73v400093_TSDlen3_TIRlen14	TH12217B73v400009_TSDlen3_TIRlen14	0	56321	5045
Zm00001d002783	TH00410B73v400032_TSDlen3_TIRlen14	TA00297B73v400003_TSDlen8_TIRlen11	0	1153	148883
Zm00001d052651	TH14898B73v400001_TSDlen3_TIRlen13	TH00412B73v400002_TSDlen3_TIRlen14	0	140922	172849
Zm00001d002781	TA00295B73v400041_TSDlen8_TIRlen11	TH00410B73v400032_TSDlen3_TIRlen14	0	234813	1666
Zm00001d052653	TH00412B73v400002_TSDlen3_TIRlen14	TA00283B73v400031_TSDlen8_TIRlen11	0	16977	11063
Zm00001d002787	TH00410B73v400032_TSDlen3_TIRlen14	TA00297B73v400003_TSDlen8_TIRlen11	0	9862	139811
Zm00001d052655	TA00283B73v400031_TSDlen8_TIRlen11	TA00231B73v400037_TSDlen8_TIRlen11	0	16	12536
Zm00001d029108	TA00073B73v400038_TSDlen2_TIRlen12	TX11533B73v400007_TSDlen3_TIRlen13	0	6573	134826
Zm00001d029109	TA00073B73v400038_TSDlen2_TIRlen12	TX11533B73v400007_TSDlen3_TIRlen13	0	19757	122252
Zm00001d028850	TT00010B73v400005_TSDlen2_TIRlen12	TA00067B73v400004_TSDlen8_TIRlen11	0	138837	21814
Zm00001d028856	TA00067B73v400004_TSDlen8_TIRlen11	TX11532B73v400009_TSDlen3_TIRlen14	0	25355	202645
Zm00001d028855	TA00067B73v400004_TSDlen8_TIRlen11	TX11532B73v400009_TSDlen3_TIRlen14	0	17248	206127
Zm00001d028854	TT00010B73v400005_TSDlen2_TIRlen12	TA00067B73v400004_TSDlen8_TIRlen11	0	151476	2515
Zm00001d028859	TA00067B73v400004_TSDlen8_TIRlen11	TX11532B73v400009_TSDlen3_TIRlen14	0	150432	78503
Zm00001d025881	TA00229B73v400095_TSDlen8_TIRlen11	TA00284B73v400051_TSDlen8_TIRlen11	0	101272	309526
Zm00001d047919	TH00458B73v400069_TSDlen3_TIRlen14	TM00257B73v400275_TSDlen9_TIRlen40	0	38522	95285
Zm00001d047918	TH00458B73v400069_TSDlen3_TIRlen14	TM00257B73v400275_TSDlen9_TIRlen40	0	11897	124369
Zm00001d047911	TA00294B73v400011_TSDlen8_TIRlen11	TA00217B73v400086_TSDlen8_TIRlen11	0	1158	13322
Zm00001d047910	TH12217B73v400191_TSDlen3_TIRlen14	TA00294B73v400011_TSDlen8_TIRlen11	0	140411	72339
Zm00001d047913	TA00294B73v400011_TSDlen8_TIRlen11	TA00217B73v400086_TSDlen8_TIRlen11	0	11274	6067
Zm00001d047912	TA00294B73v400011_TSDlen8_TIRlen11	TA00217B73v400086_TSDlen8_TIRlen11	0	5682	7303
