GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00008a001092,Zm00008a001099	1846,3575	3,5	NA	NA	3,5	NA	1846,3575	NA
Zm00008a001093,Zm00008a001098	2318,4076	2,2	NA	NA	2,2	NA	2318,4076	NA
Zm00008a001134,Zm00008a001135	2753,1813	3,2	NA	NA	3,2	NA	2753,1813	NA
Zm00008a001144,Zm00008a001145	6511,2086	16,8	NA	NA	16,8	NA	6511,2086	NA
Zm00008a001187,Zm00008a001202	3589,2638	10,6	NA	NA	10,6	NA	3589,2638	NA
Zm00008a001249,Zm00008a001250	962,559	2,2	NA	NA	2,2	NA	962,559	NA
Zm00008a001268,Zm00008a001269	386,391	2,2	NA	NA	2,2	NA	386,391	NA
Zm00008a001288,Zm00008a001290	1805,31954	1,2	Zm00008a001290	2	1	31954	1805	RLG00001B73v412866
Zm00008a001331,Zm00008a001332	5861,3523	5,7	Zm00008a001331	5	7	5861	3523	DHH00002B73v403567,DHH00002B73v404157
Zm00008a001387,Zm00008a001398	1354,7201	4,13	NA	NA	4,13	NA	1354,7201	NA
Zm00008a001393,Zm00008a001394	2551,566	3,1	NA	NA	3,1	NA	2551,566	NA
Zm00008a001438,Zm00008a001440	486,512	2,1	NA	NA	2,1	NA	486,512	NA
Zm00008a001447,Zm00008a001449	798,978	2,2	NA	NA	2,2	NA	798,978	NA
Zm00008a001454,Zm00008a001455	704,1016	1,1	NA	NA	1,1	NA	704,1016	NA
Zm00008a001482,Zm00008a001496	4633,3937	12,8	Zm00008a001482	12	8	4633	3937	DHH00004B73v403751,DHH00001B73v406649,DHH02481B73v400001
Zm00008a001502,Zm00008a001503,Zm00008a001512	2273,3309,2268	4,3,4	NA	NA	4,3,4	NA	2273,3309,2268	NA
Zm00008a001514,Zm00008a001515	2969,9541	4,11	NA	NA	4,11	NA	2969,9541	NA
Zm00008a001532,Zm00008a001533	4003,1416	8,6	NA	NA	8,6	NA	4003,1416	NA
Zm00008a001538,Zm00008a001539	1696,1754	3,4	NA	NA	3,4	NA	1696,1754	NA
Zm00008a001574,Zm00008a001575,Zm00008a001578,Zm00008a001579	1508,1025,1155,1101	2,2,2,2	NA	NA	2,2,2,2	NA	1508,1025,1155,1101	NA
Zm00008a001590,Zm00008a001592,Zm00008a001593	2521,2533,2022	5,5,4	NA	NA	5,5,4	NA	2521,2533,2022	NA
Zm00008a001591,Zm00008a001594	2099,1225	4,3	NA	NA	4,3	NA	2099,1225	NA
Zm00008a001607,Zm00008a001611,Zm00008a001612	2666,3972,18848	3,2,5	NA	NA	3,2,5	NA	2666,3972,18848	NA
Zm00008a001609,Zm00008a001613	62873,5222	7,3	NA	NA	7,3	NA	62873,5222	NA
Zm00008a001636,Zm00008a001638,Zm00008a001639	2042,2026,6790	2,3,3	NA	NA	2,3,3	NA	2042,2026,6790	NA
Zm00008a001644,Zm00008a001646	4368,2129	5,5	NA	NA	5,5	NA	4368,2129	NA
Zm00008a001651,Zm00008a001652,Zm00008a001653	2638,1920,1665	5,4,4	NA	NA	5,4,4	NA	2638,1920,1665	NA
Zm00008a001664,Zm00008a001665	11843,793	7,2	NA	NA	7,2	NA	11843,793	NA
Zm00008a001702,Zm00008a001703	4537,3176	4,4	NA	NA	4,4	NA	4537,3176	NA
Zm00008a001717,Zm00008a001718,Zm00008a001720	23706,1007,3197	2,2,7	NA	NA	2,2,7	NA	23706,1007,3197	NA
Zm00008a001757,Zm00008a001758	1102,1380	2,2	NA	NA	2,2	NA	1102,1380	NA
Zm00008a001806,Zm00008a001807	2496,10801	3,3	NA	NA	3,3	NA	2496,10801	NA
Zm00008a001811,Zm00008a001812,Zm00008a001816,Zm00008a001817	1205,8511,1214,815	1,3,1,1	NA	NA	1,3,1,1	NA	1205,8511,1214,815	NA
Zm00008a001819,Zm00008a001821,Zm00008a001822	485,695,4499	1,1,2	Zm00008a001822	2	1,1	4499	485,695	RLX18110B73v400001,RLX18365B73v400001
Zm00008a001848,Zm00008a001850,Zm00008a001852	2903,460,383	2,2,2	NA	NA	2,2,2	NA	2903,460,383	NA
Zm00008a001857,Zm00008a001860	776,260	1,1	NA	NA	1,1	NA	776,260	NA
Zm00008a001859,Zm00008a001861	630,6114	3,3	NA	NA	3,3	NA	630,6114	NA
Zm00008a001897,Zm00008a001899,Zm00008a001900,Zm00008a001901,Zm00008a001902,Zm00008a001904,Zm00008a001905,Zm00008a001906,Zm00008a001907,Zm00008a001910	1204,849,2057,862,1192,1749,818,1097,984,1253	2,2,2,2,2,2,1,2,2,2	NA	NA	2,2,2,2,2,2,1,2,2,2	NA	1204,849,2057,862,1192,1749,818,1097,984,1253	NA
Zm00008a001968,Zm00008a001970,Zm00008a001972,Zm00008a001978	887,8388,389,860	1,2,1,1	Zm00008a001970	2	1,1,1	8388	887,389,860	RLG00009B73v401696,RLG00001B73v402071,RLG00001B73v406529,RLC00002B73v415140,RLG00001B73v415010,RLG00001B73v406282,RLG00001B73v414878,RLC18814B73v400001,RLG00270B73v400007,RLG00001B73v409607,RLG00039B73v400222,RLG00001B73v415627,RLG00001B73v404164,RLG00001B73v402750,RLG00001B73v401888,RLX00614B73v400005,RLG00024B73v400381,RLG00001B73v414902,RLG00001B73v404169,RLG00017B73v400549,RLG00001B73v415884,RLC00887B73v400005,RLG00001B73v412871,RLG00001B73v409261,RLG00005B73v404076,RLG00001B73v413374,DHH00211B73v400001,RLG00001B73v415935,RLC00002B73v413855,RLC01349B73v400003,RLG00001B73v414755,RLG00001B73v408899,RLX08381B73v400001,RLC00002B73v412343,RLG19757B73v400001,RLG01495B73v400001,RLX02164B73v400001,RLG01853B73v400003,RLG00001B73v409940,DHH00002B73v407835,RLG00001B73v409947,RLG19425B73v400001,RLG17902B73v400001,RLC00004B73v411971,RLX02520B73v400002,RLG00001B73v415277,RLG01346B73v400003,RLG00003B73v411997,RLG00001B73v410838,RLG00005B73v403999,RLG00001B73v408336,RLG00011B73v401197,RLC00347B73v400009,RLG00001B73v403357,RLG00001B73v400091,RLX18066B73v400001,RLG01707B73v400003,RLG00001B73v404696,RLX00794B73v400004,RLC00004B73v411268,RLG00001B73v400862,DHH00001B73v404906,RLG00001B73v403527,RLC00627B73v400006,RLX18501B73v400001,RLC00004B73v404433,RLG00001B73v410372,RLG00021B73v400411,DHH00004B73v400290,RLG00001B73v405580,RLG00001B73v402029,RLG00001B73v409528,RLG00001B73v408217,RLG00001B73v402320,RLG01398B73v400002,RLG00001B73v402244,RLG00001B73v411423,RLX22989B73v400001,RLG00001B73v409180,RLG19489B73v400001,RLG00047B73v400131,RLG00012B73v400374,RLG00001B73v407309,RLG00001B73v406091,RLG24893B73v400001,RLG00001B73v412305,RLG00001B73v400123,RLC20575B73v400001,RLG00001B73v402147,RLC00002B73v413914,DHH00026B73v400027,RLG00001B73v402546,RLG00001B73v412905,RLG01444B73v400004,RLG00001B73v411719,RLG00001B73v408692,RLG01444B73v400002,RLX04555B73v400002,RLG00001B73v407662,RLG00001B73v412263,RLG00001B73v403549,RLG00001B73v403845,RLG00001B73v407407,RLG00001B73v403775,RLX04472B73v400001,RLG00001B73v407402,RLX23094B73v400001,RLX21960B73v400001,RLG00001B73v408073,RLG00001B73v407205,RLX17861B73v400001,RLX00583B73v400001,RLG00001B73v400059,RLG00001B73v400193,RLG00010B73v401042,RLG00001B73v414766,RLG00006B73v403980,RLG00038B73v400183,RLG00003B73v409025,RLG00001B73v410737,RLC20633B73v400001,RLC00002B73v414557,RLG00001B73v407844,RLG00006B73v403584,RLG00006B73v403587,RLG00001B73v410303,RLG00001B73v401617,RLG00001B73v411899,RLG00001B73v413985,RLG00010B73v401022,RLC00002B73v410628,RLC00004B73v409842,RLG00001B73v413806,RLG00001B73v413968,RLG00001B73v408319,RLG00001B73v404802,RLG00001B73v407930,RLC00016B73v400546,RLG00130B73v400018,RLG00001B73v410019,RLG00001B73v411542,RLG00001B73v410548,RLG00001B73v410994,RLC00004B73v410347,RLG00001B73v400307,RLG00001B73v414555,RLG00001B73v405177,RLC01314B73v400004,RLG00001B73v401376,RLG00001B73v411066,RLG00001B73v404156,RLC00049B73v400086,RLG00001B73v402621,RLX00707B73v400004,RLG00051B73v400018,RLX01059B73v400004,RLG00001B73v407297,RLG00001B73v409317,RLG00006B73v401597,RLG00001B73v403582,RLG00001B73v408228,RLG00001B73v407058,RLG01694B73v400003,RLG00001B73v408077,RLC00004B73v408819,RLG00001B73v404618,RLG01457B73v400002,RLG00001B73v408135,RLX04381B73v400001,RLG00001B73v407718,RLG00001B73v411804,RLG00001B73v415366,RLG00001B73v411809,RLG00001B73v415204,RLG00001B73v400151,RLC00004B73v411494,RLG00001B73v403970,RLG00001B73v410821,RLG00001B73v412686,RLG00001B73v412684,RLG00005B73v403840,RLG00001B73v414753,RLG04662B73v400002,RLC00054B73v400081,RLG00087B73v400046,RLG00001B73v403207,RLG00001B73v414101,DHH00232B73v400001,RLC00002B73v414773,RLG00006B73v403393,RLG00007B73v403072,RLX17978B73v400001,RLG00001B73v407226,RLG00001B73v406010,RLG00001B73v403504,RLG00001B73v402553,RLG01077B73v400004,RLG00001B73v410468,RLG00009B73v401550,RLG00001B73v400638,DHH00020B73v400073,DHH00005B73v401793,RLG00001B73v403985,RLG00001B73v401052,RLG00001B73v415039,RLG00001B73v415038,DHH00009B73v400141,RLG00001B73v401339,RLG00060B73v400092,RLG00001B73v407903,RLG00001B73v404213,DHH00009B73v400263,RLC00015B73v400777,RLG00001B73v402780,RLX00828B73v400004,RLG00001B73v409198,RLG00001B73v400446,RLG00001B73v400444,RLG00001B73v405183,RLC18519B73v400001,RLG24961B73v400001,RLG00011B73v401009,RLG00001B73v402901,RLC00019B73v400432,RLG00006B73v403873,RLG00001B73v412315,RLG00001B73v411481,RLG00001B73v408778,RLG18626B73v400001,DHH00758B73v400001,RLG00001B73v412854,RLC00080B73v400055,RLC00125B73v400019,RLC00033B73v400034,RLG00001B73v413355,RLC12896B73v400001,RLG00001B73v408461,RLG00001B73v401340,RLG00001B73v414886,RLG00001B73v406417,RLC00002B73v411982,DHH00003B73v400070,RLX00782B73v400004,DHH00001B73v403799,RLC00002B73v414726,RLX15700B73v400001,RLG00005B73v403575,RLG00001B73v402005,RLX18954B73v400001,RLG00001B73v404076,RLG00001B73v415554,RLG17478B73v400001,RLG00001B73v414773,RLG00001B73v409148,RLG00001B73v407505,RLG00001B73v412804,RLG00001B73v409144,RLG00056B73v400111,RLG00031B73v400316,RLG00001B73v404964,RLG04435B73v400001,RLG00001B73v401565,RLG00008B73v400398,RLC00004B73v411053,RLG00001B73v404537,RLG00001B73v408305,RLG00006B73v403932,RLG17413B73v400001,RLC20890B73v400001,DHH00001B73v402113,RLG20412B73v400001,RLG00001B73v408939,RLG00001B73v402517,RLC00002B73v413999,RLG00028B73v400321,RLX24598B73v400001,RLG00001B73v403566,RLG00001B73v413621,DHH00002B73v404962,RLG20044B73v400001,RLG00017B73v400564,RLG00001B73v411372,RLC03224B73v400002,RLG00009B73v401466,RLG00010B73v400942,RLG00006B73v401586,RLG00001B73v409715,RLG00001B73v407323,RLC00591B73v400002,RLC00042B73v400163,RLG00001B73v413318,RLG00001B73v413314,RLG00001B73v414633,RLG00001B73v404036,RLC24372B73v400001,DHH00007B73v401223,RLG00001B73v409934,RLG17375B73v400001,RLG00001B73v412920,DHH00003B73v400035,RLC00002B73v411783,RLG21378B73v400001,RLG00001B73v413223,RLG00001B73v401508,RLG00001B73v412369,RLG00001B73v414181,RLG00001B73v407172,RLC00002B73v412119,RLG00001B73v411108,RLG00001B73v401197,RLG00001B73v401195,RLG00038B73v400227,RLG00001B73v408054,RLX00811B73v400003,DHH00015B73v400033,RLC00002B73v411623,RLG00001B73v415505,RLG00001B73v404616,RLX20644B73v400001,RLC00013B73v400954,RLG00001B73v410459,RLG01055B73v400003,RLG00003B73v412244,RLG04739B73v400002,RLG00001B73v410327,RLG00089B73v400026,RLG00001B73v413120,RLX20303B73v400001,RLG00001B73v403996,RLX12104B73v4S0003,RLX12104B73v4S0002,RLG00001B73v401735,RLG00001B73v400603,RLC24542B73v400001,RLG00001B73v407551,DHH00003B73v403502,RLC00002B73v412257,RLG00001B73v413291,RLG21694B73v400001,RLX09151B73v400001,RLG00009B73v400350,RLC00117B73v400020,RLG00001B73v406441,RLG17910B73v400001,RLG00001B73v405215,RLG00001B73v405216,RLC20592B73v400001,RLG00051B73v400048,RLG00001B73v415310,RLG00001B73v404175,RLG00001B73v400107,RLG00001B73v411492,RLG00001B73v401892,RLG00001B73v409876,RLC00002B73v413138,RLG00001B73v412844,RLC00042B73v400138,RLG00003B73v409970,RLG00001B73v406955,RLG00001B73v405287,RLG00001B73v401293,RLG00001B73v411011,RLG00001B73v413264,RLG01156B73v400002,DHH00003B73v403308,RLG00001B73v403823,RLG00001B73v404630,RLG00001B73v410120,RLG00001B73v411137,RLG00001B73v411982,DHH00001B73v405943,RLG19603B73v400001,RLC19190B73v400001,RLG00001B73v414408,RLG00001B73v413691,DHH00003B73v404622,RLG00006B73v403634,RLG00001B73v410240,RLC00014B73v400841,RLG00001B73v410631,RLC00004B73v409294,DHH01707B73v400001,RLG01611B73v400003,RLX01159B73v400002,RLX01159B73v400001,RLG00001B73v414279,DHH00003B73v404302,RLC00002B73v414879,DHH00002B73v401186,RLX18250B73v400001,RLG00001B73v405643,RLG00001B73v413824,RLG00001B73v403125,RLG00010B73v401253,RLG00001B73v415047,RLG00001B73v400791,RLG00001B73v410360,RLG00010B73v401173,RLG00001B73v400210,RLG00001B73v400798,RLG00001B73v415496,RLG00826B73v400005,RLG00028B73v400330,RLX21389B73v400001,RLG00001B73v411955,RLG00001B73v411598,RLG00001B73v411951,RLG00001B73v411045,DHH00009B73v400169,RLG00001B73v403638,RLG19454B73v400001,RLG00001B73v401854,RLC00510B73v400007,RLG00302B73v400007,RLG00001B73v415781,RLG00001B73v406915,RLG00001B73v401418,RLG00001B73v405329,RLG00001B73v409330,RLG00001B73v408204,RLG00001B73v415195,RLG00001B73v402651,RLC00002B73v413572,RLG00001B73v402157,RLG00001B73v404770,RLG00006B73v404027,RLC23727B73v400001,RLG00001B73v408685,RLG21318B73v400001,RLG00001B73v407141,RLG00001B73v408447,RLG00001B73v412010,RLX22221B73v400001,RLG00001B73v406555,RLG00001B73v406550,RLG00001B73v406436,RLC00002B73v413959,RLG00001B73v413012,RLG00058B73v400032,RLC18723B73v400001,DHH00061B73v400002,DHH00006B73v400015,RLC00958B73v400001,RLG00001B73v403850,RLG00001B73v414436,RLG00001B73v406647,RLG00001B73v409994,RLX20505B73v400001,RLG00001B73v410333,RLG00027B73v400143,RLC04667B73v400001,RLG00001B73v413999,RLC00025B73v400047,RLG00001B73v412795,DHH00003B73v401258,RLG00007B73v403231,RLC00002B73v410198,RLG00001B73v407484,RLC00248B73v400015,RLX21451B73v400001,RLC00004B73v411428
Zm00008a001969,Zm00008a001971,Zm00008a001973,Zm00008a001979	398,845,281,1092	1,3,1,3	NA	NA	1,3,1,3	NA	398,845,281,1092	NA
Zm00008a001987,Zm00008a001999	1622,662	3,1	NA	NA	3,1	NA	1622,662	NA
Zm00008a002028,Zm00008a002029	5832,401	2,1	Zm00008a002028	2	1	5832	401	DHH00010B73v400364,RLG15075B73v400001,RLG03198B73v400001,RLG03198B73v400002
Zm00008a002056,Zm00008a002057,Zm00008a002058,Zm00008a002059,Zm00008a002061	1776,1273,1673,49066,1017	4,4,4,5,3	NA	NA	4,4,4,5,3	NA	1776,1273,1673,49066,1017	NA
Zm00008a002067,Zm00008a002071	2477,2380	6,7	NA	NA	6,7	NA	2477,2380	NA
Zm00008a002072,Zm00008a002073	3923,2346	4,5	NA	NA	4,5	NA	3923,2346	NA
Zm00008a002078,Zm00008a002079	383,25641	2,2	Zm00008a002079	2	2	25641	383	RLG00008B73v402352
Zm00008a002121,Zm00008a002122,Zm00008a002123	227,218,998	1,1,3	NA	NA	1,1,3	NA	227,218,998	NA
Zm00008a002166,Zm00008a002170	5847,5490	12,3	Zm00008a002166,Zm00008a002170	12,3	NA	5847,5490	NA	DHH00002B73v403234,DHH00002B73v406346,DHH00002B73v404703,RLX05818B73v400001,DHH00002B73v402202,DHH00002B73v401858,RLG00005B73v404188,RLX01112B73v400004,DHH00002B73v404417,DHH00002B73v404382,RLG00018B73v400585,DHH00002B73v409650,RLC00041B73v400213,DHH00002B73v409872,DHH00002B73v409874,DHH00002B73v403850,RLX11433B73v400001,RLX17489B73v400001,RLG00021B73v400512,RLG00106B73v400028,DHH00002B73v403976,DHH00002B73v402032,RLX01550B73v400003,RLX24628B73v400001,RLX17256B73v400001,RLC00004B73v411998,RLG00001B73v416074,RLX09953B73v400001,RLX11820B73v400001,DHH00002B73v402218,RLG00001B73v415308,RLX12547B73v400001,DHH00002B73v407825,DHH00002B73v403574,DHH00002B73v407124,DHH00056B73v400004,DHH00002B73v408150,RLC16879B73v400001,RLC00002B73v415229,DHH00002B73v402699,RLC04362B73v400001,RLX21819B73v400001,RLG00001B73v415261,DHH00001B73v410485,RLC00179B73v400020,DHH00002B73v406230,DHH00004B73v402581,RLX08769B73v400001,DHH00002B73v403790,RLC00025B73v400038,RLC00254B73v400012,DHH00002B73v408449,DHH00002B73v409630,DHH00002B73v405640,RLC00485B73v400001,DHH00005B73v400748,RLX17817B73v400001,RLG00438B73v400006,DHH00002B73v410193,RLG00003B73v412906,RLG00043B73v400129,DHH00002B73v407217,RLG00215B73v400013,DHH00002B73v405181,RLG00001B73v416092,RLC00002B73v414873,DHH00002B73v405732,RLX05543B73v400001,DHH00002B73v406098,RLX09981B73v400001,RLC00002B73v415244,RLC00256B73v400014,DHH00002B73v408034,RLX17512B73v400001,DHH00002B73v402324,DHH00002B73v407245,DHH00002B73v409833,DHH00002B73v405748,RLX09762B73v400001,DHH00002B73v402176,RLG00003B73v412808,DHH00002B73v400469,DHH00002B73v408806,DHH00002B73v407272,RLC00002B73v415246,RLX15423B73v400001,DHH00002B73v401883,DHH00002B73v409768,RLG20162B73v400001,RLX15623B73v400001,DHH00003B73v400333,DHH00002B73v402735,RLC00002B73v415260,DHH00002B73v400709,RLX00088B73v400032,RLX15191B73v400001,DHH00002B73v404167,RLG00073B73v400031,DHH00002B73v406763,DHH00002B73v407077,DHH00002B73v402982,DHH00002B73v406605,RLG17520B73v400001,RLG01471B73v400003,RLG00007B73v403255,DHH00002B73v408377,RLX18959B73v400001,DHH00002B73v406208,RLX19644B73v400001,RLG00005B73v404202,RLX20428B73v400001,DHH00002B73v405261,RLC00002B73v415339,DHH00002B73v403204,DHH00002B73v404644,DHH00002B73v405570,DHH00002B73v408089,DHH00002B73v403522,RLG18925B73v400001,RLC00041B73v400208,RLX21848B73v400001,RLC00004B73v412030,DHH00002B73v410480,DHH00002B73v409571,DHH00347B73v400001,RLC00004B73v411986,RLX16298B73v400001
Zm00008a002201,Zm00008a002203	3174,4068	3,3	NA	NA	3,3	NA	3174,4068	NA
Zm00008a002226,Zm00008a002228	2832,12395	8,8	NA	NA	8,8	NA	2832,12395	NA
Zm00008a002253,Zm00008a002254	2488,4295	3,6	NA	NA	3,6	NA	2488,4295	NA
Zm00008a002271,Zm00008a002279	1024,1235	5,1	NA	NA	5,1	NA	1024,1235	NA
Zm00008a002291,Zm00008a002299	2756,2005	4,2	NA	NA	4,2	NA	2756,2005	NA
Zm00008a002295,Zm00008a002296	35023,3030	7,5	NA	NA	7,5	NA	35023,3030	NA
Zm00008a002315,Zm00008a002324	1420,2526	3,4	NA	NA	3,4	NA	1420,2526	NA
Zm00008a002316,Zm00008a002317,Zm00008a002318,Zm00008a002320,Zm00008a002321	2124,3784,2912,5575,2010	4,5,5,6,4	NA	NA	4,5,5,6,4	NA	2124,3784,2912,5575,2010	NA
Zm00008a002334,Zm00008a002340	9795,1661	2,2	NA	NA	2,2	NA	9795,1661	NA
Zm00008a002353,Zm00008a002361	3654,9193	8,9	NA	NA	8,9	NA	3654,9193	NA
Zm00008a002354,Zm00008a002362,Zm00008a002363	14641,6109,17016	12,17,27	Zm00008a002362	17	12,27	6109	14641,17016	DHH00006B73v400129
Zm00008a002370,Zm00008a002371	492,1503	2,4	NA	NA	2,4	NA	492,1503	NA
Zm00008a002382,Zm00008a002383	2310,1949	4,3	NA	NA	4,3	NA	2310,1949	NA
Zm00008a002384,Zm00008a002389	967,1035	2,2	NA	NA	2,2	NA	967,1035	NA
Zm00008a002402,Zm00008a002403	950,1832	1,3	NA	NA	1,3	NA	950,1832	NA
Zm00008a002411,Zm00008a002412	1256,1098	2,2	NA	NA	2,2	NA	1256,1098	NA
Zm00008a002414,Zm00008a002416	6308,3934	7,10	NA	NA	7,10	NA	6308,3934	NA
Zm00008a002470,Zm00008a002491	6866,4008	12,7	Zm00008a002470	12	7	6866	4008	DHH00002B73v400717,RLG00043B73v400150,DTC00051B73v400006,DHH00002B73v406392,RLG02370B73v400002
Zm00008a002479,Zm00008a002490	1012,8016	4,4	Zm00008a002490	4	4	8016	1012	RLX14755B73v400001
