GenesInCluster	Lengths	NumExons	WithTE	NumExonTE	NumExonWOTE	LengthsWithTE	LengthsWOTE	TEsRepresented
Zm00008a002888	10078	4	Zm00008a002888	4	NA	10078	NA	RLC00002B73v405978,RLC00002B73v411989,RLG00006B73v400636,RLX20862B73v400001,RLG00003B73v410663,DHH00002B73v404386,DHH00001B73v400683,RLG19009B73v400001,RLX22055B73v400001,RLG01691B73v400002,RLC00178B73v400004,RLX02974B73v400001,RLG00009B73v401363,RLC00041B73v400213,RLG00399B73v400003,RLC00033B73v400054,RLG00003B73v411796,RLG00803B73v400001,RLG00005B73v400655,RLC00002B73v415192,RLG00001B73v412917,RLC00002B73v414134,RLG00007B73v403033,RLC00002B73v412433,RLX22246B73v400001,RLG00001B73v415255,RLG17633B73v400001,DHH00002B73v409464,DHH00001B73v406922,RLG00003B73v411250,RLG00656B73v400005,RLG00001B73v413721,RLG00071B73v400039,RLX01041B73v400004,RLG17710B73v400001,DHH00011B73v400508,RLG02887B73v400002,RLG00003B73v411550,RLG02666B73v400002,RLG16167B73v400001,RLG01938B73v400003,RLX17726B73v400001,RLG00017B73v400441,RLX00763B73v400003,RLX18225B73v400001,DTC00013B73v400012,DTC00013B73v400013,DTC00013B73v400010,DTC00013B73v400016,DTC00013B73v400017,DTC00013B73v400014,DTC00013B73v400015,DTC00013B73v400018,RLG00005B73v404077,RLC00004B73v412015,RLC00004B73v411057,RLX17435B73v400001,RLC00029B73v400352,RLG00003B73v412664,RLX18164B73v400001,RLC00004B73v411464,RLX22948B73v400001,RLG00001B73v414754,RLG00001B73v412427,RLG00006B73v401348,RLG00001B73v414088,RLC00004B73v411887,RLC00254B73v400012,RLG00007B73v403160,RLX18100B73v400001,RLC00013B73v400840,RLC00004B73v400491,DHH00001B73v409504,RLC00002B73v405656,RLC02133B73v400003,DTC00013B73v400009,RLC00002B73v406858,RLX19997B73v400001,RLX24923B73v400001,RLC00013B73v400092,RLC00004B73v403521,RLC22145B73v400001,RLG00012B73v400157,RLG00155B73v400008,RLG09858B73v400001,RLG09247B73v400001,RLX03245B73v400001,RLC00004B73v407359,RLC00004B73v400331,RLX18825B73v400001,RLX19106B73v400001,DHH00003B73v403426,RLG04719B73v400002,RLC00022B73v400493,RLG00001B73v415659,DHH01930B73v400001,DHH00004B73v400613,DHH00001B73v409470,RLC00002B73v414364,RLX17931B73v400001,RLX24139B73v400001,DHH00001B73v408931,RLX17130B73v400001,RLC00002B73v406051,DTC00013B73v400034,DTC00013B73v400035,DTC00013B73v400037,DTC00013B73v400030,DTC00013B73v400031,DTC00013B73v400033,RLC00004B73v402513,RLX17794B73v400001,DTC00013B73v400038,RLG00003B73v402283,RLG00003B73v408397,RLX00219B73v400014,RLC00004B73v411949,RLC16753B73v400001,RLC00004B73v407756,DHH00005B73v400176,RLX08953B73v400001,RLC00002B73v415172,RLC00002B73v408945,RLG00008B73v401907,RLG04816B73v400002,RLC00004B73v404033,RLC00033B73v400253,DHH00001B73v407917,RLG00001B73v409034,RLG00017B73v400479,RLG16237B73v400001,RLG00535B73v400005,RLG00008B73v401026,DHH00001B73v405629,RLX12487B73v400001,RLG00003B73v412037,RLG00027B73v400178,RLG00047B73v400032,DTC00013B73v400029,DHH00005B73v402655,RLX00197B73v400007,RLG00003B73v406075,DTC00013B73v400020,RLX18738B73v400001,DTC00013B73v400025,RLG00021B73v400414,DHH00004B73v401580,RLX20305B73v400001,RLG00003B73v409464,RLC00002B73v401171,DHH00009B73v400405,DHH00001B73v410047,RLC00004B73v409093,RLC00041B73v400090,DHH00002B73v402317,RLC00002B73v412604,RLG09335B73v400001,RLG00008B73v402705,DHH00002B73v410415,RLG00006B73v402264,RLC00045B73v400111,RLG00010B73v400813,DHH00009B73v400041,RLG00021B73v400396,DHH00002B73v403942,RLG01234B73v400004,RLC00013B73v400891,RLG17662B73v400001,DHH00005B73v400147,RLG00001B73v413326,RLG20871B73v400001,RLC00063B73v400045,RLC00004B73v412000,RLC00004B73v409304,RLG00040B73v400095,RLX15487B73v400001,RLC16999B73v400001,RLX05959B73v400001,RLC00004B73v408906,RLG00512B73v400005,RLC00002B73v415202,RLG00001B73v409357,RLG00001B73v414329,DTC00013B73v400045,DTC00013B73v400044,RLG00018B73v400256,DTC00013B73v400041,DTC00013B73v400040,RLX00506B73v400004,RLG00001B73v415842,RLX09685B73v400001,RLG00006B73v401866,RLC00004B73v411437,RLG20241B73v400001,RLG00001B73v401433,RLG01548B73v400002,DHH00005B73v402755,RLG00010B73v401274,RLG00006B73v403598,RLG18626B73v400001,RLG03267B73v400002,RLC00002B73v415234,RLC00649B73v400006,RLC00157B73v400024,RLG00006B73v403595,RLX17821B73v400001,RLX10574B73v400001,RLG00001B73v405292,RLX18680B73v400001,DHH00001B73v402767,RLC00004B73v404769,RLG00421B73v400001,RLC00004B73v411980,DHH00002B73v408487,RLX23790B73v400001,RLG02569B73v400001,RLG00001B73v414648,RLG00001B73v414881,DHH00002B73v400608,RLG00055B73v400079
Zm00008a002889	2065	4	NA	NA	4	NA	2065	NA
Zm00008a000952	18977	2	NA	NA	2	NA	18977	NA
Zm00008a000953	5478	3	NA	NA	3	NA	5478	NA
Zm00008a000950	3330	11	NA	NA	11	NA	3330	NA
Zm00008a000951	8615	11	NA	NA	11	NA	8615	NA
Zm00008a000956	6119	10	Zm00008a000956	10	NA	6119	NA	RLX15307B73v400001
Zm00008a000957	1001	1	NA	NA	1	NA	1001	NA
Zm00008a000954	4887	13	Zm00008a000954	13	NA	4887	NA	RLX04400B73v400001
Zm00008a000955	348	2	NA	NA	2	NA	348	NA
Zm00008a005357	3597	8	NA	NA	8	NA	3597	NA
Zm00008a005356	5162	4	NA	NA	4	NA	5162	NA
Zm00008a000958	7128	5	Zm00008a000958	5	NA	7128	NA	DHH00002B73v400492
Zm00008a000959	657	2	NA	NA	2	NA	657	NA
Zm00008a005353	4500	5	NA	NA	5	NA	4500	NA
Zm00008a005352	5129	7	NA	NA	7	NA	5129	NA
Zm00008a005351	2610	13	NA	NA	13	NA	2610	NA
Zm00008a005350	47257	6	NA	NA	6	NA	47257	NA
Zm00008a040313	2023	7	NA	NA	7	NA	2023	NA
Zm00008a026608	2908	4	NA	NA	4	NA	2908	NA
Zm00008a026609	2212	5	NA	NA	5	NA	2212	NA
Zm00008a026602	1194	2	NA	NA	2	NA	1194	NA
Zm00008a026603	7671	19	Zm00008a026603	19	NA	7671	NA	DHH00001B73v404631
Zm00008a026600	7755	2	NA	NA	2	NA	7755	NA
Zm00008a026601	2080	3	NA	NA	3	NA	2080	NA
Zm00008a026606	1610	1	NA	NA	1	NA	1610	NA
Zm00008a026607	6464	9	NA	NA	9	NA	6464	NA
Zm00008a026604	2016	5	NA	NA	5	NA	2016	NA
Zm00008a026605	1175	1	NA	NA	1	NA	1175	NA
Zm00008a029412	4440	3	NA	NA	3	NA	4440	NA
Zm00008a028734	4400	8	NA	NA	8	NA	4400	NA
Zm00008a028735	4329	5	Zm00008a028735	5	NA	4329	NA	DHH00002B73v408359,DHH00002B73v400514,DHH00002B73v402868,RLX17291B73v400001
Zm00008a028736	6456	8	NA	NA	8	NA	6456	NA
Zm00008a028737	558	2	NA	NA	2	NA	558	NA
Zm00008a028730	2584	8	NA	NA	8	NA	2584	NA
Zm00008a028731	4709	5	NA	NA	5	NA	4709	NA
Zm00008a028732	1670	6	NA	NA	6	NA	1670	NA
Zm00008a028733	655	2	NA	NA	2	NA	655	NA
Zm00008a028738	9623	11	NA	NA	11	NA	9623	NA
Zm00008a028739	4783	2	NA	NA	2	NA	4783	NA
Zm00008a029413	6210	10	NA	NA	10	NA	6210	NA
Zm00008a014067	5678	10	NA	NA	10	NA	5678	NA
Zm00008a014066	5790	4	NA	NA	4	NA	5790	NA
Zm00008a014065	2015	2	NA	NA	2	NA	2015	NA
Zm00008a014064	7150	12	Zm00008a014064	12	NA	7150	NA	DHH00003B73v403611
Zm00008a014063	3004	6	NA	NA	6	NA	3004	NA
Zm00008a014062	7444	2	NA	NA	2	NA	7444	NA
Zm00008a014061	1479	2	NA	NA	2	NA	1479	NA
Zm00008a014060	1145	1	NA	NA	1	NA	1145	NA
Zm00008a014069	9309	12	Zm00008a014069	12	NA	9309	NA	RLG20052B73v400001,RLG00268B73v400009,RLG00268B73v400008,RLG00268B73v400007,RLG00268B73v400006,RLG00268B73v400012,RLG00268B73v400004,RLG00268B73v400003,RLG00268B73v400002,RLG00268B73v400001,RLG00001B73v415670,RLG00268B73v400010,DHH00022B73v400132,RLG04018B73v400001,RLG04018B73v400002,RLX00745B73v400005,RLG04291B73v400001,RLG00268B73v400011,RLG04291B73v400002,RLG11984B73v400001,RLG00268B73v400005
Zm00008a014068	3479	7	NA	NA	7	NA	3479	NA
Zm00008a029298	3425	3	NA	NA	3	NA	3425	NA
Zm00008a005829	2008	2	NA	NA	2	NA	2008	NA
Zm00008a005828	2879	1	NA	NA	1	NA	2879	NA
Zm00008a005825	3142	5	NA	NA	5	NA	3142	NA
Zm00008a005824	2032	3	NA	NA	3	NA	2032	NA
Zm00008a005827	7682	6	NA	NA	6	NA	7682	NA
Zm00008a005826	4338	5	NA	NA	5	NA	4338	NA
Zm00008a005821	1444	2	NA	NA	2	NA	1444	NA
Zm00008a005820	8222	12	NA	NA	12	NA	8222	NA
Zm00008a005823	8296	5	NA	NA	5	NA	8296	NA
Zm00008a005822	6201	9	NA	NA	9	NA	6201	NA
Zm00008a039119	3865	3	NA	NA	3	NA	3865	NA
Zm00008a001308	18543	9	NA	NA	9	NA	18543	NA
Zm00008a001309	2768	2	NA	NA	2	NA	2768	NA
Zm00008a001300	12728	10	NA	NA	10	NA	12728	NA
Zm00008a001301	4265	9	NA	NA	9	NA	4265	NA
Zm00008a001302	12219	4	NA	NA	4	NA	12219	NA
Zm00008a001303	8949	10	Zm00008a001303	10	NA	8949	NA	DHH00012B73v400254
Zm00008a001304	376	2	NA	NA	2	NA	376	NA
Zm00008a001305	2114	3	NA	NA	3	NA	2114	NA
Zm00008a001306	11881	17	NA	NA	17	NA	11881	NA
Zm00008a001307	1286	1	NA	NA	1	NA	1286	NA
Zm00008a007467	1330	4	NA	NA	4	NA	1330	NA
Zm00008a007466	18553	2	Zm00008a007466	2	NA	18553	NA	RLG00464B73v400005,DHH00002B73v404519,RLG00464B73v400008,RLG14489B73v400001,RLG00003B73v405109,RLG00003B73v408934,RLC00396B73v400005,RLG00103B73v400033,RLC00002B73v413282,RLG00003B73v404184,RLG00003B73v406415,RLG00103B73v400039,RLG00131B73v400008,RLG02585B73v400001,RLG00009B73v401614,RLC00752B73v400006,RLG00003B73v412308,RLG00136B73v400004,RLG00136B73v400006,RLG00003B73v406287,RLG00136B73v400003,RLG19306B73v400001,RLG00007B73v403259,RLG00040B73v400189,RLG01136B73v400004,RLG06059B73v400001,RLG17398B73v400001,DHH00003B73v401506,RLG00060B73v400031,RLG00060B73v400015,RLG00060B73v400005,RLG00021B73v400499,DHH00046B73v400004,RLG00003B73v403936,RLG01109B73v400001,RLG00001B73v414254,RLG13676B73v400001,RLG00060B73v400081,RLG00103B73v400007,RLG00001B73v415146,RLG00047B73v400044,RLG00060B73v400023,RLC00002B73v414573,RLG00087B73v400017,RLG00103B73v400021,RLG00060B73v400008,RLG02527B73v400001,DHH00057B73v400005,RLG00060B73v400086,RLG00021B73v400369,DHH00006B73v400153,RLG00003B73v400135,RLG00060B73v400048,RLG18460B73v400001,RLG17452B73v400001,RLG00060B73v400002,RLG01534B73v400001,DHH00003B73v402850,RLG00003B73v412036,DHH00005B73v400102,RLC00004B73v409120,RLG00010B73v401010,RLX01391B73v400001,RLG01750B73v400003,RLG07704B73v400001,RLG00003B73v407783,RLG00003B73v410333,RLX17060B73v400001,RLG02524B73v400001,RLG00003B73v409771,RLG00060B73v400025,DHH00046B73v400016
Zm00008a007465	3087	4	NA	NA	4	NA	3087	NA
Zm00008a007464	1131	2	NA	NA	2	NA	1131	NA
Zm00008a007463	2014	5	NA	NA	5	NA	2014	NA
Zm00008a007462	6608	3	Zm00008a007462	3	NA	6608	NA	RLX17060B73v400001
Zm00008a007461	5842	8	Zm00008a007461	8	NA	5842	NA	RLX17060B73v400001
Zm00008a007460	2395	4	NA	NA	4	NA	2395	NA
Zm00008a007469	2039	4	NA	NA	4	NA	2039	NA
Zm00008a007468	2364	3	NA	NA	3	NA	2364	NA
Zm00008a011154	5261	3	Zm00008a011154	3	NA	5261	NA	RLG00877B73v400004,RLG01353B73v400002,RLX09218B73v400001,RLX15151B73v400001,RLX03724B73v400001
Zm00008a011155	770	2	NA	NA	2	NA	770	NA
Zm00008a011156	3405	3	NA	NA	3	NA	3405	NA
Zm00008a011157	15736	3	NA	NA	3	NA	15736	NA
Zm00008a011150	9686	6	NA	NA	6	NA	9686	NA
Zm00008a011151	4817	6	NA	NA	6	NA	4817	NA
Zm00008a011152	6173	5	NA	NA	5	NA	6173	NA
Zm00008a011153	19051	3	NA	NA	3	NA	19051	NA
Zm00008a011158	848	1	NA	NA	1	NA	848	NA
Zm00008a011159	72953	11	NA	NA	11	NA	72953	NA
Zm00008a020293	4503	3	Zm00008a020293	3	NA	4503	NA	DHH00002B73v403303
Zm00008a020292	1948	8	NA	NA	8	NA	1948	NA
Zm00008a020291	5552	13	NA	NA	13	NA	5552	NA
Zm00008a020290	6467	7	Zm00008a020290	7	NA	6467	NA	DHH00002B73v408588
Zm00008a020297	635	1	NA	NA	1	NA	635	NA
Zm00008a020296	1816	4	NA	NA	4	NA	1816	NA
Zm00008a020295	16905	17	NA	NA	17	NA	16905	NA
Zm00008a020294	3266	6	NA	NA	6	NA	3266	NA
Zm00008a020299	2678	7	NA	NA	7	NA	2678	NA
Zm00008a020298	8280	3	NA	NA	3	NA	8280	NA
Zm00008a038263	1927	6	NA	NA	6	NA	1927	NA
Zm00008a038262	1424	2	NA	NA	2	NA	1424	NA
Zm00008a029128	5030	4	NA	NA	4	NA	5030	NA
Zm00008a029129	3474	9	NA	NA	9	NA	3474	NA
Zm00008a038267	3470	3	NA	NA	3	NA	3470	NA
Zm00008a038266	12997	19	NA	NA	19	NA	12997	NA
Zm00008a038265	1502	2	NA	NA	2	NA	1502	NA
Zm00008a038264	1913	2	NA	NA	2	NA	1913	NA
Zm00008a029122	1358	1	NA	NA	1	NA	1358	NA
Zm00008a029123	7862	7	NA	NA	7	NA	7862	NA
Zm00008a029120	7986	5	Zm00008a029120	5	NA	7986	NA	DHH00037B73v400018
Zm00008a029121	1871	6	NA	NA	6	NA	1871	NA
Zm00008a029126	2243	2	NA	NA	2	NA	2243	NA
Zm00008a029127	968	3	NA	NA	3	NA	968	NA
Zm00008a029124	10112	12	NA	NA	12	NA	10112	NA
Zm00008a029125	8378	4	NA	NA	4	NA	8378	NA
Zm00008a017879	616	2	NA	NA	2	NA	616	NA
Zm00008a017878	2149	3	NA	NA	3	NA	2149	NA
Zm00008a017875	1782	5	NA	NA	5	NA	1782	NA
Zm00008a017874	1612	4	NA	NA	4	NA	1612	NA
Zm00008a017877	848	3	NA	NA	3	NA	848	NA
Zm00008a017876	621	2	NA	NA	2	NA	621	NA
Zm00008a017871	1797	2	NA	NA	2	NA	1797	NA
Zm00008a017870	14730	15	NA	NA	15	NA	14730	NA
Zm00008a017873	983	3	NA	NA	3	NA	983	NA
Zm00008a017872	10056	8	NA	NA	8	NA	10056	NA
Zm00008a039113	1261	2	NA	NA	2	NA	1261	NA
Zm00008a022964	14848	5	NA	NA	5	NA	14848	NA
Zm00008a011842	5728	16	NA	NA	16	NA	5728	NA
Zm00008a011843	8805	3	NA	NA	3	NA	8805	NA
Zm00008a011840	1358	1	NA	NA	1	NA	1358	NA
Zm00008a011841	4895	9	Zm00008a011841	9	NA	4895	NA	DHH00385B73v400002
Zm00008a011846	1088	2	NA	NA	2	NA	1088	NA
Zm00008a011847	5351	13	NA	NA	13	NA	5351	NA
Zm00008a011844	5724	2	NA	NA	2	NA	5724	NA
Zm00008a011845	1058	1	NA	NA	1	NA	1058	NA
Zm00008a024994	10472	6	NA	NA	6	NA	10472	NA
Zm00008a024995	14001	14	NA	NA	14	NA	14001	NA
Zm00008a011848	1831	2	NA	NA	2	NA	1831	NA
Zm00008a011849	3261	11	NA	NA	11	NA	3261	NA
Zm00008a024990	475	2	NA	NA	2	NA	475	NA
Zm00008a024991	3230	7	NA	NA	7	NA	3230	NA
Zm00008a024992	528	2	NA	NA	2	NA	528	NA
Zm00008a024993	10207	4	Zm00008a024993	4	NA	10207	NA	DHH00002B73v404048
Zm00008a029516	13787	15	NA	NA	15	NA	13787	NA
Zm00008a028299	2148	8	NA	NA	8	NA	2148	NA
Zm00008a028298	865	3	NA	NA	3	NA	865	NA
Zm00008a028293	986	1	NA	NA	1	NA	986	NA
Zm00008a028292	999	2	NA	NA	2	NA	999	NA
Zm00008a028291	2643	2	NA	NA	2	NA	2643	NA
Zm00008a028290	1379	2	NA	NA	2	NA	1379	NA
Zm00008a028297	6200	3	NA	NA	3	NA	6200	NA
Zm00008a028296	4710	6	NA	NA	6	NA	4710	NA
Zm00008a028295	2665	3	NA	NA	3	NA	2665	NA
Zm00008a028294	449	1	NA	NA	1	NA	449	NA
Zm00008a023173	3954	9	NA	NA	9	NA	3954	NA
Zm00008a023172	2988	9	NA	NA	9	NA	2988	NA
Zm00008a023171	1854	3	NA	NA	3	NA	1854	NA
Zm00008a023170	35392	33	NA	NA	33	NA	35392	NA
Zm00008a023177	2351	1	NA	NA	1	NA	2351	NA
Zm00008a023176	2369	1	NA	NA	1	NA	2369	NA
Zm00008a023175	6661	2	NA	NA	2	NA	6661	NA
Zm00008a023174	1843	3	NA	NA	3	NA	1843	NA
Zm00008a023179	1027	4	NA	NA	4	NA	1027	NA
Zm00008a023178	344	1	NA	NA	1	NA	344	NA
Zm00008a018940	4933	18	NA	NA	18	NA	4933	NA
Zm00008a018941	1223	1	NA	NA	1	NA	1223	NA
Zm00008a018942	38507	3	NA	NA	3	NA	38507	NA
Zm00008a018943	1899	5	NA	NA	5	NA	1899	NA
Zm00008a018944	1153	3	NA	NA	3	NA	1153	NA
Zm00008a018945	3058	8	NA	NA	8	NA	3058	NA
Zm00008a018946	625	3	NA	NA	3	NA	625	NA
Zm00008a018947	2551	2	NA	NA	2	NA	2551	NA
Zm00008a018948	8894	6	NA	NA	6	NA	8894	NA
Zm00008a018949	9949	10	NA	NA	10	NA	9949	NA
Zm00008a013578	2145	4	NA	NA	4	NA	2145	NA
Zm00008a013579	415	2	NA	NA	2	NA	415	NA
Zm00008a039115	10331	5	Zm00008a039115	5	NA	10331	NA	RLC00004B73v410906,RLC00004B73v410864,RLC00004B73v405229,RLC00521B73v400001,RLC00002B73v414720,RLC24184B73v400001,DHH00001B73v408989,DHH00003B73v402476,RLX19271B73v400001,RLC00004B73v400975,RLG00010B73v401029,RLC00004B73v406846,RLC00004B73v411512,RLC00004B73v402393,RLG00010B73v401020,DHH00002B73v400146,RLC00004B73v400432,RLC00004B73v401183,RLC00004B73v409197,RLC04070B73v400001,RLX12220B73v400001,RLC17830B73v400001,RLC00004B73v409592,RLC00004B73v411691,RLC00004B73v411442,RLC00004B73v404310,DHH02249B73v400001,RLC13649B73v400001,RLC00004B73v401028,RLC00004B73v402005,RLC00004B73v403534,RLC00004B73v403687,RLC00004B73v403532,RLC00004B73v406230,DHH00003B73v403794,RLC00004B73v402437,RLX18323B73v400001,RLG00242B73v400012,RLC00004B73v403409,RLC00029B73v400210,DHH01667B73v400001,RLC00004B73v404222,RLC00004B73v406776,RLC13129B73v400001,RLC00004B73v400419,RLC01744B73v400001,RLC12203B73v400001,RLC00004B73v406339,RLC00004B73v400655,RLC08183B73v400001,RLC00034B73v400246,RLC00004B73v404814,RLC00004B73v410004,RLC00004B73v409454,RLC00791B73v400004,RLC00004B73v408822,RLC00004B73v403200,RLC00004B73v411363,RLX18446B73v400001,DHH00003B73v402333,RLC00002B73v414143,RLC00004B73v400995,DHH00001B73v401793,DHH00213B73v400003,RLC24761B73v400001,RLC00004B73v406650,RLX01443B73v400001,RLC01393B73v400002,RLC00004B73v401211,RLG00001B73v415271,RLC00004B73v411972,RLC00004B73v410376,RLC00029B73v400232,RLC00086B73v400027,RLC05167B73v400001,RLC00033B73v400304,RLC00004B73v411859,RLC00004B73v408388,RLC00041B73v400179,RLC14245B73v400001,RLC02089B73v400001,DHH00066B73v400010,RLX18738B73v400001,RLC23459B73v400001,RLC00002B73v412273,RLC00004B73v409429,RLC00004B73v404524,RLC01118B73v400004,RLC00063B73v400052,RLX23226B73v400001,DHH00005B73v402121,RLC00004B73v401534,RLG04616B73v400001,RLC00004B73v403190,RLC00002B73v411434,RLC00004B73v401336,DHH00001B73v407078,RLC00004B73v401332,RLC00004B73v403513,RLX10479B73v400001,RLC02461B73v400002,RLC02461B73v400001,RLC00004B73v406214,RLX20358B73v400001,RLC00002B73v415065,RLC02800B73v400002,RLC20723B73v400001,RLC00004B73v402162,RLX20181B73v400001,RLC00002B73v414514,RLC00004B73v411150,RLC00556B73v400003,RLC00004B73v408392,DHH00003B73v400030,RLC00004B73v410151,RLC00033B73v400067,RLC00004B73v405450,RLG00010B73v400975,RLG02885B73v400002,RLC00004B73v403344,DHH00012B73v400260,RLC00004B73v402198,RLG20227B73v400001,RLC00004B73v410418,RLC00025B73v400303,RLC00004B73v400266,RLC00002B73v415007,RLC00004B73v400158,RLX02623B73v400001,RLC00004B73v401917,RLC00004B73v409645,RLC00004B73v411126,RLG00007B73v403151,RLC00697B73v400002,RLC00004B73v409157,RLC19509B73v400001,RLX00909B73v400004,RLC00019B73v400524,RLC07977B73v400001,RLX18368B73v400001,RLC00004B73v411857,DHH00002B73v401414,RLG00006B73v403865,RLC00002B73v410265,RLC00004B73v408766,RLC00004B73v405456,RLC00004B73v409226,RLC00004B73v407771,DHH00009B73v400388,RLC00004B73v409656,RLC00004B73v408744,RLC00004B73v405506,RLC01795B73v400001,RLC00004B73v403568,DHH00005B73v401023,RLG17191B73v400001,RLC00004B73v403085,RLG00007B73v402939,RLG02514B73v400002,RLC00002B73v407814,DHH00007B73v400153,RLC00004B73v403658,DHH00011B73v400527,RLG00010B73v400839,RLG00181B73v400013,DHH00002B73v401820,DHH00013B73v400017,RLC00004B73v407465,DHH00001B73v408822,RLG00669B73v400005,RLC00004B73v402213,RLC00004B73v410997,RLC00004B73v410991,RLC00004B73v400969,RLC00004B73v410088,RLC00004B73v407712,RLC00004B73v402555,RLX01753B73v400003,RLX19395B73v400001,RLC00004B73v404214,RLC00004B73v400686,RLX19997B73v400001
Zm00008a013574	2832	3	NA	NA	3	NA	2832	NA
Zm00008a013575	5887	3	NA	NA	3	NA	5887	NA
Zm00008a013576	1067	1	NA	NA	1	NA	1067	NA
Zm00008a013577	26905	5	NA	NA	5	NA	26905	NA
Zm00008a013570	1617	5	NA	NA	5	NA	1617	NA
Zm00008a013571	1594	6	NA	NA	6	NA	1594	NA
Zm00008a013572	2293	2	NA	NA	2	NA	2293	NA
Zm00008a013573	2445	5	NA	NA	5	NA	2445	NA
Zm00008a018498	1258	2	NA	NA	2	NA	1258	NA
Zm00008a018499	4088	3	NA	NA	3	NA	4088	NA
Zm00008a018492	2398	2	NA	NA	2	NA	2398	NA
Zm00008a018493	236	1	NA	NA	1	NA	236	NA
Zm00008a018490	5460	2	Zm00008a018490	2	NA	5460	NA	RLX17433B73v400001
Zm00008a018491	410	1	NA	NA	1	NA	410	NA
Zm00008a018496	5207	2	NA	NA	2	NA	5207	NA
Zm00008a018497	329	1	NA	NA	1	NA	329	NA
Zm00008a018494	425	1	NA	NA	1	NA	425	NA
Zm00008a018495	386	1	NA	NA	1	NA	386	NA
Zm00008a002147	982	3	NA	NA	3	NA	982	NA
Zm00008a002146	427	2	NA	NA	2	NA	427	NA
Zm00008a002145	3056	7	NA	NA	7	NA	3056	NA
Zm00008a002144	349	2	NA	NA	2	NA	349	NA
Zm00008a002143	470	3	NA	NA	3	NA	470	NA
Zm00008a002142	4769	9	NA	NA	9	NA	4769	NA
Zm00008a002141	3043	4	NA	NA	4	NA	3043	NA
Zm00008a002140	3582	11	NA	NA	11	NA	3582	NA
Zm00008a002149	2021	4	NA	NA	4	NA	2021	NA
Zm00008a002148	478	2	NA	NA	2	NA	478	NA
Zm00008a034661	3819	5	NA	NA	5	NA	3819	NA
Zm00008a034660	5912	10	Zm00008a034660	10	NA	5912	NA	RLX05252B73v400001
Zm00008a027212	4889	5	NA	NA	5	NA	4889	NA
Zm00008a027213	9690	12	NA	NA	12	NA	9690	NA
Zm00008a027210	383	1	NA	NA	1	NA	383	NA
Zm00008a027211	1088	2	NA	NA	2	NA	1088	NA
Zm00008a027216	825	3	NA	NA	3	NA	825	NA
Zm00008a027217	15977	4	NA	NA	4	NA	15977	NA
Zm00008a027214	2141	6	NA	NA	6	NA	2141	NA
Zm00008a027215	1590	4	NA	NA	4	NA	1590	NA
Zm00008a027218	4769	4	NA	NA	4	NA	4769	NA
Zm00008a027219	1009	3	NA	NA	3	NA	1009	NA
Zm00008a039017	5744	4	Zm00008a039017	4	NA	5744	NA	RLG00001B73v415670
Zm00008a018238	1334	2	NA	NA	2	NA	1334	NA
Zm00008a018239	4811	6	NA	NA	6	NA	4811	NA
Zm00008a018236	1304	3	NA	NA	3	NA	1304	NA
Zm00008a018237	2173	7	NA	NA	7	NA	2173	NA
Zm00008a018234	2325	11	NA	NA	11	NA	2325	NA
Zm00008a018235	1515	4	NA	NA	4	NA	1515	NA
Zm00008a018232	5404	5	Zm00008a018232	5	NA	5404	NA	RLX22560B73v400001
Zm00008a018233	2011	5	NA	NA	5	NA	2011	NA
Zm00008a018230	8373	17	NA	NA	17	NA	8373	NA
Zm00008a018231	5465	9	NA	NA	9	NA	5465	NA
Zm00008a010009	4949	9	NA	NA	9	NA	4949	NA
Zm00008a010008	1126	2	NA	NA	2	NA	1126	NA
Zm00008a010005	1388	2	NA	NA	2	NA	1388	NA
Zm00008a010004	1074	2	NA	NA	2	NA	1074	NA
Zm00008a010007	2618	9	NA	NA	9	NA	2618	NA
Zm00008a010006	1448	2	NA	NA	2	NA	1448	NA
