OrthogroupID	Null_lnL	Ha1_lnL	Ha2_lnL	Ha3_lnL	Ha1_v_Null	Ha2_v_Null	Ha3_v_Null	Ha3_v_Ha1	Ha3_v_Ha2	Null_Kappa	Null_Omega0	Null_PropOmega0	Null_Omega1	Null_PropOmega1	Null_Omega2	Null_PropOmega2	Ha1_Kappa	Ha1_Omega0_Grass	Ha1_Omega0_Maize	Ha1_PropOmega0	Ha1_Omega1_Grass	Ha1_Omega1_Maize	Ha1_PropOmega1	Ha1_Omega2_Grass	Ha1_Omega2_Maize	Ha1_PropOmega2	Ha2_Kappa	Ha2_Omega0_Grass	Ha2_Omega0_Tandem	Ha2_PropOmega0	Ha2_Omega1_Grass	Ha2_Omega1_Tandem	Ha2_PropOmega1	Ha2_Omega2_Grass	Ha2_Omega2_Tandem	Ha2_PropOmega2	Ha3_Kappa	Ha3_Omega0_Grass	Ha3_Omega0_Tandem	Ha3_Omega0_Maize	Ha3_PropOmega0	Ha3_Omega1_Grass	Ha3_Omega1_Tandem	Ha3_Omega1_Maize	Ha3_PropOmega1	Ha3_Omega2_Grass	Ha3_Omega2_Tandem	Ha3_Omega2_Maize	Ha3_PropOmega2
OG0000878	-21603.769403	-21601.754046	-21602.939122	-21601.192156	0.0446790281267	0.197527460835	0.0759828972657	0.289105975695	0.0615941252619	1.64339	0.04972	0.56222	1.00000	0.02726	0.25219	0.41052	1.64548	0.04965	0.04965	0.5642	1.0	1.0	0.02678	0.24667	0.32254	0.40902	1.64397	0.0498	0.0498	0.56372	1.0	1.0	0.02679	0.25193	0.98858	0.40949	1.6459	0.04972	0.04972	0.04972	0.56529	1.0	1.0	1.0	0.02642	0.24679	0.96227	0.3172	0.40829
OG0000928	-5088.030285	-5087.9974	-5085.956383	-5085.956229	0.797598269677	0.041688556149	0.125675008722	0.0433335567386	0.985997901593	1.48166	0.02574	0.68552	1.00000	0.0	0.18296	0.31448	1.4815	0.02576	0.02576	0.68491	1.0	1.0	0.0	0.18377	0.16674	0.31509	1.4828	0.02571	0.02571	0.68501	1.0	1.0	0.0	0.18381	0.00596	0.31499	1.48279	0.02571	0.02571	0.02571	0.68497	1.0	1.0	1.0	0.0	0.18386	0.00596	0.18261	0.31503
OG0000944	-30570.407282	-30564.299936	-30567.52451	-30562.399648	0.000474146378076	0.0163434245366	0.000332911456412	0.0512349548898	0.00136705052456	2.34086	0.04399	0.46455	1.00000	0.05432	0.33469	0.48113	2.34288	0.04368	0.04368	0.46363	1.0	1.0	0.05332	0.32754	0.62501	0.48305	2.34115	0.04426	0.04426	0.46577	1.0	1.0	0.05454	0.33441	726.82733	0.4797	2.34307	0.04386	0.04386	0.04386	0.46446	1.0	1.0	1.0	0.05348	0.32777	902.97014	0.59896	0.48205
OG0000968	-13471.507861	-13471.442047	-13471.448569	-13470.862059	0.716750008856	0.730575358844	0.524241931435	0.281470517876	0.278781579676	1.8972	0.03027	0.41513	1.00000	0.0731	0.19729	0.51177	1.89688	0.03027	0.03027	0.41489	1.0	1.0	0.07317	0.19786	0.17963	0.51194	1.89777	0.03029	0.03029	0.41555	1.0	1.0	0.07295	0.19691	0.22145	0.5115	1.89839	0.03032	0.03032	0.03032	0.41582	1.0	1.0	1.0	0.07265	0.19804	0.22715	0.11961	0.51153
OG0000977	-27954.550523	-27954.438466	-27953.938221	-27953.812756	0.635922978106	0.268459003945	0.478180501293	0.263281438203	0.616420995854	2.37918	0.04552	0.44474	1.00000	0.09715	0.29052	0.45811	2.37882	0.04543	0.04543	0.44424	1.0	1.0	0.09682	0.29148	0.27226	0.45894	2.37794	0.04543	0.04543	0.44424	1.0	1.0	0.09647	0.29233	0.23554	0.4593	2.3779	0.04552	0.04552	0.04552	0.44477	1.0	1.0	1.0	0.09666	0.29171	0.23545	0.32427	0.45858
OG0000981	-19005.044559	-19003.342598	-19005.021674	-19003.194071	0.0650415992169	0.830594436582	0.157160453296	0.585735219782	0.0558942426783	2.32671	0.03806	0.61755	1.00000	0.03023	0.23330	0.35223	2.3281	0.03824	0.03824	0.62181	1.0	1.0	0.02926	0.23184	0.38636	0.34893	2.32647	0.03794	0.03794	0.61625	1.0	1.0	0.0306	0.23251	0.27581	0.35315	2.32835	0.03853	0.03853	0.03853	0.62514	1.0	1.0	1.0	0.02844	0.23346	0.26139	0.41263	0.34642
OG0001027	-5869.040008	-5867.940834	-5868.141977	-5866.719945	0.138158732137	0.180189309905	0.0982673945635	0.11814224706	0.0917119883167	1.59047	0.05088	0.57435	1.00000	0.02965	0.31341	0.396	1.58894	0.04832	0.04832	0.55627	1.0	1.0	0.02983	0.29164	0.42897	0.41391	1.59091	0.05003	0.05003	0.56721	1.0	1.0	0.03276	0.30951	0.0	0.40002	1.58957	0.04585	0.04585	0.04585	0.53608	1.0	1.0	1.0	0.03563	0.2789	0.0	0.44302	0.42828
OG0001065	-21273.403901	-21273.262495	-21273.01268	-21272.650738	0.59486402782	0.37639532839	0.470874817757	0.268672128937	0.394872834466	2.09506	0.07254	0.31914	1.00000	0.25081	0.38722	0.43005	2.09537	0.07263	0.07263	0.31958	1.0	1.0	0.25011	0.38461	0.4255	0.43031	2.096	0.07209	0.07209	0.31735	1.0	1.0	0.25302	0.38824	0.22599	0.42963	2.09652	0.07198	0.07198	0.07198	0.31726	1.0	1.0	1.0	0.25227	0.38384	0.23224	0.45528	0.43047
OG0001085	-23800.923716	-23800.511228	-23800.921207	-23800.510073	0.363729305744	0.943526813089	0.661236970733	0.961666464731	0.364517889402	2.14995	0.03077	0.6142	1.00000	0.00841	0.15311	0.37739	2.15135	0.03073	0.03073	0.61495	1.0	1.0	0.00836	0.15187	0.17567	0.37669	2.14999	0.03077	0.03077	0.61411	1.0	1.0	0.00841	0.15307	0.16711	0.37748	2.15133	0.03073	0.03073	0.03073	0.61503	1.0	1.0	1.0	0.00836	0.15189	0.16571	0.17587	0.37661
OG0001087	-13330.550583	-13322.529624	-13330.498846	-13322.492637	6.19555095555e-05	0.74769986788	0.00031657638585	0.785636154201	6.29283751612e-05	2.5682	0.07612	0.20534	1.00000	0.14311	0.44120	0.65154	2.56665	0.08872	0.08872	0.22759	1.0	1.0	0.13485	0.49255	0.21395	0.63756	2.56809	0.07667	0.07667	0.20651	1.0	1.0	0.14197	0.44252	0.32025	0.65152	2.56714	0.09287	0.09287	0.09287	0.23493	1.0	1.0	1.0	0.13469	0.49829	0.11099	0.21061	0.63039
OG0001225	-26959.816478	-26957.026476	-26958.693468	-26947.133713	0.0181666811676	0.133958550361	3.10416748284e-06	8.66362624197e-06	1.52238126616e-06	1.85945	0.04151	0.51647	1.00000	0.03527	0.28437	0.44826	1.8607	0.04134	0.04134	0.51416	1.0	1.0	0.03688	0.2906	0.214	0.44897	1.85893	0.2838	0.2838	0.44951	1.0	1.0	0.03539	0.04046	0.0654	0.51511	1.85856	0.04118	0.04118	0.04118	0.51163	1.0	1.0	1.0	0.03889	0.288	0.40163	0.12941	0.44948
OG0001349	-9424.95697	-9342.172325	-9358.476655	-9332.256112	0.0	0.0	0.0	8.45363632462e-06	4.43312053733e-13	1.39953	0.12736	0.43029	1.00000	0.10226	0.43530	0.46745	1.54752	0.21374	0.21374	0.63507	1.0	1.0	0.21938	0.3016	387.34927	0.14556	1.42115	0.3186	0.3186	0.63113	1.0	1.0	0.17195	0.06858	999.0	0.19693	1.53021	0.21234	0.21234	0.21234	0.63034	1.0	1.0	1.0	0.21486	0.30315	1.84381	356.40121	0.1548
OG0001382	-8860.772708	-8858.743633	-8858.952875	-8858.330096	0.0439586333508	0.0564182513982	0.0869334843886	0.363119979254	0.26440257416	2.06537	0.06658	0.48545	1.00000	0.09502	0.33008	0.41953	2.06607	0.06467	0.06467	0.47454	1.0	1.0	0.09568	0.33464	0.1694	0.42978	2.06408	0.06664	0.06664	0.48625	1.0	1.0	0.09173	0.33629	0.10589	0.42202	2.06496	0.06523	0.06523	0.06523	0.47809	1.0	1.0	1.0	0.09353	0.33649	0.10621	0.21429	0.42838
OG0001507	-25627.030289	-25626.326766	-25626.979822	-25625.987884	0.235547393652	0.75071166354	0.352605644825	0.410357747596	0.158982673061	1.90263	0.10653	0.3041	1.00000	0.27936	0.41148	0.41654	1.90596	0.10446	0.10446	0.29615	1.0	1.0	0.28649	0.40114	0.55086	0.41736	1.90313	0.10626	0.10626	0.30302	1.0	1.0	0.28055	0.4098	0.45809	0.41644	1.90659	0.10393	0.10393	0.10393	0.29417	1.0	1.0	1.0	0.28751	0.3996	0.45994	0.69127	0.41831
OG0001514	-14435.293033	-14425.671416	-14435.050594	-14425.661242	1.1507749158e-05	0.486221051761	6.5609438027e-05	0.886569437629	1.46797166052e-05	1.73173	0.07089	0.40765	1.00000	0.12494	0.34115	0.46741	1.73332	0.06897	0.06897	0.39829	1.0	1.0	0.12411	0.31513	0.67603	0.4776	1.73191	0.07094	0.07094	0.40775	1.0	1.0	0.12577	0.3406	0.6181	0.46648	1.73328	0.06896	0.06896	0.06896	0.39823	1.0	1.0	1.0	0.12396	0.3151	0.5997	0.67912	0.4778
OG0001562	-19789.776266	-19787.120315	-19788.362031	-19788.156764	0.0211802209764	0.0926065468692	0.197997277179	1.0	0.521698592437	1.96732	0.05088	0.561	1.00000	0.04641	0.26795	0.39259	1.96538	0.26731	0.26731	0.39491	1.0	1.0	0.04663	0.05173	0.01748	0.55845	1.9655	0.05085	0.05085	0.56305	1.0	1.0	0.04425	0.26478	0.48295	0.3927	1.96506	0.05077	0.05077	0.05077	0.56279	1.0	1.0	1.0	0.04441	0.26378	0.47724	0.33983	0.39279
OG0001601	-9254.654772	-9254.121195	-9253.574772	-9253.243971	0.301589175736	0.141644690295	0.243947802684	0.18531853253	0.415994946143	1.83889	0.30556	0.33024	1.00000	0.25854	0.06654	0.41121	1.84022	0.30343	0.30343	0.33292	1.0	1.0	0.25899	0.06445	0.11114	0.40809	1.83812	0.06614	0.06614	0.40961	1.0	1.0	0.25753	0.30624	0.0	0.33286	1.839	0.06568	0.06568	0.06568	0.40706	1.0	1.0	1.0	0.25887	0.30018	0.0	0.4117	0.33406
OG0001644	-15984.455776	-15977.119641	-15983.180684	-15982.078529	0.000127914362424	0.11028141112	0.0928057202931	1.0	0.137625461775	1.93783	0.02787	0.52267	1.00000	0.07661	0.27206	0.40072	1.94197	0.0265	0.0265	0.51315	1.0	1.0	0.07842	0.2776	0.06807	0.40843	1.93653	0.02778	0.02778	0.52246	1.0	1.0	0.07591	0.27309	0.0	0.40163	1.93296	0.28308	0.28308	0.28308	0.38389	1.0	1.0	1.0	0.07341	0.03254	0.0	0.0001	0.54271
OG0001653	-6640.860267	-6633.997516	-6640.188682	-6633.764745	0.000211562212731	0.246475705093	0.000828808028176	0.49504523791	0.000337862887867	1.65466	0.00000	0.02195	1.00000	0.27241	0.29534	0.70564	1.63891	0.0	0.0	0.022	1.0	1.0	0.24563	0.24899	0.45325	0.73237	1.65459	0.0	0.0	0.02192	1.0	1.0	0.25948	0.28627	0.42657	0.7186	1.63627	0.0	0.0	0.0	0.02208	1.0	1.0	1.0	0.24561	0.24926	0.38321	0.48	0.73231
OG0001654	-9422.460665	-9421.315063	-9422.456052	-9421.276056	0.130108959682	0.923479218438	0.305865749629	0.780007037209	0.124482827555	2.22351	0.08427	0.45212	1.00000	0.15066	0.30066	0.39722	2.21982	0.08905	0.08905	0.47543	1.0	1.0	0.15615	0.31831	0.13295	0.36843	2.22372	0.08433	0.08433	0.45286	1.0	1.0	0.15011	0.30082	0.39942	0.39702	2.21942	0.08904	0.08904	0.08904	0.47476	1.0	1.0	1.0	0.15698	0.31837	0.0	0.13112	0.36826
OG0001738	-10007.859767	-10007.457786	-10007.808238	-10006.092469	0.369911430381	0.748190324981	0.170793850905	0.09844019972	0.0639625091872	1.97416	0.38564	0.29334	1.00000	0.06129	0.04519	0.64537	1.97583	0.04437	0.04437	0.64095	1.0	1.0	0.06199	0.37541	0.48756	0.29706	1.97445	0.04522	0.04522	0.64547	1.0	1.0	0.06152	0.38508	0.59713	0.29301	1.97354	0.39317	0.39317	0.39317	0.28683	1.0	1.0	1.0	0.05995	0.04399	0.0	0.09262	0.65322
OG0001745	-34075.280592	-34066.869681	-34075.275576	-34066.487088	4.10584396994e-05	0.920217403081	0.000151715424367	0.381710434143	2.75908725811e-05	2.18436	0.04420	0.53255	1.00000	0.03532	0.31373	0.43213	2.20523	0.03472	0.03472	0.47028	1.0	1.0	0.0496	0.26525	0.47949	0.48012	2.18442	0.04419	0.04419	0.53249	1.0	1.0	0.03534	0.31374	0.28489	0.43217	2.20653	0.0344	0.0344	0.0344	0.46814	1.0	1.0	1.0	0.05032	0.26394	0.19958	0.48674	0.48154
OG0001972	-11154.027221	-11150.267268	-11152.667076	-11152.575531	0.00610208643139	0.0990800126218	0.234174199096	1.0	0.66873108212	2.05085	0.01686	0.48219	1.00000	0.0	0.11624	0.51781	2.04939	0.11415	0.11415	0.5309	1.0	1.0	0.0	0.01443	0.04102	0.4691	2.04355	0.01652	0.01652	0.47373	1.0	1.0	0.00121	0.11353	0.2592	0.52506	2.04421	0.01654	0.01654	0.01654	0.47378	1.0	1.0	1.0	0.00102	0.11421	0.25734	0.10286	0.5252
OG0001984	-11338.524473	-11338.112542	-11337.501449	-11337.390579	0.364053422136	0.152601863237	0.321777810861	0.229505083423	0.637717311981	2.22863	0.34040	0.33777	1.00000	0.13929	0.07029	0.52294	2.22893	0.07002	0.07002	0.52202	1.0	1.0	0.13937	0.3353	0.42688	0.33862	2.22636	0.07081	0.07081	0.52916	1.0	1.0	0.13273	0.34389	1.25824	0.33811	2.22689	0.07063	0.07063	0.07063	0.528	1.0	1.0	1.0	0.13364	0.3407	1.21499	0.38873	0.33836
OG0002014	-5944.253594	-5893.273335	-5933.310842	-5893.264376	0.0	2.89411926035e-06	0.0	0.89351475661	0.0	1.56676	0.02411	0.72158	1.00000	0.10488	0.43886	0.17354	1.55169	0.0313	0.0313	0.75961	1.0	1.0	1e-05	0.46564	8.32011	0.24037	1.51686	0.02849	0.02849	0.75054	1.0	1.0	0.03064	0.5341	7.19352	0.21882	1.55121	0.03133	0.03133	0.03133	0.75971	1.0	1.0	1.0	0.0	0.4659	8.69078	8.01827	0.24028
OG0002070	-14045.002365	-14028.301519	-14031.977734	-14028.275392	7.49587225624e-09	3.32816042392e-07	5.43961204968e-08	0.819186557275	0.00650542698318	1.8039	0.04318	0.24868	1.00000	0.1141	0.31401	0.63722	1.80748	0.0493	0.0493	0.26791	1.0	1.0	0.10562	0.27913	0.58318	0.62647	1.81716	0.04612	0.04612	0.25954	1.0	1.0	0.10536	0.28931	0.57847	0.6351	1.80808	0.04918	0.04918	0.04918	0.26766	1.0	1.0	1.0	0.10539	0.2792	0.58845	0.56391	0.62695
OG0002183	-3933.085425	-3932.709653	-3932.81724	-3932.207075	0.385987831107	0.463941021852	0.41546786842	0.316066114856	0.26929589911	2.59968	0.13463	0.06528	1.00000	0.52478	0.41352	0.40994	2.65485	0.36647	0.36647	0.44766	1.0	1.0	0.48119	1.62857	4.61688	0.07115	2.65665	0.35819	0.35819	0.43259	1.0	1.0	0.51968	1.89577	0.0	0.04773	2.62851	0.35758	0.35758	0.35758	0.45603	1.0	1.0	1.0	0.0	1.04474	0.0	1.76097	0.54397
OG0002309	-19285.960174	-19284.631304	-19283.470628	-19280.653531	0.103047054522	0.0256554450725	0.00495854464325	0.00479402442135	0.0176134414922	1.95059	0.03889	0.42503	1.00000	0.16733	0.29675	0.40764	1.94887	0.04025	0.04025	0.43167	1.0	1.0	0.16484	0.30661	0.20567	0.40349	1.95245	0.03783	0.03783	0.4196	1.0	1.0	0.16992	0.29122	1.20623	0.41048	1.95127	0.03847	0.03847	0.03847	0.42277	1.0	1.0	1.0	0.16785	0.30115	1.20594	0.16291	0.40938
OG0002416	-14899.959656	-14899.757982	-14899.672982	-14899.510476	0.525365255918	0.448931569125	0.638151221134	0.481700043885	0.568611070746	2.33016	0.02488	0.61261	1.00000	0.02337	0.27642	0.36402	2.32922	0.025	0.025	0.61371	1.0	1.0	0.02269	0.28047	0.24828	0.3636	2.33041	0.02494	0.02494	0.61301	1.0	1.0	0.02349	0.27592	0.62956	0.3635	2.33023	0.27657	0.27657	0.27657	0.36382	1.0	1.0	1.0	0.02334	0.02576	0.0	0.01647	0.61284
OG0002441	-7099.757923	-7098.57211	-7099.75789	-7098.572088	0.12355829577	0.993518026462	0.305490987996	0.994707471363	0.123560036859	1.59708	0.02953	0.62305	1.00000	0.02053	0.26221	0.35642	1.59518	0.03036	0.03036	0.63393	1.0	1.0	0.02141	0.27866	0.18071	0.34467	1.59708	0.02953	0.02953	0.62306	1.0	1.0	0.02053	0.26221	0.0	0.35641	1.59518	0.03036	0.03036	0.03036	0.63393	1.0	1.0	1.0	0.02141	0.27866	0.0	0.18071	0.34467
OG0002574	-6782.62813	-6709.061297	-6759.85818	-6708.881091	0.0	1.49560364093e-11	0.0	0.548277510259	0.0	1.4816	0.10414	0.51197	1.00000	0.0	0.29280	0.48803	1.50704	0.17338	0.17338	0.9143	1.0	1.0	0.00996	0.08809	15.06212	0.07575	1.4867	0.16617	0.16617	0.86761	1.0	1.0	0.01262	0.23142	19.32698	0.11977	1.50498	0.17164	0.17164	0.17164	0.90787	1.0	1.0	1.0	0.01036	0.09776	19.19542	11.71425	0.08178
OG0002591	-15064.622998	-15062.832564	-15062.368332	-15062.232968	0.0584486034319	0.0337104036638	0.0916269350282	0.273483231273	0.602843841377	2.29999	0.04100	0.49503	1.00000	0.07061	0.17203	0.43436	2.30109	0.04043	0.04043	0.49205	1.0	1.0	0.07073	0.16725	0.25663	0.43721	2.29874	0.03927	0.03927	0.47874	1.0	1.0	0.07159	0.16508	0.3188	0.44967	2.29964	0.0396	0.0396	0.0396	0.48284	1.0	1.0	1.0	0.07133	0.1652	0.3182	0.19618	0.44583
OG0002614	-9886.061306	-9857.335751	-9886.030423	-9855.3343	3.46389583683e-14	0.803726168226	4.51860771022e-14	0.045421994003	4.66293670343e-15	1.94213	0.03618	0.39159	1.00000	0.14645	0.33744	0.46196	1.95206	0.03789	0.03789	0.39974	1.0	1.0	0.13518	0.29463	1.47898	0.46508	1.94182	0.03653	0.03653	0.39311	1.0	1.0	0.14618	0.33879	0.2277	0.4607	1.95317	0.0407	0.0407	0.0407	0.41067	1.0	1.0	1.0	0.13464	0.30035	0.04341	1.68325	0.45468
OG0002744	-9626.355238	-9626.248437	-9626.396757	-9626.24806	0.643958723715	1.0	0.898365749654	0.978093592555	0.585520779829	1.71644	0.29360	0.27515	1.00000	0.00339	0.04952	0.72145	1.71667	0.04937	0.04937	0.72012	1.0	1.0	0.00352	0.29312	0.17598	0.27636	1.71632	0.04952	0.04952	0.72146	1.0	1.0	0.00339	0.29363	87.68744	0.27514	1.71668	0.04937	0.04937	0.04937	0.72011	1.0	1.0	1.0	0.00352	0.29312	268.12333	0.17584	0.27637
OG0002844	-13108.332047	-13107.815766	-13104.532338	-13104.446921	0.309557686272	0.0058387145071	0.0205452398981	0.00943967790922	0.679371666713	1.71377	0.03855	0.46684	1.00000	0.16643	0.25075	0.36674	1.71166	0.03774	0.03774	0.46023	1.0	1.0	0.16637	0.24368	0.31959	0.3734	1.71149	0.03875	0.03875	0.4741	1.0	1.0	0.1608	0.24901	0.99343	0.3651	1.71229	0.03908	0.03908	0.03908	0.47735	1.0	1.0	1.0	0.16048	0.25208	0.99478	0.22131	0.36216
OG0002930	-7620.902068	-7618.643342	-7620.660821	-7618.183176	0.0335507626703	0.487294803647	0.0659477841052	0.337387815009	0.0260109619086	1.6778	0.01875	0.2123	1.00000	0.25329	0.27676	0.5344	1.67887	0.01862	0.01862	0.21289	1.0	1.0	0.24497	0.26913	0.54463	0.54214	1.67797	0.01869	0.01869	0.21207	1.0	1.0	0.25347	0.27674	0.0	0.53446	1.67922	0.01855	0.01855	0.01855	0.21265	1.0	1.0	1.0	0.2449	0.26877	0.0	0.56444	0.54244
OG0003051	-9708.951273	-9706.008537	-9708.951329	-9706.008549	0.0152663049582	1.0	0.0527219184518	1.0	0.0152655420419	1.54256	0.04337	0.38659	1.00000	0.21695	0.28821	0.39646	1.54072	0.04031	0.04031	0.36199	1.0	1.0	0.23366	0.2557	0.51083	0.40436	1.54256	0.04337	0.04337	0.38659	1.0	1.0	0.21695	0.28821	0.6964	0.39646	1.54072	0.04031	0.04031	0.04031	0.36198	1.0	1.0	1.0	0.23366	0.2557	0.61183	0.51083	0.40436
OG0003162	-22290.128488	-22289.336234	-22290.035676	-22288.959044	0.208112545623	0.666583957981	0.310539553267	0.385093030094	0.14226715963	2.36154	0.24436	0.45977	1.00000	0.10998	0.04684	0.43025	2.35953	0.04637	0.04637	0.42622	1.0	1.0	0.11084	0.24699	0.20634	0.46294	2.35995	0.04651	0.04651	0.42776	1.0	1.0	0.11045	0.24459	0.22673	0.46178	2.35824	0.04712	0.04712	0.04712	0.43169	1.0	1.0	1.0	0.11006	0.24883	0.22772	0.17698	0.45825
